,Δ1,Δ2,Δ3,Δ4,Δ5,Δ6,Δ7,Δ8,Δ9,Δ10,Δ11,Δ12,Δ13,Δ14,Δ15,Δ16,Δ17,Δ18,Δ19,Δ20,Δ21,Δ22,Δ23,Δ24,Δ25,Δ26,Δ27,Δ28,Δ29,Δ30,Δ31,Δ32,Δ33,Δ34,Δ35,Δ36,Δ37,Δ38,Δ39,Δ40,Δ41,Δ42,Δ43,Δ44,Δ45,Δ46,Δ47,Δ48,Δ49,Δ50,Δ51,Δ52,Δ53,Δ54,Δ55,Δ56,Δ57,Δ58,Δ59,Δ60,Δ61,Δ62,Δ63,Δ64,Δ65,Δ66,Δ67,Δ68,Δ69
Δ22,0.013278865283838856,0.014225709099387586,0.01658176845318228,0.013951962283545038,0.013416687799745638,0.013237666867332631,0.013143171689341088,0.013271219579470982,0.014225828734839336,0.01628491881270346,0.013806721545287197,0.014623837287054086,0.012800481992145256,0.01707254377749714,0.014694145048595038,0.015000789583457784,0.01515036308827208,0.015539942144674704,0.014530302907219125,0.016127933031929317,0.01822414570768236,0.03700435627775188,0.01845532169282418,0.018765308083597713,0.01555779426062285,0.017077143619988307,0.014156610142565975,0.014799069839801168,0.013271113317347417,0.01713938713666974,0.012465605745636769,0.013938483306567478,0.014506083123110388,0.01610264037538173,0.012137113216193247,0.013761505568534204,0.016403328188428608,0.012448099492847432,0.016297786235748898,0.013843600755875854,0.014059809668821558,0.013147763899559331,0.012625433443022614,0.012231415534610705,0.012595914310629543,0.01627567649704263,0.013466341968372908,0.012221824503981708,0.0123231616149381,0.011569188357042508,0.012669526207578873,0.012185627800083412,0.016945808700314622,0.013405862009213189,0.013141266636721029,0.013187093401807423,0.013504734606838587,0.013484312364000096,0.0150729773264377,0.011220647961075234,0.01150365874650182,0.012059831678469333,0.012250121441133523,0.016287568617136355,0.013822323794925378,0.010965389614584755,0.013995306115059664,0.013147840277090126,0.013314217806312381
Δ23,0.016486275235380238,0.01505296539930866,0.014258968268611262,0.013495989583207572,0.013502886007958924,0.012754772709473814,0.013670880746346469,0.013648350856210592,0.012896778782678368,0.014472328696851066,0.013754043101900712,0.014361312916254386,0.013061252689383343,0.013975920214698062,0.013279871401499175,0.013427504189494078,0.014720342929890736,0.01750198788125107,0.01561158488196794,0.01444218181394086,0.017819047035142994,0.017530557084860194,0.03906672218645452,0.018972781752570667,0.016733363922931194,0.015157560155818364,0.014361943318391253,0.0161051629930182,0.014249650327730349,0.015235984981954156,0.016061236821732976,0.014761037530345082,0.013875721635861192,0.015176929493496237,0.015247988547028727,0.012496979454880458,0.014194910716796542,0.014101284260389872,0.014343978548891429,0.013373295188227208,0.014145466936755299,0.014745647064343483,0.013992921901881785,0.013625212036640643,0.012430001178153072,0.01681192125151874,0.013468306892087447,0.014079281889815547,0.012335755797539786,0.01321826036555735,0.012421083266034505,0.013552468709589477,0.013985938464702695,0.01260102550452276,0.012617059065675191,0.014061937386845202,0.012176091041549908,0.012506410782863632,0.01368377151430756,0.012320609260570256,0.012017080058609563,0.014259971414596728,0.012602856753185638,0.013762887618119293,0.012468647066676887,0.011793325952064275,0.012337737003510783,0.01309957296714628,0.01563641659230709
Δ24,0.01387253601948441,0.013832977326425503,0.018061295927484494,0.014260000499195125,0.01477139019158416,0.013716029697898669,0.015035853038108336,0.014914244213486664,0.013832342480497918,0.01714340682511177,0.01398220898426963,0.01416233179318938,0.013185726185936041,0.014656347014292088,0.014791555221218068,0.01517439375672528,0.013040303754352106,0.014557024625256798,0.013853452447367076,0.014072836904081372,0.018544266073324944,0.01862771484212308,0.01600277030908598,0.03673302850065087,0.02012407924943621,0.01920523319471243,0.016664053945097082,0.01635681847125009,0.013248088877061227,0.016179748881978397,0.012728709213751363,0.016591263210586862,0.01466962426492138,0.015065229413778952,0.012555606842456733,0.013237872567303563,0.01600133385990629,0.01239911246340935,0.016363203275802412,0.012979812763047296,0.013202642332977969,0.015863891037812237,0.012536354254511795,0.01198446089802221,0.012021678156776777,0.014357437996543649,0.0134768940240301,0.012164448856697332,0.011710232578051259,0.011142931351170192,0.01402108716273622,0.012437442688128667,0.015601069580934279,0.012993942243375833,0.012555272614451421,0.013465562480159208,0.012527157892648935,0.012917563040436472,0.014948059540025328,0.010821394569668004,0.01122166581999411,0.01211736122233535,0.012060877838960184,0.015424437252046588,0.013218240560742178,0.010898609342483068,0.013623914131637648,0.012841811727922594,0.012649731679071137
Δ25,0.012749696114470705,0.012932155698859856,0.014235948945122309,0.01417282935903548,0.013997718526034156,0.012981956912404353,0.012936657437858453,0.013032581594204765,0.014591035367968973,0.013981231624767628,0.012981565852543423,0.015294337544002496,0.012582201999909597,0.01484925807776547,0.014516899891315709,0.014815468356420381,0.01456470701306993,0.014017913778073585,0.013906253509141597,0.014112374745500242,0.017290650265422633,0.01622051361431711,0.01652516154395259,0.019207255823010087,0.03858064033611183,0.019065322221027418,0.015312655701231226,0.01596166132332664,0.01328239640452809,0.015855871054087055,0.01318703633664449,0.014848307770674357,0.014454915426612789,0.014098339293786495,0.013414535945565315,0.013087773905205989,0.014659758072253014,0.014709626351236536,0.014739130282111478,0.013923154851113164,0.012538439731599004,0.012588984925855532,0.013574948563846771,0.013149334461312015,0.01589600688248033,0.013203610869663356,0.013099821109305377,0.014109508057993648,0.012294174662282375,0.014624546758405106,0.011902069364942869,0.012571145826969143,0.014462854700283299,0.013551064903644295,0.014492013779965333,0.013364746657092943,0.012323268802215601,0.013209701228374985,0.01556537273992146,0.011433437830200944,0.012366242331258668,0.012854168284858766,0.012901174461774167,0.014504320814094248,0.016309417046247103,0.012698412013101087,0.012972918391898519,0.015569106019293547,0.016191689910432103
Δ26,0.013448537437578432,0.013810276118043295,0.01718679219535788,0.014240215996412446,0.016039499770288016,0.013991834854464863,0.015272288029448656,0.01588369834623909,0.013841262452827078,0.015226626796975996,0.01461568697210914,0.014021470267873015,0.013730448054907895,0.014580695046479818,0.015056081000073218,0.015303720752409782,0.0137243910513551,0.014856320380641877,0.014009209597916534,0.014057065681330583,0.015275270081679856,0.01779691783779409,0.014962520023177292,0.020162541176838217,0.017128912668111635,0.0385640305527899,0.021829765586662078,0.01641814232352628,0.014021474697287381,0.016755723575335783,0.013187458768699024,0.015230767365948332,0.014187394552806654,0.014378477679588364,0.012014559139293576,0.013596231860960368,0.014823981310666277,0.012924501095586061,0.014885843622749917,0.013353587024176623,0.01340313331801979,0.015583790267040272,0.012811054565905637,0.012589621119646578,0.0122984881016776,0.013904038315050446,0.012987774804078204,0.01237827872277748,0.012317637902543987,0.01195015688017958,0.014476340150006097,0.012202176590280544,0.014571075268300355,0.012790814650158003,0.013030550243208238,0.012804461248234223,0.01264592571105649,0.01334524581971896,0.013177019350779461,0.011819435474862926,0.0117612759986061,0.01273239154788412,0.011958235390296602,0.014178155444707985,0.013558560020450264,0.01182810047964122,0.013100277694730036,0.012620410512000153,0.012781352661748301
Δ27,0.013565334562762014,0.013227981958943928,0.016007733934082308,0.013419649723708491,0.0157512156108725,0.014959974327221164,0.01575230254040664,0.015338246139988998,0.013260201944237313,0.014120792656793604,0.014318125999107088,0.013114217663630849,0.013604538599460906,0.014921792708885911,0.014991196690321779,0.01638271422398419,0.01359428538515514,0.013497102422039785,0.014645486310778125,0.015422898261522752,0.014518809524600442,0.0148045832342602,0.0142264323059588,0.017555519862987586,0.015359279858608294,0.019970758414245116,0.038698111131631276,0.01764436134870367,0.014937445808316423,0.016414053663844765,0.014134384080026346,0.014928881962619713,0.01605074967351242,0.01522735567039237,0.012110916670934897,0.0143918128875719,0.014408694329369339,0.01257625678252923,0.013642953973802602,0.015108027048287592,0.013147565316602433,0.01801326920041317,0.011865608665911593,0.013378532417274465,0.013494551032932012,0.013445618688772165,0.013800219549009297,0.013393121534188816,0.012691983788624333,0.012445205232834261,0.015070455685438699,0.011718021295473648,0.013911440721182928,0.01333436317296026,0.012711204539685253,0.012645248869596648,0.01396067759279636,0.01397917030119899,0.013469993402418839,0.011529292767616592,0.011374010232410683,0.012079151571043884,0.012744958661925066,0.013388673258777222,0.012310919346423916,0.012216234666569063,0.014847639623380206,0.013980340961095291,0.012447348007337355
Δ28,0.014966152396926832,0.013938990284494234,0.014976769144262821,0.015325679354447508,0.015060762119137757,0.01332610967034686,0.014672144707706397,0.014203781237454981,0.013420095349273395,0.014135489938938149,0.013760373091017516,0.013408935817167452,0.013644041273216306,0.01424781785173904,0.01474106564620516,0.01434792788142177,0.013813643252342037,0.01605010230327518,0.014730803758410979,0.014563309999196547,0.015026623551155574,0.015592491563481706,0.016072820776374022,0.017361052477476657,0.016130306208732445,0.016598756331169633,0.015827244984148513,0.03898826881140454,0.019188790432045716,0.015281533045498156,0.01433400832404908,0.018312322473646846,0.01592933778232557,0.014935910884751376,0.012835189433282454,0.013766666900489865,0.014236356025623146,0.01240677399684002,0.01409502645324212,0.01386601254628846,0.01448947483976089,0.015036256459497918,0.013984026951891432,0.013092115075656002,0.012085618920196833,0.015295095251979033,0.01280582607118917,0.013362345263122882,0.011492460304848767,0.01226154253335658,0.013544929901775785,0.013082526822743254,0.014030886202123697,0.01253951511129634,0.012626125241475142,0.01245060689249602,0.012920042630393412,0.015423759145563869,0.01322553968314485,0.012211659560188057,0.01188836114644622,0.013235529606037987,0.013868749945781324,0.01339506593923114,0.01323798027603942,0.012784386786405786,0.0133986590996882,0.012644349700262243,0.011467076558400768
Δ29,0.013105741994675771,0.012890556671089433,0.012651378823832254,0.012670909073688627,0.013193023687614377,0.01293353557958077,0.013233100173214347,0.01358090867603333,0.013192097611751321,0.012872362463137768,0.012877644975178633,0.01260009582164308,0.012851734649147325,0.016349729636298098,0.013402202567091527,0.013640909078061663,0.013877139116583214,0.013362928035802513,0.01692208677362803,0.01622269028079085,0.014652637353576603,0.014003878975273283,0.014242659057147226,0.014082843149305389,0.013443144004872256,0.014197279077409825,0.015072330906266198,0.01726559145543006,0.03904755497748311,0.019219681164479096,0.016290021155650362,0.016190554573031986,0.019053782451616496,0.016594068255668854,0.013495393384003436,0.01741004452275319,0.014478300668773767,0.013583681704758226,0.014308115611500997,0.015694131821345617,0.016287108384487502,0.014498842921574457,0.0141222753517455,0.013295172801101872,0.013275301624940802,0.014503102881871961,0.014284239836247766,0.014019767897252589,0.012913723001226656,0.012913919014234573,0.012349982543699345,0.013231358011291976,0.015169298578179375,0.013667015850133149,0.013070274201725535,0.011499259340612765,0.014963163172438078,0.013738893843715612,0.012576428423158105,0.012908343049182452,0.014146690403924078,0.013817371085914276,0.013978825752951788,0.012747411340327025,0.014672816060571239,0.012406369420964906,0.015641313777828358,0.012546144253177852,0.011999117216331432
Δ30,0.013061772276496285,0.012489896452982251,0.01648533674697421,0.013357711171087368,0.012390418883870135,0.012196203149790062,0.01248994756769587,0.012768753065484261,0.01402495297074055,0.01546012110466187,0.012127097284507194,0.014395991607261323,0.012046857945889106,0.014457038233669691,0.014087500099113588,0.013547366761421407,0.013037421119246493,0.013960813882430605,0.015255321870115166,0.013815107186742169,0.016764737150296905,0.016947133507395712,0.014269783289731826,0.016116430400914945,0.01503746016034104,0.015897710521289944,0.015519577623091772,0.014341242818788633,0.016180222566863304,0.03658927598715467,0.01806822948053855,0.012912008539522672,0.01548686196637318,0.014242307739083993,0.013843303754681884,0.015266621146405824,0.019116373776461193,0.012997376285934052,0.018332705845053632,0.014369354989360409,0.014459489681692653,0.013167337298101756,0.013503409828090951,0.014487138195382242,0.012487467184358614,0.0137672493827591,0.016258128341666088,0.013165217446319525,0.012675482197385193,0.012145044664046045,0.012520547752589473,0.012882670052846303,0.016794991999001113,0.015110412302388205,0.015344627619261291,0.012957781740696651,0.013353997374397013,0.012342629978285748,0.01562394174090434,0.011314230912215815,0.01180931356108823,0.011958071050101361,0.015069629613845476,0.016961503367176174,0.014150151101116904,0.011483804276048884,0.01422972389272946,0.013043403736152648,0.013178256779889047
Δ31,0.012947360397483086,0.013266586978771679,0.013897057877535752,0.014074202390352284,0.012659695563532228,0.013628136968923324,0.0128085216597396,0.013794103850669712,0.013574853728172836,0.013106157749710202,0.013003299806328044,0.013834101461202264,0.013229294572676676,0.01465513738098682,0.013131660443031191,0.01382642516200869,0.01476699018385097,0.013614136121385215,0.0134597039056227,0.013814789760549659,0.01437963859707856,0.01370707045274848,0.01672846619816009,0.01409976066791793,0.013907910360316883,0.01391434630574743,0.01486179383669116,0.01495952528418266,0.016975083325853853,0.018058568078072997,0.0406896647389389,0.018582986673887237,0.015047003402622055,0.015346773723794388,0.015698376858089183,0.017349696589545455,0.014538462771994753,0.015792292554311096,0.014259292871198603,0.014665910397378409,0.015072644648120657,0.012782867117869386,0.013129148172473775,0.014704154297885595,0.01465520264880609,0.013439034976667142,0.014700421473892116,0.013591584457944202,0.014350474102387312,0.013692417908092691,0.012609347879509075,0.01330006945623733,0.013859795867048049,0.013734466123444495,0.013868991896655105,0.014234340913202867,0.013698321655674122,0.012937024619503997,0.013534257964207905,0.01323085329696234,0.012441064261657185,0.013278598374095835,0.012595795120939302,0.012911775205645053,0.013375383070893133,0.012469955499013323,0.013732152843652123,0.014625986991351987,0.014789029505105012
Δ32,0.014271328507526167,0.013474219184773567,0.014190015489246264,0.013537696874562324,0.01457931384047692,0.013323398952097627,0.015135018790975013,0.014930581588473697,0.012778561036776428,0.013844432255620442,0.01422509901422507,0.013529409840112758,0.014198530059854305,0.015469782200827205,0.013547256679243115,0.014866422914029405,0.014278897954132388,0.014091739471792972,0.015334919578113046,0.014625632080616109,0.01441790001295083,0.014787203223070054,0.014833146504001382,0.017731525188781194,0.015108832456243249,0.015504677684031319,0.015144707595784753,0.018438808406779604,0.016277633118602045,0.01385362298743007,0.015966068524447034,0.03925756657901093,0.017762592457221327,0.017898488687934182,0.013620000405724017,0.01460269216545861,0.014010758887541793,0.012940580425895694,0.013713389273691378,0.013845409314287993,0.014037125587222666,0.01493218173854315,0.012818656955560217,0.013998011939805996,0.013036645114177748,0.014655322603468633,0.013675298137009169,0.014306020565364995,0.01268179167616437,0.012701605861380605,0.013774875127775268,0.01320958575730349,0.01305374332303154,0.01371164685246174,0.012681794264637076,0.012292629556392539,0.013799003407575438,0.01609539201340741,0.01267466134481053,0.011980544721917431,0.012807409380547226,0.01276125874831095,0.013147849768647676,0.012693341530826229,0.012546948121716847,0.01241318608805634,0.013579671465959602,0.013473545062561071,0.012512393073002039
Δ33,0.013340122686667765,0.012379107851648913,0.01409136585772579,0.013504855093890126,0.012808181275462193,0.012371634177931494,0.012468239516486318,0.013025058133784689,0.014066290613196107,0.014091899917629916,0.012332796489685993,0.013670807954796763,0.012483241208382956,0.01568896611280811,0.014065633384216595,0.01403667160557967,0.012788459882084385,0.013095892436342042,0.01375786032110941,0.015014803730469085,0.015433070291308955,0.014836916898853405,0.013442961684173999,0.015115015982776736,0.014180530545625701,0.013924082396642197,0.015698274188615843,0.01546358286863174,0.01846858886484981,0.016019758610977236,0.013996268454290875,0.015232535866952909,0.03784829814699463,0.020869542826826765,0.013344304587571796,0.017444660374341246,0.016824868657519018,0.01449535751916665,0.01539249590113988,0.016765967419734927,0.0157454576775083,0.015306901647424232,0.013522960816984937,0.01239803798164111,0.013506032881247739,0.014487443065261065,0.014469127268133814,0.012645008136018149,0.012376094280052602,0.012240147019420345,0.012505836861885455,0.012193359589933539,0.016522792968825122,0.013711961750365402,0.014967115223542096,0.012698363810532123,0.01495363731914784,0.012691646709692634,0.014413882287165773,0.011446001848969142,0.0127544427980074,0.01240653096515717,0.01595302567927603,0.014241103673227482,0.015796105507612623,0.011761606467895348,0.015158031833767719,0.012790669321782107,0.012457704272629988
Δ34,0.012642448242864661,0.012554969008352292,0.013960834590122833,0.01373332567935795,0.012692727205187148,0.01407316132544668,0.013107013008909941,0.013992825778486397,0.013735109907203632,0.014397525884684433,0.012806330357295845,0.012927741552263568,0.012982384131842726,0.01561022686244984,0.013223378933133093,0.014746167041748054,0.013719711317547845,0.013003558198414467,0.015207533922466389,0.016599532073002257,0.015446686877181178,0.01675132543938604,0.014954843697532952,0.01578788483055744,0.014067063975687234,0.014352760078591535,0.015147454626255672,0.014746966643677051,0.01635927161020623,0.014984128385987998,0.014519040417798482,0.017550840587592927,0.019301411275434725,0.03849505424161935,0.016264173731267758,0.0203301117382803,0.015238192015709362,0.013663910227541064,0.014288021471320538,0.015671646279069754,0.014054059516197568,0.013684450057652401,0.012606003420039112,0.013344262983655663,0.014295834663525606,0.015096183149575755,0.014353659393290738,0.013113784010803807,0.013374405776018084,0.01222923135892424,0.012414435059735439,0.011983162587695216,0.014300995081085212,0.014624443114496467,0.01433237031956904,0.012342036842423769,0.014491904401329508,0.013499752288258251,0.012737380201267967,0.011843718123135116,0.011961142440331198,0.012246116217453097,0.012731173342229755,0.013278868973154142,0.013438951519131572,0.011949558017155998,0.015185628675743173,0.014667801451273119,0.012181393843371423
Δ35,0.01420582907445334,0.01525522024830799,0.013262772181733254,0.013585422164520062,0.014365047319066772,0.012556568165032088,0.014028036911535827,0.012716802637036879,0.014834114758513138,0.013172033213898444,0.013597699864858833,0.013298457102097408,0.013273942075933215,0.01347100694129876,0.013568595695090698,0.013450644942391675,0.013672789330248326,0.01404396840782092,0.01394321880123324,0.012991113529817638,0.013767039774327309,0.013544481062133998,0.016117786689664293,0.014114997096908513,0.014358399837293543,0.01286545772609982,0.012923705989889846,0.01359465378635012,0.01427221976478258,0.01562376699198423,0.015932005952584663,0.01432694407063695,0.014559598906137835,0.015382485033749619,0.041295223492829075,0.01816322602899612,0.015347608972395173,0.015586070383053574,0.015014839556947894,0.01393387754988258,0.015961953982333923,0.01451632879829964,0.014723840988507961,0.014741886898002042,0.013396841384080241,0.015167586437046592,0.015450336749934944,0.01616652711628975,0.012737572795167794,0.014054250058889987,0.013877415779002313,0.014505754050239152,0.013631106186745321,0.013254995117242664,0.01316317034573236,0.016230303214143794,0.012535798932337531,0.013489741646174894,0.013435628136453114,0.013327302152958532,0.013217660870190828,0.013946324486924892,0.014078395459192105,0.013287354748750133,0.01327887072726965,0.013087604998901105,0.012736536362482936,0.013316592969143615,0.01466464657602606
Δ36,0.012871849473121274,0.012718710740648072,0.013652226168828156,0.012858590339705819,0.012786268186894083,0.0133604194709823,0.012783232893374604,0.013413713398349314,0.013308567910455125,0.01332521319517203,0.012551071752902043,0.012946625462800659,0.012712707216701091,0.017011621815247742,0.013066004192158111,0.014285652118017477,0.013300305316847949,0.01331467973046939,0.01376458282481223,0.014737696632400477,0.013550207724321183,0.014310456006615901,0.012309444599323772,0.013867616936812358,0.013053793213678902,0.013566771807707222,0.014310872513612832,0.013587364589379381,0.01715719997004151,0.016055709021090415,0.016407716713676503,0.01431363474037248,0.017736035072103817,0.020322409867704797,0.01500116608221336,0.038480470754357565,0.019815931146229347,0.016049670114428784,0.015156082294850132,0.017385568977119358,0.01728509018549153,0.012885723640974756,0.012985339437813211,0.014152633434845074,0.014646789205459455,0.01410062239432341,0.014850310533483436,0.013629866391995248,0.013618069408315746,0.01204326114851598,0.012320871457653988,0.012822026699267831,0.016249809172481127,0.014449942220629827,0.014663740265038791,0.012269648300034039,0.015950160951636455,0.013368035462733047,0.013424923830336992,0.012327027248453915,0.012144213892052978,0.01180800731839351,0.014018149189279547,0.013639894930923366,0.01516668776756433,0.011864863379919698,0.01598376858097622,0.014153317562614407,0.011969345003264525
Δ37,0.014278371932867545,0.012797746742859047,0.0159400947607024,0.014098688648081899,0.012904689205553165,0.01320522257171861,0.012640030858112107,0.01189507236637297,0.014764957656489911,0.015782305310937713,0.012565705594499002,0.014305217515850087,0.011516014793855419,0.014949839130753456,0.01367483306781133,0.01323991740331046,0.01299747817389189,0.013811514600367784,0.015545256915563644,0.01433069927892564,0.016157948458615862,0.016370612480123774,0.013418732605708519,0.01608737771077598,0.01403276264622805,0.014196073794551789,0.013750568961095324,0.013484992101290763,0.013693345119202838,0.019294676672745623,0.0131953278440161,0.013180263451086006,0.016416899296506846,0.014618887150975996,0.013725453807421437,0.017171256601608727,0.03693055273544117,0.016428703325768897,0.019793524264252405,0.01760941727904203,0.015104477466193663,0.01352539023488127,0.013270410023049599,0.013268811422694293,0.012558129734068368,0.014033175865744459,0.01591468969462655,0.012926656856118109,0.012812774652434447,0.012078273751695021,0.011790324176494216,0.01233207075864639,0.016643152786850964,0.015214796593327808,0.015292872606753117,0.013632009691688287,0.014139791968251395,0.012284732551762302,0.01581014667766086,0.011024865019181018,0.011881037655102133,0.012086688531104109,0.014409810142080938,0.01683718827062888,0.013697937319145665,0.011573535435673524,0.014001675032671084,0.013025684287160142,0.014027857959329286
Δ38,0.013349261130126211,0.013101266029288667,0.014085804611238992,0.013538891085124247,0.013513748438484702,0.013009772696057412,0.012406723132504028,0.013144099649507853,0.01375702892885296,0.01347088151121353,0.012611529044936442,0.013819075113833993,0.01282965599098858,0.013916963142616394,0.013163631011905663,0.013450939029960066,0.01331380243641045,0.01255788952622219,0.013339983977739469,0.013535734896166543,0.014734891029657969,0.013847954586417459,0.014858915971631848,0.01389534381021519,0.015695228510502972,0.013796432578447643,0.013378180840593843,0.01309966992924272,0.014320529788585674,0.014623027943865287,0.01597704663168721,0.01356956150559574,0.015765872452860825,0.014611859836708752,0.015537181737989398,0.017169639136378298,0.0162544377711089,0.04116569324725917,0.018554203637442167,0.0167128576904305,0.01702142247563143,0.014215241508626396,0.014694403112425236,0.014760972145955946,0.014900358684227646,0.013720294504826399,0.014571001778160435,0.014598673063842651,0.01305974692400881,0.014011452497041716,0.013009600463456263,0.013866803030654375,0.013599632167151883,0.013373233314442042,0.01530091116269639,0.014114639791956797,0.012942674713437984,0.013301150523697264,0.0146344664063331,0.012712897213650388,0.013453555489663677,0.015584253177030771,0.013194131351047949,0.014277525436336652,0.0146963002078745,0.012172794842265851,0.012854998929639547,0.013274478122691238,0.014597176941426836
Δ39,0.012763346678869336,0.012881853176113497,0.01619918580653695,0.013596637407162653,0.012812241015513702,0.012234442239871692,0.012422249303415513,0.012168763794922507,0.014594897819466069,0.01574926731281223,0.012759219284352622,0.014853748486590407,0.011993784668051457,0.01477323215345479,0.013724410318837074,0.013331780430076247,0.011971234966573242,0.01298392440338917,0.014836393316725522,0.012885568201263067,0.01639296252056203,0.016274385398202765,0.013567239319144823,0.016460401439228924,0.014116637383848036,0.014263295079400527,0.013027091975108988,0.013358594789134473,0.013539961469494594,0.018514056597235998,0.012949193197430221,0.012907741556591117,0.015027665630266671,0.013715005659623514,0.013435372374860022,0.014553766782094876,0.01980460354461573,0.014807096752041903,0.03695122434208717,0.017585920665706665,0.015201716764440307,0.013652668202105854,0.014396144538260236,0.012898090895199518,0.0136917082632597,0.01614312624942296,0.016293822122394188,0.01285021565438807,0.013911433620346714,0.012191143369983493,0.013807651284707175,0.013650484765321418,0.017154068319182886,0.015460015080903023,0.015624331087876014,0.014030882901794228,0.014010275966309896,0.013076000795089778,0.015849888327431356,0.011396092389406582,0.012413398118331993,0.012866908833211467,0.015279985736130817,0.016636480618008178,0.014420036848964661,0.012084931450064928,0.0140139498353636,0.013439655176524465,0.012766495524899934
Δ40,0.013106985847454898,0.011884580919634801,0.013786116733766906,0.013227851504621187,0.01235253548635456,0.015060373695369828,0.013179867145989572,0.013471148750579759,0.013808280612379747,0.01351975525303787,0.0119459069163972,0.013192702635183613,0.012904677085677378,0.01691525476152489,0.01293646812245098,0.014651365557343428,0.013074915771474738,0.012865510535518489,0.016043725991304304,0.015534781207484586,0.014026000974834283,0.014261998455448899,0.013050153787101266,0.013470876816611686,0.013757907800420629,0.013200783109710063,0.014883400179463956,0.013558192943195638,0.015322429221521326,0.014971579848918252,0.013740707304123644,0.013445179242794066,0.016887541705364117,0.015520076502670776,0.01286341679290709,0.017223947968637552,0.018177884928904615,0.015477451597853678,0.01623733683222581,0.038122745764260384,0.019143037606087373,0.014969611843801366,0.01364532913514283,0.014980375582104247,0.014542651167417438,0.01456875842618786,0.014861595453201116,0.013416366655183134,0.014095624512639723,0.012753860957100988,0.012385047749198543,0.012276840224433556,0.0160604121509893,0.014044483343544538,0.01376817691013808,0.012438103327128643,0.019862462085049656,0.013991155120292,0.013124972985868196,0.01275363876710605,0.011682041212792121,0.012014105953131439,0.013577708889925875,0.013815796835989477,0.014625825046100554,0.012272485417025712,0.015883251864372647,0.014152692555440995,0.012631171912089944
Δ41,0.014594958601831064,0.016043689114009125,0.013217270222685078,0.012489969326060212,0.014513505190712308,0.012401971305810952,0.014443748671143876,0.012374531956879018,0.013072965787046495,0.013480849986903324,0.014448596811494486,0.012658731240388077,0.012136353742827436,0.015370464343140306,0.012460357588324908,0.013367805698157178,0.013467992795221862,0.014277805632584094,0.014112190175650087,0.013154678709075192,0.013403022847515508,0.014598965409321533,0.01391252012114228,0.013810188741856046,0.012487329081873564,0.013354247189932111,0.01305422402059584,0.014279538937726344,0.016026756296301844,0.015184295307623897,0.014233143911206968,0.013738847446627804,0.01598469759080682,0.014027889755451063,0.014851890041954785,0.017259442568904715,0.015715036337036605,0.015887512648041845,0.015807358225688063,0.017372826758744096,0.03842337343236521,0.018777395719743795,0.016977789639734765,0.01508060861455825,0.013220052018255518,0.017536841071252394,0.014227551199094097,0.014876721044434008,0.012914531040349793,0.012727365397191487,0.01320418993478246,0.013667221424110655,0.01594111771265547,0.013384784346170584,0.01316735800298656,0.012788057284567146,0.014751000144693549,0.01331288749963396,0.013767046293602989,0.011920147455528872,0.012777531825217599,0.013365817721399097,0.015014820715404517,0.014128156695679215,0.015401489024431905,0.012319656745232494,0.01470806876182444,0.012168780215231228,0.012371468881570999
Δ42,0.015185087788685582,0.013740950031178166,0.01615522557537577,0.012950712802469429,0.015217626026878046,0.014107753985349209,0.01584901317039822,0.014740477603433926,0.012801030712292443,0.014003240134582196,0.014211352714563958,0.012503124664609308,0.013741055833042465,0.013228465870708014,0.01452957002810439,0.014471138480249461,0.01266797456447108,0.014994023782039585,0.014554815931695204,0.014110012761893727,0.013997147461073483,0.013813923227989808,0.014674890042887983,0.016790784105373244,0.012686425606640968,0.015711175195966494,0.018097590914835177,0.01499421617327263,0.014436353062449994,0.01399143115488815,0.012214119307822175,0.014788287537671368,0.01572385139257867,0.013821029950815284,0.013667055898932766,0.013019263939453806,0.014239082017680576,0.013425695842614523,0.014365035314631134,0.015266671530138571,0.017056223405878247,0.03887926042991843,0.02059263320958035,0.016108236033954004,0.013694234926384278,0.017634666283425433,0.013499779099121536,0.01450268876639883,0.012468388931572597,0.01306411962268919,0.01611873746324582,0.01303600972273342,0.013477855690849472,0.012460497389720306,0.012567548644442664,0.012944391754433184,0.013142678826491708,0.014923079990727482,0.013215390762700896,0.011849118219511626,0.012375289071693852,0.012941367430153533,0.013197684939377157,0.013323528144681854,0.013107491099637129,0.012839317492480266,0.01299330174847057,0.012068240396199213,0.0124315583637901
