group	label	puzzle_n	lane3	lane5	scalar	mod	eq1_lhs	eq1_rhs	eq1_h2	eq1_h3	eq2_lhs	eq2_rhs	eq2_h2	eq2_h3
solved	P38	38	2	3	146971536592	p	81109335983516311296134162926226161794732797278751507663390297633087910517321	81109335983516311296134162926226161794732797278751507663390297633087910517321	81->81	811->811	4481352894718256100850198598278609726872307391656090749301437191733659873372	69937059555722835191503607209795260103445796428385575495547319120866509213299	44->69	448->699
solved	P38	38	2	3	146971536592	N	781605865044847325211701031598063200098228915347822619289122541742121619997	48333544592516794440346241782232270141562740528247227707582098039957095969573	78->48	781->483	83145065077536713219687428755676129992511649538284600242705480252895650721460	107079068751404000935243105053340177563937085273614638185100954509872016892253	83->10	831->107
solved	P38	38	2	3	146971536592	delta	158121444970001977914807166655576577635	395036418016693355382837926158987576621	15->39	158->395	93774429310538325732241867035177491554	8015598892773589123991747755808434520	93->80	937->801
solved	P39	39	0	4	323724968937	p	43066368966227815970129741945670212833964430047245828069695887543759097504431	43066368966227815970129741945670212833964430047245828069695887543759097504431	43->43	430->430	103605034289105493736120377655207439522860290839418917650933208421835576420235	81555856544000080234769669016937034983534585465919124685723525560918825684058	10->81	103->815
solved	P39	39	0	4	323724968937	N	108228932057840735016013046437340949467578715727338192615276804648429737088484	114682756732174228447624978616363363220272742457946695116542746699156276541605	10->11	108->114	28266118879514071027872678002898014073579610925520382844329481076141931389148	77086561882469478547965019897397942257239347732873686421891788905785082967715	28->77	282->770
solved	P39	39	0	4	323724968937	delta	59730999833554105969801869919564317524	240332417836602516586867031830615342174	59->24	597->240	886881651626093972583849081942910531	52470657519159692273441803202119192505	88->52	886->524
solved	P40	40	1	0	1003651412950	p	6303854738565845060822456677171761170118701265060332668389682537205909861394	6303854738565845060822456677171761170118701265060332668389682537205909861394	63->63	630->630	102888018416400129857591823819222943790246892116173755685041169792668000600476	56422728871315524242974693532919710342487250465162523458685976055252583926593	10->56	102->564
solved	P40	40	1	0	1003651412950	N	56789094927354492868365702127716587501583462333974900445272882510478128092000	70973148183053153206724675445456744360071845280158442458848264339252225585867	56->70	567->709	42260220857242901433855851980789547471522222003506645323940978620789212882425	45915571631740348381278787118095022844059322756724781821264162727569072426954	42->45	422->459
solved	P40	40	1	0	1003651412950	delta	312531402909150092722049871228961349127	26651642435038826329200269117917107205	31->26	312->266	76103440679060682121853332040992133716	125571770999105664276634700428278858186	76->12	761->125
solved	P41	41	2	1	1458252205147	p	96945304264886609749853996631925874774515502486390806261002974828935786657772	96945304264886609749853996631925874774515502486390806261002974828935786657772	96->96	969->969	4584046545304176981208729994889971371542621086092191636023136980758609052545	1519908150102498365160257886457237810313046238752938059713846998147903584755	45->15	458->151
solved	P41	41	2	1	1458252205147	N	65611234241080260346465164001025106696026983435954551195364426817674612207635	59654158073117660513282564225305590171559147628442856121991761755095161207871	65->59	656->596	69957999239655597526378497459281717872397767262427137022597110853412085519242	11479119031070242061065803587135998424389660979514642297554393542095528586462	69->11	699->114
solved	P41	41	2	1	1458252205147	delta	221606542571627997643653811488491154222	89548798980862022119209758291732046855	22->89	221->895	271795975152767413404758353840642902763	153214169628874895434626651981841940098	27->15	271->153
solved	P42	42	0	2	2895374552463	p	23235455260918641910243182738484484506697573112563323598679938292485420512211	23235455260918641910243182738484484506697573112563323598679938292485420512211	23->23	232->232	44868404446657673486730241787878297576370370707880488955716302190163740532469	110620920075533752546863525717987593305770223445836068117103319003382562309110	44->11	448->110
solved	P42	42	0	2	2895374552463	N	16414235246005148622676608269745704707123071916908837795621016265952137065225	94548739158280410124586858234361544547292819927357743444128002966911326093788	16->94	164->945	77403397196759393579922878605167308130892165819421469549238318146530240924085	17889319608065857122844671729803961658137503601381515700428227756643150056833	77->17	774->178
solved	P42	42	0	2	2895374552463	delta	425376179157208269676646631636063537855	105062569764406601780824775956412910973	42->10	425->105	92629066743187096234671770689964899978	399905114843774778120362555041164510156	92->39	926->399
solved	P43	43	1	3	7409811047825	p	78020879405344719513693594931068186433313620403660604354270756134812201400139	78020879405344719513693594931068186433313620403660604354270756134812201400139	78->78	780->780	60964046961241088734633361714622412923415174340511633415374532322783441143250	112922314787168642806031351944384375098688734097647849078051006276705999000753	60->11	609->112
solved	P43	43	1	3	7409811047825	N	48175152749694146663654433714828108238894799502290783639063292762659407129321	10289180310625087539739958416008384354915262987491008539684335831879196017794	48->10	481->102	67959179923773644581639826474964093976503879710779905977378075789581548815089	13124003823365333269992933509621730863684512243966456516630593811215290604996	67->13	679->131
solved	P43	43	1	3	7409811047825	delta	92020459598050287676351588177634569052	352502937650451741855715945182065466292	92->35	920->352	7523802270650860447797807894841925671	204404887193603455343256269523884114327	75->20	752->204
solved	P44	44	2	4	15404761757071	p	94135200058435154947876297122926246888078924545594837892260329312805730571798	94135200058435154947876297122926246888078924545594837892260329312805730571798	94->94	941->941	105548939701563171590902017211838471876235025612453918417297278426525206690470	62381638248415351244961822030978016030364476308975963056318595679574316036539	10->62	105->623
solved	P44	44	2	4	15404761757071	N	90881319166677062872637954558624736797898028591865435137498708104927558331146	77761704397031742971687279277278404264174621822912469918210351777179470777532	90->77	908->777	26052749365342147702540439386991614660087694310602300395256789160476806419512	24472038727223846889092096835892495837426990382631465985801194966024238736459	26->24	260->244
solved	P44	44	2	4	15404761757071	delta	52794850047823346720634501786243659787	277646320964459133005165512395706827388	52->27	527->277	48771435446805558049226450375685476434	86064267049096636544838141531927930011	48->86	487->860
solved	P45	45	0	0	19996463086597	p	78117478037208494875227535349289891393990653452899513717049029520476212155519	78117478037208494875227535349289891393990653452899513717049029520476212155519	78->78	781->781	107469089179932923455815914352461716449626656062439158599043880783815235233169	18215707366076225960323620008152425634342411325126883556556473640791579513074	10->18	107->182
solved	P45	45	0	0	19996463086597	N	97005069290861245693884915271223585066061143650161467116255064620036908615643	28035487107968814767452961160920585097886025861623720689771128924508355727430	97->28	970->280	32439585223123279351500691619960223155736421019510401770760516333463824993427	60983523009543129993871297905993276487984417974778780208191749534794810379708	32->60	324->609
solved	P45	45	0	0	19996463086597	delta	209517445056778353080167232692698468657	327888244371916512683614308218979791296	20->32	209->327	123509533316698717299522749960608074406	28156783154240744153028458709917229017	12->28	123->281
solved	P46	46	1	1	51408670348612	p	45091024601853928179734157554633339946805744874448206303988629359002754358166	45091024601853928179734157554633339946805744874448206303988629359002754358166	45->45	450->450	18277394485901647192390855071126112176248952377580417633570673919626553723990	44111195007181007641890126806664137027188555293591852871876868446237207512238	18->44	182->441
solved	P46	46	1	1	51408670348612	N	57055317942415467644637449057792986680924341917130659530720175043557071363118	13601579505646641283249651562836378669342870973133552066291478652363034271152	57->13	570->136	8057456883976748669320629192413148811056580561929128816611882579226730556530	51583461211064753568250713497180908475113592588036599525126621783239202536139	80->51	805->515
solved	P46	46	1	1	51408670348612	delta	226700945678007487066576367520918176344	17434168935851899270869441280537553317	22->17	226->174	300572177514672358571659592521407566175	38445910825550483657295647880616523024	30->38	300->384
solved	P47	47	2	2	119666659114170	p	89207435451997453339687041225451177663874181062856498403013923774047759722447	89207435451997453339687041225451177663874181062856498403013923774047759722447	89->89	892->892	86618456805792564985637210380626309493485131988654694603263904935489901373379	110637147928191095676662726437841858027753123304648819444684404996126122903123	86->11	866->110
solved	P47	47	2	2	119666659114170	N	1619728555695664749069777576720389659941937550770308470736395164700201549471	90718105423588821078145903186497946884831084685670701300564084781646329837783	16->90	161->907	49724482726504764139419587987606957059289896060659998410001442693342363239544	23603961709421579216537141525248499861928337289584842485399652916685005072338	49->23	497->236
solved	P47	47	2	2	119666659114170	delta	424731311732137621217659139705717409253	285791185759725237675985821667409461948	42->28	424->285	69423692280380918778653648509181658534	482933839786549130453329682414884995	69->48	694->482
solved	P48	48	0	3	191206974700443	p	108109652823286509349789669311505416802325977127803815529831509843443262571840	108109652823286509349789669311505416802325977127803815529831509843443262571840	10->10	108->108	89180099029659462785357286916432043765210075087808846487308950134636869576173	5243566070756615175182980963205100832107644847092192942741725129366499663364	89->52	891->524
solved	P48	48	0	3	191206974700443	N	33911292369368137639695043545059525927021676846020672549883830015963217057064	999843759359675085048197967540248835327618008298091983878797859930742966560	33->99	339->999	114051836939768561160235238523325459127629643331265176371505605110665516879818	17518397776151425299594826146395991466953642113613942852339554062597889693312	11->17	114->175
solved	P48	48	0	3	191206974700443	delta	194021956185156515625021212343196475086	44393275132996648094203542313519034890	19->44	194->443	243468078324587815999368061878985458477	146332655224168743292631400740425195943	24->14	243->146
solved	P49	49	1	4	409118905032525	p	20137207847022029487425557974532819882093895857329122507709860186654169466499	20137207847022029487425557974532819882093895857329122507709860186654169466499	20->20	201->201	31953929912288317143423395208042110776037558046484146099740225792291029377123	37043891604796596004571285694584643405412964173864001208117026883094637834352	31->37	319->370
solved	P49	49	1	4	409118905032525	N	85012690894871614640123331771798189615316708736559469850380656263765173013706	45978724208735044977836929455684836422344241576389668283674345468461127760023	85->45	850->459	64051858105416768225873651684205882023381055912712637669505744768511104604655	101831369932795289795087819087657682669509450333294732508648972093324498150542	64->10	640->101
solved	P49	49	1	4	409118905032525	delta	96234479813713621444340795746549133587	296208765691150215805199755032370132480	96->29	962->296	38363856161610117498347890934246994156	400932177504630534377620863616033539065	38->40	383->400
solved	P50	50	2	0	611140496167764	p	72110035092431855636959266025925384360957876371022136825879066474024181605195	72110035092431855636959266025925384360957876371022136825879066474024181605195	72->72	721->721	22370922186761132728016220720673154507400681933291883303016212260036052598287	66824916406641696825960995936939254064140724832548600960217482001655464524930	22->66	223->668
solved	P50	50	2	0	611140496167764	N	24149280595136417557662848215406231863315862021105802025637151490195072829214	98944208955888663826228421951824501933896334205010794598923818595637145174124	24->98	241->989	106346285672155113245096341614926087956727408993059969077097663205389203075404	97078854599171290987243036999497808012459024889609044001165484532338144411086	10->97	106->970
solved	P50	50	2	0	611140496167764	delta	414157123271608199828295535052776501315	318081368622564496180810228265838189837	41->31	414->318	332421009584158914639072512941244555514	304886797029365762744491893908996943844	33->30	332->304
solved	P51	51	0	1	2058769515153876	p	15526662703128387466911205858440921328595966783670321975686827039866153270904	15526662703128387466911205858440921328595966783670321975686827039866153270904	15->15	155->155	80929316266693637533786990397471017104077320738441944625053686647386698852090	40959209228903499970200429232651520153944755540526666429589745485009336787008	80->40	809->409
solved	P51	51	0	1	2058769515153876	N	79273162336392036759914541676282766719682864679099235524247404454926781790386	7158722212936698595122210846929643736105928655820570411508543363064608794349	79->71	792->715	37030870258199937951270940329769032480311137142562483448170756474770254844104	81455622742306572073803213369656460612190649182455310988481424024778816019274	37->81	370->814
solved	P51	51	0	1	2058769515153876	delta	404205403249994326566984179289886998760	98502955602376925077376936124657560544	40->98	404->985	6490727580337104402958198085216460639	289781955746928891526060924448693082343	64->28	649->289
solved	P52	52	1	2	4216495639600700	p	53399937233887621394585979172934208794454261602806185402843838691926535737064	34233564301943968690793737772119706154774841971840290529320541533037301555997	53->34	533->342	70657793660189920928266981516764501584929279486220069702298990240895144673769	45082872074614476872851159344477979332871410619910139360177939524665793537330	70->45	706->450
solved	P52	52	1	2	4216495639600700	N	114722019915656070637928632905172003345154352789053171204368204603701219528645	21232637160755651492045140984182630678804100568959174069763815245430833384908	11->21	114->212	84733947006582873447456767541099971386601089359960806936358046333664345438850	109851415041940220292667050576716649672119207499165643172825113822542239321555	84->10	847->109
solved	P52	52	1	2	4216495639600700	delta	146154549201078092681845364360156714868	427300412386622331323483365279493467267	14->42	146->427	282896565754880994878039267274091725427	217936741385365403701236174687277149506	28->21	282->217
solved	P53	53	2	3	6763683971478124	p	37888320626620011360415489406568235525712799362588853825798894981087228962831	37888320626620011360415489406568235525712799362588853825798894981087228962831	37->37	378->378	19801283050437017332105841651493624533647335272049161287992225565278954599591	88790237130772161200607723939033200814536870952440501837570544129731979014720	19->88	198->887
solved	P53	53	2	3	6763683971478124	N	40992362765840815972390756464048259217763381674981821718844787145385590330360	40820604655256748504054877006746274419206448640874743706599276279908038211005	40->40	409->408	108952998124178243946736753420067439524665649691874546044731000114468361631862	105679959538880047271258950678484623222333109760396756537753401680027303461761	10->10	108->105
solved	P53	53	2	3	6763683971478124	delta	21660354931826036065103269097138005812	77207241083367860003410481953010300620	21->77	216->772	411502019570087623183611497349738368935	296288564217732792385941182370359175719	41->29	411->296
solved	P54	54	0	4	9974455244496707	p	5102856924807840152832933637517227984938558168758752600471386459542121297349	5102856924807840152832933637517227984938558168758752600471386459542121297349	51->51	510->510	81019355006420717479206504870385885576182679099981510455316419527807270344213	75203287861023881485113896513449360374626296048102534794936725206987614071466	81->75	810->752
solved	P54	54	0	4	9974455244496707	N	1801587680267887760975556711305522361175734618197286268670680644469593899987	68763482441531852301142497429583725253535253591315282946815662862272173785352	18->68	180->687	25648923228844026579503803811655596716656319704371274100054073954933629465192	64015542759859627142738362525124073625511777687031096670001378260025116730322	25->64	256->640
solved	P54	54	0	4	9974455244496707	delta	266557005598678290931988015941968549861	84422803375841278739283162135206338435	26->84	266->844	45548280575486370702246878326163800864	239289974494662141627285744376740501900	45->23	455->239
solved	P55	55	1	0	30045390491869460	p	34765914415555121113604774183270645530152833003939138557679057323085221303645	34765914415555121113604774183270645530152833003939138557679057323085221303645	34->34	347->347	9623185874627726528221640828325163709129646900996948075740161296326084410931	104128631256042657322893163449201234682602509948234314886766142424168493896056	96->10	962->104
solved	P55	55	1	0	30045390491869460	N	7412630595752994760863046419479039298732224318549830955308465603592706875884	77198720879156732569323967594386813281631457002352021859106297512023590550685	74->77	741->771	28580893553065893232062571857101702078374004181059599296158151258407162252568	3417862507610735178848440867171334080026906305975300163635006419407890010918	28->34	285->341
solved	P55	55	1	0	30045390491869460	delta	94313670865852532238143196432660845782	43575032199199241801959411881972220963	94->43	943->435	273716849427671989446351664525743059217	245486474609625763858621673439125300594	27->24	273->245
solved	P56	56	2	1	44218742292676575	p	4653074775535436335422391252689659562064343767772860763176793597702144394247	4653074775535436335422391252689659562064343767772860763176793597702144394247	46->46	465->465	54964462646695464636360390300180290777792839728379120177115074255791484877609	76956722399814759047077070698663825197756829174984984859991180864484047289015	54->76	549->769
solved	P56	56	2	1	44218742292676575	N	100274030369350014719531474106267219834858006331327074088819288487476355611068	36054348516724555571285466791934349134722327961505768323825521598012156688430	10->36	100->360	19239186575396462756722400417148767226646235978224327127262144564451641984343	92898582802050036998915508799693108012694989511062299500567185811983505785901	19->92	192->928
solved	P56	56	2	1	44218742292676575	delta	156660092121109962747908450633895129507	112362746049247241578294421539044197107	15->11	156->112	26660135926588743469201279503330461890	329529992481922032395007933506456662424	26->32	266->329
solved	P57	57	0	2	138245758910846492	p	60156711556969636899785621462052651031748538744381614826564644542963015235295	60156711556969636899785621462052651031748538744381614826564644542963015235295	60->60	601->601	60844308194854205745163762700230010009689066169711129829101365732686884013469	93464623806758292721647216436753691971910024144021248773988065140552912268851	60->93	608->934
solved	P57	57	0	2	138245758910846492	N	100722638219644598867770842207879936386194959632498628982159749330887139359533	3709603502221640355193527643854621210528982267799931468733917977744967026252	10->37	100->370	38352140848174546476991327599363157801427226265324603719040347635144143985235	90398987670886050380417504073006699580714246704397037793048223654271761341521	38->90	383->903
solved	P57	57	0	2	138245758910846492	delta	91744902702504848172021323894719557855	227740306141842829838849764481473788286	91->22	917->227	335288600450601700271219758522617114520	90895011078090362622664489107948408185	33->90	335->908
solved	P58	58	1	3	199976667976342049	p	55065236041639029517729594353040823698490713134807153397386896759189477068150	55065236041639029517729594353040823698490713134807153397386896759189477068150	55->55	550->550	94427928003856691622854789609554557445837888119272863466537107623663389834578	65924275591050232894433623943718898806034347664280419639426760350726455567467	94->65	944->659
solved	P58	58	1	3	199976667976342049	N	59032269725714636675173094838151564393332522142308939946884978354681002927324	98054143012172083329427336670070639511057414408031660435273091955995380046418	59->98	590->980	67797598306923730678348218174179631955786088341093945977015632396815619789323	47859940811520799725734669857629121635076311407825252875314016811653589638036	67->47	677->478
solved	P58	58	1	3	199976667976342049	delta	281513148998902524992547482449503116825	167280446497007149451268805088882007057	28->16	281->167	234830783406473031849772518689499385054	260913313544341187896904614473510148024	23->26	234->260
solved	P59	59	2	4	525070384258266191	p	48349232212639115590903144793228640427515449747367555209041356681117760027663	48349232212639115590903144793228640427515449747367555209041356681117760027663	48->48	483->483	36192381914284994026561333483941793294376601556227764456176463210342469506290	45939759682812738078368719715222941022691046577266970180669573044284901460551	36->45	361->459
solved	P59	59	2	4	525070384258266191	N	107036074889158408186435250233988788810934159055098378394232581845010427948803	35296546114281888218805002935616244392800051264796041431276627654829040202	10->35	107->352	22790861974286329503629220667913383968232761244688682673771622895582881108122	52005937692857201086810807360635477270864518938733238947578043233310221729076	22->52	227->520
solved	P59	59	2	4	525070384258266191	delta	360247950716129515765878881587521531306	341034142185790878457554455508776790876	36->34	360->341	373092024876826499533022715440396599837	257513298613671530423772881687153147821	37->25	373->257
solved	P60	60	0	0	1135041350219496382	p	47189276276359913007517371903118919105592260613350156670245099811346670359854	47189276276359913007517371903118919105592260613350156670245099811346670359854	47->47	471->471	84909296290605923304080857994586220936413642067495009501421006560909968707572	104499319994414730252737845702021593815273989474002358163926027312215188899438	84->10	849->104
solved	P60	60	0	0	1135041350219496382	N	14230266135198737028899301552599730080268874785550964405455821085977460177898	30516693823408301479168637443693291936511961729883428665766806874229028437033	14->30	142->305	84881467832520866466860748598136531078654028206594167635636541104013005180676	21800188208665906461899058455289910413647542313483720999045273263527675503135	84->21	848->218
solved	P60	60	0	0	1135041350219496382	delta	185813715951796482862659099262643752554	419533514782666780389722113819357922347	18->41	185->419	421102240915780394996057948731077401929	429591184778428856694220074115755102362	42->42	421->429
solved	P61	61	1	1	1425787542618654982	p	92605454593406082793232233471826380389714279921567407283628931601113490940617	92605454593406082793232233471826380389714279921567407283628931601113490940617	92->92	926->926	87991115937570168412062933140198533751407015038840075967111912936675971362829	70747868475624851908997140935208265378088319980339242555270742313293897650088	87->70	879->707
solved	P61	61	1	1	1425787542618654982	N	18309789807490823731775560569074151221563692098238338285627861496266254299841	57623952364395619704806572483961420161417063627268711897782898161214294473504	18->57	183->576	1401685891369595360567758809534437077890503174629490720865562701682686554993	72019423050447673515000345904821435121272269790258926291341616902841816438815	14->72	140->720
solved	P61	61	1	1	1425787542618654982	delta	20199015505456822579979211605226705922	236410073124220829523597480035546475238	20->23	201->236	133582092632066382672928357049341129929	156055825685430977064936501411545247537	13->15	133->156
solved	P62	62	2	2	3908372542507822062	p	67440702563089589535494789868404097296255839072807226394981959094548600564298	67440702563089589535494789868404097296255839072807226394981959094548600564298	67->67	674->674	85480304323774127252522264158681446450028368191543117044901624016133449266387	64351574096115671203094962462795866705369324709286187331235205405196737761068	85->64	854->643
solved	P62	62	2	2	3908372542507822062	N	33241209627617525544762784366176237988330396358040518828073597280433434505629	55262140140945773309238581023805570917704878012199322903332725540090169756418	33->55	332->552	80588763959714975025925346073234673244113046164045536434046789857081790610774	111520473598151045587714991460647459393083992327653999619299957148833754473326	80->11	805->111
solved	P62	62	2	2	3908372542507822062	delta	330131605606977149707978115977085002403	342058867513468474211879073418269597487	33->34	330->342	421873625420255132045277054324343070440	102794567235493550101549322479636213950	42->10	421->102
solved	P63	63	0	3	8993229949524469768	p	101459099813588525811299537835836989550765511505553076525737896092759861549899	101459099813588525811299537835836989550765511505553076525737896092759861549899	10->10	101->101	19443282874500735331081423896681723502415092690999156226914775767910837936712	96822425258631464874784417867404219016260692375944406021435260039692170231364	19->96	194->968
solved	P63	63	0	3	8993229949524469768	N	29457224797632922021879199388917750337556484983391082111201409140465097934360	6107861682259820692867887550789829526344922366425218218270672844237222935750	29->61	294->610	23298888813589753162743420734755385619966244665124430722132175655754077638196	89796354893371203571111439435786275042253241523983691730274841080140573221681	23->89	232->897
solved	P63	63	0	3	8993229949524469768	delta	218045482500212179016650980040774223198	319230872060643300954679351575979102263	21->31	218->319	342038864549054731540750819714286404609	106302029469987218824368766368522159154	34->10	342->106
solved	P64	64	1	4	17799667357578236628	p	60574050222707083912728203433838404592054676261091944607037630550581483303490	60574050222707083912728203433838404592054676261091944607037630550581483303490	60->60	605->605	80997168141930661249802766618636068130027514635113196589675517029094728770097	74857637994762766525571293825501614801423069962129425959038566448123351857468	80->74	809->748
solved	P64	64	1	4	17799667357578236628	N	66149807090990542847614619744758758347833444653810878513919832321459286851704	84521724293563546051647322690623634851038529517872445755856767654839458418477	66->84	661->845	28717926604302497375901823376586115632335023655035029691301494957338837454387	64374120130042114801343099878255567216340317853313461458413007459975084686335	28->64	287->643
solved	P64	64	1	4	17799667357578236628	delta	355833367106605005210924059540232979850	409677695486049449395360338964062477075	35->40	355->409	287349052814042708808594374517373456309	368220966836043462096524655828122671210	28->36	287->368
solved	P65	65	2	0	30568377312064202855	p	13930276509101361575513736695876875072132244385166388678603133333676240307117	13930276509101361575513736695876875072132244385166388678603133333676240307117	13->13	139->139	18776943950717366103628453831254934767137331073631890943054863450720683900644	101053698226286565707419967655012623791897195965677642351894178582604637592158	18->10	187->101
solved	P65	65	2	0	30568377312064202855	N	62138070065378923469779296277648207395565832472149299064065866150614385655013	80027237302856806193592043963050084852805328085016285797572608067314021636170	62->80	621->800	107550551648796745399876196206757536243723795135406482266690958773669332791090	69961642423316614406124577786121826060230430699887495468094197827063934358984	10->69	107->699
solved	P65	65	2	0	30568377312064202855	delta	201606012294144935514578965800786777738	268140273832033911509652153205288653712	20->26	201->268	377593366938099622629347440551917115589	170428785989250438293714713478215975947	37->17	377->170
solved	P66	66	0	1	46346217550346335726	p	53236798425987772940806818648141095825058462300682436545783705745872471364884	53236798425987772940806818648141095825058462300682436545783705745872471364884	53->53	532->532	10056390665135679752146041963471520994862049744500140737871807862582553156979	63248821883093012261101797683855010556494154194820095428180869413405931293942	10->63	100->632
solved	P66	66	0	1	46346217550346335726	N	11581606971648771284626815449732899677619252755986728909486930749385916832821	44754111361294353364377582958977475427060212093864494994070405360832236812438	11->44	115->447	106074841292852525715212590776474283941215508450130704456805497360916372795474	95248294791663496780447438256302983924792430041090985948203389310344299987468	10->95	106->952
solved	P66	66	0	1	46346217550346335726	delta	398425787196379479901613857809766296408	289247685627198617096826351453767314236	39->28	398->289	34594076980203463896881733313104340051	112657527974993335025623678676548762567	34->11	345->112
solved	P67	67	1	2	132656943602386256302	p	49983171650621649500285869040821337626374091888327767905958007962725606094301	49983171650621649500285869040821337626374091888327767905958007962725606094301	49->49	499->499	69384836996155883539091606914220596301320018536435441148494565136762092644736	73397653659445240033294160645689290214030870201135784882202237463763159394923	69->73	693->733
solved	P67	67	1	2	132656943602386256302	N	114798714216364957165476515155597003461575370538772207646168670864647240617686	22902051278330011327484224694408088020235057050369598313556526334213986952475	11->22	114->229	20276891846596420724387143213718676016303524231290470224694003592866044365100	111319497563031571354326826719505861155748358643378057086362424346169456963748	20->11	202->111
solved	P67	67	1	2	132656943602386256302	delta	252616414938910135379037689996576876136	20179726561775646646326076664403120304	25->20	252->201	86390584655526765767817664367108592787	33983624538028764632060850761253876149	86->33	863->339
solved	P68	68	2	3	219898266213316039825	p	98532987367332367098297883220366889021132231476063243044152811059335544232576	98532987367332367098297883220366889021132231476063243044152811059335544232576	98->98	985->985	37122011028638560749523949846123481614819455575145916644163130485584670736134	15797763402227361828474911696407720539532781876942677761174986599948057356657	37->15	371->157
solved	P68	68	2	3	219898266213316039825	N	113612189538520305753654474233557602373058678337330823281470105419470964828649	95418536041471813403742288483962238327872546640256682758254326128737495087498	11->95	113->954	109284398591132408632756684537968564867602769739713928372511254239191535955693	66415324345464138603617000034847357399720912920921819327689685181209272093935	10->66	109->664
solved	P68	68	2	3	219898266213316039825	delta	289341856703207400311853994947222649346	406420292493225226948104018521367573781	28->40	289->406	157998945232573338076454217458500198303	109308248832739836751119859913745281720	15->10	157->109
solved	P69	69	0	4	297274491920375905804	p	109127460317861266950860709286036849005716415560335326191425788008216333638219	109127460317861266950860709286036849005716415560335326191425788008216333638219	10->10	109->109	76900456205748698578970027209609378587971193714802266598976688955392623825402	3592496264498641805686254691006038006869751289913638083154576416744462499193	76->35	769->359
solved	P69	69	0	4	297274491920375905804	N	36666212958842409296646275614370260872379546442461519247702757952574201976284	53466100705783094824655429105676539765560981885563862015686807224897654956553	36->53	366->534	53237208627472757068230314981077750382536846521328261052762895296924813837705	53651488055273588870299829002284580610174732256166020593293148530667033244438	53->53	532->536
solved	P69	69	0	4	297274491920375905804	delta	350410450936634532890600468487877857608	334220931672269014739218649161664108350	35->33	350->334	58060715648404117877952301432989816037	217696365884279179846350088073795564297	58->21	580->217
solved	P70	70	1	0	970436974005023690481	p	41155703805981755020087812249969251424919540591154472918778836382849862837751	41155703805981755020087812249969251424919540591154472918778836382849862837751	41->41	411->411	87708627536205104935688701718168619009609095239626024217256266200544860336032	47585485375310056387933333880950662621588203329713411888489305176575271096689	87->47	877->475
solved	P70	70	1	0	970436974005023690481	N	73193068149603087215761384879927089293758908402720099934691728367076041216847	8902980664262740597154991455445067154398542423135421960070637498577992249383	73->89	731->890	80990435823171407978316302437228945901257844547165725288888377877005812221939	50731035858397296539763832687358807304177125967358080284302608565770060611430	80->50	809->507
solved	P70	70	1	0	970436974005023690481	delta	395406835269782619993219581677803393380	363087176685687618251821216775425617526	39->36	395->363	318674599242948236794802252606836437607	332831467341392393039835621542821938519	31->33	318->332
solved	P75	75	0	0	22538323240989823823367	p	73030389504535246483072766602050313326252345130787236398426481454522845560103	73030389504535246483072766602050313326252345130787236398426481454522845560103	73->73	730->730	100115832888508934466828788538523340421948851561064912874333254725368968766606	72026177144391765718915294237333239039835560833005594941877195485217355038049	10->72	100->720
solved	P75	75	0	0	22538323240989823823367	N	34304841068443536156750494521115089054188758283458885530055171653608665035188	37862705912541629200559815274682285531186009730076593448973534937836682275400	34->37	343->378	90152203240978904413132173168654336915318712298267187980238800022686499599194	24268930568883946564191094527316891903075976174573538585213365277099524189739	90->24	901->242
solved	P75	75	0	0	22538323240989823823367	delta	407498828014083817747718950681072094776	107834626895674643288138477470832672563	40->10	407->107	145491495359399962710555404170300938813	139319528954296864222672638337506937272	14->13	145->139
solved	P80	80	2	0	1105520030589234487939456	p	16994470569327836424063596090305842523112791429213443860291284300753048434130	16994470569327836424063596090305842523112791429213443860291284300753048434130	16->16	169->169	88835473680266491104705787533900857948985874897463275459314220918937687512950	79193232893696992165218108643376569095889321167135970332367398326625919798714	88->79	888->791
solved	P80	80	2	0	1105520030589234487939456	N	81759735641446208324244111220552332966105458343186038481023380743948753016918	60928820976717887784603140681056470519527235540486511812885698583556243465073	81->60	817->609	82150901849277773403906163974768147859845811819881992960562363399253849722521	42312217593053368191534552625847674830381776958955585681446357244196175397733	82->42	821->423
solved	P80	80	2	0	1105520030589234487939456	delta	323161692957710932811150287148609752639	377049326455116457759334226995499710155	32->37	323->377	189223608412304208815417283158910572040	218710926694831502220009833246417083176	18->21	189->218
solved	P85	85	1	0	21090315766411506144426920	p	37106845639163878420083044434549958116271815170672198372696812273150943926786	37106845639163878420083044434549958116271815170672198372696812273150943926786	37->37	371->371	93463191912460854620891841042985274031676321728006447559657722449799561863353	2962324796218473866208687969767387590539990547800679210235608832778211753281	93->29	934->296
solved	P85	85	1	0	21090315766411506144426920	N	48705897353365712916140355193623348839682044997517843966653603723392523559391	10427499604035402441312519426354303557400758775640288207590453667416557246157	48->10	487->104	20494601403423996849418830995966478577007174283948253090703297299357861460172	104439125205028833775020938943763551056026243612375261739955522508102824324888	20->10	204->104
solved	P85	85	1	0	21090315766411506144426920	delta	114936098271833310863687009601519195989	207659298668412076141107677159263324573	11->20	114->207	172869314226785395177472001836185215034	331050986644161811551114413371715128680	17->33	172->331
