d,d_bits,gap_target,gap_observed,offset,offset_bits,o_probe,direction,source,ec_hit,in_gap_tier
21778071482940061661655974875633165533184,135,1,2,7597140697044997461623970592665356677823,133,14180930785895064200032004282967808855361,-,bridge:L2-L1 mod LO,False,False
21781904754450615132923697474855462708129,135,1,2,7600973968555550932891693191887653852768,133,14177097514384510728764281683745511680416,-,sample:g1:-:o=14177097514384510728764281683745511680416,False,False
21824606855397556430299493504023370875841,135,1,2,7643676069502492230267489221055562020480,133,14134395413437569431388485654577603512704,-,sample:g1:-:o=14134395413437569431388485654577603512704,False,False
21867308956344497727675289533191279043553,135,1,2,7686378170449433527643285250223470188192,133,14091693312490628134012689625409695344992,-,sample:g1:-:o=14091693312490628134012689625409695344992,False,False
21910011057291439025051085562359187211265,135,1,2,7729080271396374825019081279391378355904,133,14048991211543686836636893596241787177280,-,sample:g1:-:o=14048991211543686836636893596241787177280,False,False
21952713158238380322426881591527095378977,135,1,2,7771782372343316122394877308559286523616,133,14006289110596745539261097567073879009568,-,sample:g1:-:o=14006289110596745539261097567073879009568,False,False
21995415259185321619802677620695003546689,135,1,2,7814484473290257419770673337727194691328,133,13963587009649804241885301537905970841856,-,sample:g1:-:o=13963587009649804241885301537905970841856,False,False
22038117360132262917178473649862911714401,135,1,2,7857186574237198717146469366895102859040,133,13920884908702862944509505508738062674144,-,sample:g1:-:o=13920884908702862944509505508738062674144,False,False
22080819461079204214554269679030819882113,135,1,2,7899888675184140014522265396063011026752,133,13878182807755921647133709479570154506432,-,sample:g1:-:o=13878182807755921647133709479570154506432,False,False
22123521562026145511930065708198728049825,135,1,2,7942590776131081311898061425230919194464,133,13835480706808980349757913450402246338720,-,sample:g1:-:o=13835480706808980349757913450402246338720,False,False
22166223662973086809305861737366636217537,135,1,2,7985292877078022609273857454398827362176,133,13792778605862039052382117421234338171008,-,sample:g1:-:o=13792778605862039052382117421234338171008,False,False
22208925763920028106681657766534544385249,135,1,2,8027994978024963906649653483566735529888,133,13750076504915097755006321392066430003296,-,sample:g1:-:o=13750076504915097755006321392066430003296,False,False
22251627864866969404057453795702452552961,135,1,2,8070697078971905204025449512734643697600,133,13707374403968156457630525362898521835584,-,sample:g1:-:o=13707374403968156457630525362898521835584,False,False
22294329965813910701433249824870360720673,135,1,2,8113399179918846501401245541902551865312,133,13664672303021215160254729333730613667872,-,sample:g1:-:o=13664672303021215160254729333730613667872,False,False
22337032066760851998809045854038268888385,135,1,2,8156101280865787798777041571070460033024,133,13621970202074273862878933304562705500160,-,sample:g1:-:o=13621970202074273862878933304562705500160,False,False
22379734167707793296184841883206177056097,135,1,2,8198803381812729096152837600238368200736,133,13579268101127332565503137275394797332448,-,sample:g1:-:o=13579268101127332565503137275394797332448,False,False
22422436268654734593560637912374085223809,135,1,2,8241505482759670393528633629406276368448,133,13536566000180391268127341246226889164736,-,sample:g1:-:o=13536566000180391268127341246226889164736,False,False
22465138369601675890936433941541993391521,135,1,2,8284207583706611690904429658574184536160,133,13493863899233449970751545217058980997024,-,sample:g1:-:o=13493863899233449970751545217058980997024,False,False
22507840470548617188312229970709901559233,135,1,2,8326909684653552988280225687742092703872,133,13451161798286508673375749187891072829312,-,sample:g1:-:o=13451161798286508673375749187891072829312,False,False
22550542571495558485688025999877809726945,135,1,2,8369611785600494285656021716910000871584,133,13408459697339567375999953158723164661600,-,sample:g1:-:o=13408459697339567375999953158723164661600,False,False
22593244672442499783063822029045717894657,135,1,2,8412313886547435583031817746077909039296,133,13365757596392626078624157129555256493888,-,sample:g1:-:o=13365757596392626078624157129555256493888,False,False
22635946773389441080439618058213626062369,135,1,2,8455015987494376880407613775245817207008,133,13323055495445684781248361100387348326176,-,sample:g1:-:o=13323055495445684781248361100387348326176,False,False
22659788255716680984029234735576758919329,135,1,2,8478857469821616783997230452608950063968,133,13299214013118444877658744423024215469216,-,bridge:matrix t1 col2-col1,False,False
22678648874336382377815414087381534230081,135,1,2,8497718088441318177783409804413725374720,133,13280353394498743483872565071219440158464,-,sample:g1:-:o=13280353394498743483872565071219440158464,False,False
22721350975283323675191210116549442397793,135,1,2,8540420189388259475159205833581633542432,133,13237651293551802186496769042051531990752,-,sample:g1:-:o=13237651293551802186496769042051531990752,False,False
22764053076230264972567006145717350565505,135,1,2,8583122290335200772535001862749541710144,133,13194949192604860889120973012883623823040,-,sample:g1:-:o=13194949192604860889120973012883623823040,False,False
22806755177177206269942802174885258733217,135,1,2,8625824391282142069910797891917449877856,133,13152247091657919591745176983715715655328,-,sample:g1:-:o=13152247091657919591745176983715715655328,False,False
22849457278124147567318598204053166900929,135,1,2,8668526492229083367286593921085358045568,133,13109544990710978294369380954547807487616,-,sample:g1:-:o=13109544990710978294369380954547807487616,False,False
22892159379071088864694394233221075068641,135,1,2,8711228593176024664662389950253266213280,133,13066842889764036996993584925379899319904,-,sample:g1:-:o=13066842889764036996993584925379899319904,False,False
22934861480018030162070190262388983236353,135,1,2,8753930694122965962038185979421174380992,133,13024140788817095699617788896211991152192,-,sample:g1:-:o=13024140788817095699617788896211991152192,False,False
22977563580964971459445986291556891404065,135,1,2,8796632795069907259413982008589082548704,133,12981438687870154402241992867044082984480,-,sample:g1:-:o=12981438687870154402241992867044082984480,False,False
23020265681911912756821782320724799571777,135,1,2,8839334896016848556789778037756990716416,133,12938736586923213104866196837876174816768,-,sample:g1:-:o=12938736586923213104866196837876174816768,False,False
23062967782858854054197578349892707739489,135,1,2,8882036996963789854165574066924898884128,133,12896034485976271807490400808708266649056,-,sample:g1:-:o=12896034485976271807490400808708266649056,False,False
23105669883805795351573374379060615907201,135,1,2,8924739097910731151541370096092807051840,133,12853332385029330510114604779540358481344,-,sample:g1:-:o=12853332385029330510114604779540358481344,False,False
23148371984752736648949170408228524074913,135,1,2,8967441198857672448917166125260715219552,133,12810630284082389212738808750372450313632,-,sample:g1:-:o=12810630284082389212738808750372450313632,False,False
23191074085699677946324966437396432242625,135,1,2,9010143299804613746292962154428623387264,133,12767928183135447915363012721204542145920,-,sample:g1:-:o=12767928183135447915363012721204542145920,False,False
23233776186646619243700762466564340410337,135,1,2,9052845400751555043668758183596531554976,133,12725226082188506617987216692036633978208,-,sample:g1:-:o=12725226082188506617987216692036633978208,False,False
23276478287593560541076558495732248578049,135,1,2,9095547501698496341044554212764439722688,133,12682523981241565320611420662868725810496,-,sample:g1:-:o=12682523981241565320611420662868725810496,False,False
23319180388540501838452354524900156745761,135,1,2,9138249602645437638420350241932347890400,133,12639821880294624023235624633700817642784,-,sample:g1:-:o=12639821880294624023235624633700817642784,False,False
23361882489487443135828150554068064913473,135,1,2,9180951703592378935796146271100256058112,133,12597119779347682725859828604532909475072,-,sample:g1:-:o=12597119779347682725859828604532909475072,False,False
23404584590434384433203946583235973081185,135,1,2,9223653804539320233171942300268164225824,133,12554417678400741428484032575365001307360,-,sample:g1:-:o=12554417678400741428484032575365001307360,False,False
23447286691381325730579742612403881248897,135,1,2,9266355905486261530547738329436072393536,133,12511715577453800131108236546197093139648,-,sample:g1:-:o=12511715577453800131108236546197093139648,False,False
23489988792328267027955538641571789416609,135,1,2,9309058006433202827923534358603980561248,133,12469013476506858833732440517029184971936,-,sample:g1:-:o=12469013476506858833732440517029184971936,False,False
23532690893275208325331334670739697584321,135,1,2,9351760107380144125299330387771888728960,133,12426311375559917536356644487861276804224,-,sample:g1:-:o=12426311375559917536356644487861276804224,False,False
23575392994222149622707130699907605752033,135,1,2,9394462208327085422675126416939796896672,133,12383609274612976238980848458693368636512,-,sample:g1:-:o=12383609274612976238980848458693368636512,False,False
23618095095169090920082926729075513919745,135,1,2,9437164309274026720050922446107705064384,133,12340907173666034941605052429525460468800,-,sample:g1:-:o=12340907173666034941605052429525460468800,False,False
23633091706668716398993192421677226033857,135,1,2,9452160920773652198961188138709417178496,133,12325910562166409462694786736923748354688,-,bridge:cube lift - shelf (d2),False,False
23660797196116032217458722758243422087457,135,1,2,9479866410220968017426718475275613232096,133,12298205072719093644229256400357552301088,-,sample:g1:-:o=12298205072719093644229256400357552301088,False,False
23703499297062973514834518787411330255169,135,1,2,9522568511167909314802514504443521399808,133,12255502971772152346853460371189644133376,-,sample:g1:-:o=12255502971772152346853460371189644133376,False,False
23746201398009914812210314816579238422881,135,1,2,9565270612114850612178310533611429567520,133,12212800870825211049477664342021735965664,-,sample:g1:-:o=12212800870825211049477664342021735965664,False,False
23788903498956856109586110845747146590593,135,1,2,9607972713061791909554106562779337735232,133,12170098769878269752101868312853827797952,-,sample:g1:-:o=12170098769878269752101868312853827797952,False,False
23831605599903797406961906874915054758305,135,1,2,9650674814008733206929902591947245902944,133,12127396668931328454726072283685919630240,-,sample:g1:-:o=12127396668931328454726072283685919630240,False,False
23874307700850738704337702904082962926017,135,1,2,9693376914955674504305698621115154070656,133,12084694567984387157350276254518011462528,-,sample:g1:-:o=12084694567984387157350276254518011462528,False,False
23917009801797680001713498933250871093729,135,1,2,9736079015902615801681494650283062238368,133,12041992467037445859974480225350103294816,-,sample:g1:-:o=12041992467037445859974480225350103294816,False,False
23959711902744621299089294962418779261441,135,1,2,9778781116849557099057290679450970406080,133,11999290366090504562598684196182195127104,-,sample:g1:-:o=11999290366090504562598684196182195127104,False,False
24002414003691562596465090991586687429153,135,1,2,9821483217796498396433086708618878573792,133,11956588265143563265222888167014286959392,-,sample:g1:-:o=11956588265143563265222888167014286959392,False,False
24045116104638503893840887020754595596865,135,1,2,9864185318743439693808882737786786741504,133,11913886164196621967847092137846378791680,-,sample:g1:-:o=11913886164196621967847092137846378791680,False,False
24087818205585445191216683049922503764577,135,1,2,9906887419690380991184678766954694909216,133,11871184063249680670471296108678470623968,-,sample:g1:-:o=11871184063249680670471296108678470623968,False,False
24130520306532386488592479079090411932289,135,1,2,9949589520637322288560474796122603076928,133,11828481962302739373095500079510562456256,-,sample:g1:-:o=11828481962302739373095500079510562456256,False,False
24173222407479327785968275108258320100001,135,1,2,9992291621584263585936270825290511244640,133,11785779861355798075719704050342654288544,-,sample:g1:-:o=11785779861355798075719704050342654288544,False,False
24215924508426269083344071137426228267713,135,1,2,10034993722531204883312066854458419412352,133,11743077760408856778343908021174746120832,-,sample:g1:-:o=11743077760408856778343908021174746120832,False,False
24258626609373210380719867166594136435425,135,1,2,10077695823478146180687862883626327580064,133,11700375659461915480968111992006837953120,-,sample:g1:-:o=11700375659461915480968111992006837953120,False,False
24301328710320151678095663195762044603137,135,1,2,10120397924425087478063658912794235747776,133,11657673558514974183592315962838929785408,-,sample:g1:-:o=11657673558514974183592315962838929785408,False,False
24344030811267092975471459224929952770849,135,1,2,10163100025372028775439454941962143915488,133,11614971457568032886216519933671021617696,-,sample:g1:-:o=11614971457568032886216519933671021617696,False,False
24386732912214034272847255254097860938561,135,1,2,10205802126318970072815250971130052083200,133,11572269356621091588840723904503113449984,-,sample:g1:-:o=11572269356621091588840723904503113449984,False,False
24390494008226397897915678776678264189167,135,1,2,10209563222331333697883674493710455333806,133,11568508260608727963772300381922710199378,-,bridge:(N-GAP) mod LO,False,False
24429435013160975570223051283265769106273,135,1,2,10248504227265911370191047000297960250912,133,11529567255674150291464927875335205282272,-,sample:g1:-:o=11529567255674150291464927875335205282272,False,False
24472137114107916867598847312433677273985,135,1,2,10291206328212852667566843029465868418624,133,11486865154727208994089131846167297114560,-,sample:g1:-:o=11486865154727208994089131846167297114560,False,False
24514839215054858164974643341601585441697,135,1,2,10333908429159793964942639058633776586336,133,11444163053780267696713335816999388946848,-,sample:g1:-:o=11444163053780267696713335816999388946848,False,False
24557541316001799462350439370769493609409,135,1,2,10376610530106735262318435087801684754048,133,11401460952833326399337539787831480779136,-,sample:g1:-:o=11401460952833326399337539787831480779136,False,False
24600243416948740759726235399937401777121,135,1,2,10419312631053676559694231116969592921760,133,11358758851886385101961743758663572611424,-,sample:g1:-:o=11358758851886385101961743758663572611424,False,False
24642945517895682057102031429105309944833,135,1,2,10462014732000617857070027146137501089472,133,11316056750939443804585947729495664443712,-,sample:g1:-:o=11316056750939443804585947729495664443712,False,False
24685647618842623354477827458273218112545,135,1,2,10504716832947559154445823175305409257184,133,11273354649992502507210151700327756276000,-,sample:g1:-:o=11273354649992502507210151700327756276000,False,False
24699657494503720312968419346153855039073,135,1,2,10518726708608656112936415063186046183712,133,11259344774331405548719559812447119349472,-,bridge:cube lift - shelf (d3),False,False
24728349719789564651853623487441126280257,135,1,2,10547418933894500451821619204473317424896,133,11230652549045561209834355671159848108288,-,sample:g1:-:o=11230652549045561209834355671159848108288,False,False
24771051820736505949229419516609034447969,135,1,2,10590121034841441749197415233641225592608,133,11187950448098619912458559641991939940576,-,sample:g1:-:o=11187950448098619912458559641991939940576,False,False
24813753921683447246605215545776942615681,135,1,2,10632823135788383046573211262809133760320,133,11145248347151678615082763612824031772864,-,sample:g1:-:o=11145248347151678615082763612824031772864,False,False
24856456022630388543981011574944850783393,135,1,2,10675525236735324343949007291977041928032,133,11102546246204737317706967583656123605152,-,sample:g1:-:o=11102546246204737317706967583656123605152,False,False
24899158123577329841356807604112758951105,135,1,2,10718227337682265641324803321144950095744,133,11059844145257796020331171554488215437440,-,sample:g1:-:o=11059844145257796020331171554488215437440,False,False
24941860224524271138732603633280667118817,135,1,2,10760929438629206938700599350312858263456,133,11017142044310854722955375525320307269728,-,sample:g1:-:o=11017142044310854722955375525320307269728,False,False
24984562325471212436108399662448575286529,135,1,2,10803631539576148236076395379480766431168,133,10974439943363913425579579496152399102016,-,sample:g1:-:o=10974439943363913425579579496152399102016,False,False
25027264426418153733484195691616483454241,135,1,2,10846333640523089533452191408648674598880,133,10931737842416972128203783466984490934304,-,sample:g1:-:o=10931737842416972128203783466984490934304,False,False
41403520139570141277101972877509265771842,135,1,2,5444517870735015415413993718908291383297,133,16333553612205046246241981156724874149887,-,sample:g1:-:o=16333553612205046246241981156724874149887,False,False
41424871190043611925789870892093219855713,135,1,2,5465868921208486064101891733492245467168,133,16312202561731575597554083142140920066016,-,sample:g1:-:o=16312202561731575597554083142140920066016,False,False
41467573290990553223165666921261128023425,135,1,2,5508571022155427361477687762660153634880,133,16269500460784634300178287112973011898304,-,sample:g1:-:o=16269500460784634300178287112973011898304,False,False
41510275391937494520541462950429036191137,135,1,2,5551273123102368658853483791828061802592,133,16226798359837693002802491083805103730592,-,sample:g1:-:o=16226798359837693002802491083805103730592,False,False
41552977492884435817917258979596944358849,135,1,2,5593975224049309956229279820995969970304,133,16184096258890751705426695054637195562880,-,sample:g1:-:o=16184096258890751705426695054637195562880,False,False
41595679593831377115293055008764852526561,135,1,2,5636677324996251253605075850163878138016,133,16141394157943810408050899025469287395168,-,sample:g1:-:o=16141394157943810408050899025469287395168,False,False
41638381694778318412668851037932760694273,135,1,2,5679379425943192550980871879331786305728,133,16098692056996869110675102996301379227456,-,sample:g1:-:o=16098692056996869110675102996301379227456,False,False
41681083795725259710044647067100668861985,135,1,2,5722081526890133848356667908499694473440,133,16055989956049927813299306967133471059744,-,sample:g1:-:o=16055989956049927813299306967133471059744,False,False
41723785896672201007420443096268577029697,135,1,2,5764783627837075145732463937667602641152,133,16013287855102986515923510937965562892032,-,sample:g1:-:o=16013287855102986515923510937965562892032,False,False
41766487997619142304796239125436485197409,135,1,2,5807485728784016443108259966835510808864,133,15970585754156045218547714908797654724320,-,sample:g1:-:o=15970585754156045218547714908797654724320,False,False
41809190098566083602172035154604393365121,135,1,2,5850187829730957740484055996003418976576,133,15927883653209103921171918879629746556608,-,sample:g1:-:o=15927883653209103921171918879629746556608,False,False
41851892199513024899547831183772301532833,135,1,2,5892889930677899037859852025171327144288,133,15885181552262162623796122850461838388896,-,sample:g1:-:o=15885181552262162623796122850461838388896,False,False
41894594300459966196923627212940209700545,135,1,2,5935592031624840335235648054339235312000,133,15842479451315221326420326821293930221184,-,sample:g1:-:o=15842479451315221326420326821293930221184,False,False
41937296401406907494299423242108117868257,135,1,2,5978294132571781632611444083507143479712,133,15799777350368280029044530792126022053472,-,sample:g1:-:o=15799777350368280029044530792126022053472,False,False
41979998502353848791675219271276026035969,135,1,2,6020996233518722929987240112675051647424,133,15757075249421338731668734762958113885760,-,sample:g1:-:o=15757075249421338731668734762958113885760,False,False
42022700603300790089051015300443934203681,135,1,2,6063698334465664227363036141842959815136,133,15714373148474397434292938733790205718048,-,sample:g1:-:o=15714373148474397434292938733790205718048,False,False
42065402704247731386426811329611842371393,135,1,2,6106400435412605524738832171010867982848,133,15671671047527456136917142704622297550336,-,sample:g1:-:o=15671671047527456136917142704622297550336,False,False
42108104805194672683802607358779750539105,135,1,2,6149102536359546822114628200178776150560,133,15628968946580514839541346675454389382624,-,sample:g1:-:o=15628968946580514839541346675454389382624,False,False
42150806906141613981178403387947658706817,135,1,2,6191804637306488119490424229346684318272,133,15586266845633573542165550646286481214912,-,sample:g1:-:o=15586266845633573542165550646286481214912,False,False
42193509007088555278554199417115566874529,135,1,2,6234506738253429416866220258514592485984,133,15543564744686632244789754617118573047200,-,sample:g1:-:o=15543564744686632244789754617118573047200,False,False
42236211108035496575929995446283475042241,135,1,2,6277208839200370714242016287682500653696,133,15500862643739690947413958587950664879488,-,sample:g1:-:o=15500862643739690947413958587950664879488,False,False
42278913208982437873305791475451383209953,135,1,2,6319910940147312011617812316850408821408,133,15458160542792749650038162558782756711776,-,sample:g1:-:o=15458160542792749650038162558782756711776,False,False
42321615309929379170681587504619291377665,135,1,2,6362613041094253308993608346018316989120,133,15415458441845808352662366529614848544064,-,sample:g1:-:o=15415458441845808352662366529614848544064,False,False
42364317410876320468057383533787199545377,135,1,2,6405315142041194606369404375186225156832,133,15372756340898867055286570500446940376352,-,sample:g1:-:o=15372756340898867055286570500446940376352,False,False
42407019511823261765433179562955107713089,135,1,2,6448017242988135903745200404354133324544,133,15330054239951925757910774471279032208640,-,sample:g1:-:o=15330054239951925757910774471279032208640,False,False
42449721612770203062808975592123015880801,135,1,2,6490719343935077201120996433522041492256,133,15287352139004984460534978442111124040928,-,sample:g1:-:o=15287352139004984460534978442111124040928,False,False
42492423713717144360184771621290924048513,135,1,2,6533421444882018498496792462689949659968,133,15244650038058043163159182412943215873216,-,sample:g1:-:o=15244650038058043163159182412943215873216,False,False
42535125814664085657560567650458832216225,135,1,2,6576123545828959795872588491857857827680,133,15201947937111101865783386383775307705504,-,sample:g1:-:o=15201947937111101865783386383775307705504,False,False
42577827915611026954936363679626740383937,135,1,2,6618825646775901093248384521025765995392,133,15159245836164160568407590354607399537792,-,sample:g1:-:o=15159245836164160568407590354607399537792,False,False
42620530016557968252312159708794648551649,135,1,2,6661527747722842390624180550193674163104,133,15116543735217219271031794325439491370080,-,sample:g1:-:o=15116543735217219271031794325439491370080,False,False
42663232117504909549687955737962556719361,135,1,2,6704229848669783687999976579361582330816,133,15073841634270277973655998296271583202368,-,sample:g1:-:o=15073841634270277973655998296271583202368,False,False
42705934218451850847063751767130464887073,135,1,2,6746931949616724985375772608529490498528,133,15031139533323336676280202267103675034656,-,sample:g1:-:o=15031139533323336676280202267103675034656,False,False
42748636319398792144439547796298373054785,135,1,2,6789634050563666282751568637697398666240,133,14988437432376395378904406237935766866944,-,sample:g1:-:o=14988437432376395378904406237935766866944,False,False
42791338420345733441815343825466281222497,135,1,2,6832336151510607580127364666865306833952,133,14945735331429454081528610208767858699232,-,sample:g1:-:o=14945735331429454081528610208767858699232,False,False
42834040521292674739191139854634189390209,135,1,2,6875038252457548877503160696033215001664,133,14903033230482512784152814179599950531520,-,sample:g1:-:o=14903033230482512784152814179599950531520,False,False
42876742622239616036566935883802097557921,135,1,2,6917740353404490174878956725201123169376,133,14860331129535571486777018150432042363808,-,sample:g1:-:o=14860331129535571486777018150432042363808,False,False
42919444723186557333942731912970005725633,135,1,2,6960442454351431472254752754369031337088,133,14817629028588630189401222121264134196096,-,sample:g1:-:o=14817629028588630189401222121264134196096,False,False
42962146824133498631318527942137913893345,135,1,2,7003144555298372769630548783536939504800,133,14774926927641688892025426092096226028384,-,sample:g1:-:o=14774926927641688892025426092096226028384,False,False
43004848925080439928694323971305822061057,135,1,2,7045846656245314067006344812704847672512,133,14732224826694747594649630062928317860672,-,sample:g1:-:o=14732224826694747594649630062928317860672,False,False
43047551026027381226070120000473730228769,135,1,2,7088548757192255364382140841872755840224,133,14689522725747806297273834033760409692960,-,sample:g1:-:o=14689522725747806297273834033760409692960,False,False
43090253126974322523445916029641638396481,135,1,2,7131250858139196661757936871040664007936,133,14646820624800864999898038004592501525248,-,sample:g1:-:o=14646820624800864999898038004592501525248,False,False
43132955227921263820821712058809546564193,135,1,2,7173952959086137959133732900208572175648,133,14604118523853923702522241975424593357536,-,sample:g1:-:o=14604118523853923702522241975424593357536,False,False
43175657328868205118197508087977454731905,135,1,2,7216655060033079256509528929376480343360,133,14561416422906982405146445946256685189824,-,sample:g1:-:o=14561416422906982405146445946256685189824,False,False
43218359429815146415573304117145362899617,135,1,2,7259357160980020553885324958544388511072,133,14518714321960041107770649917088777022112,-,sample:g1:-:o=14518714321960041107770649917088777022112,False,False
43261061530762087712949100146313271067329,135,1,2,7302059261926961851261120987712296678784,133,14476012221013099810394853887920868854400,-,sample:g1:-:o=14476012221013099810394853887920868854400,False,False
43303763631709029010324896175481179235041,135,1,2,7344761362873903148636917016880204846496,133,14433310120066158513019057858752960686688,-,sample:g1:-:o=14433310120066158513019057858752960686688,False,False
43346465732655970307700692204649087402753,135,1,2,7387463463820844446012713046048113014208,133,14390608019119217215643261829585052518976,-,sample:g1:-:o=14390608019119217215643261829585052518976,False,False
43389167833602911605076488233816995570465,135,1,2,7430165564767785743388509075216021181920,133,14347905918172275918267465800417144351264,-,sample:g1:-:o=14347905918172275918267465800417144351264,False,False
43431869934549852902452284262984903738177,135,1,2,7472867665714727040764305104383929349632,133,14305203817225334620891669771249236183552,-,sample:g1:-:o=14305203817225334620891669771249236183552,False,False
43474572035496794199828080292152811905889,135,1,2,7515569766661668338140101133551837517344,133,14262501716278393323515873742081328015840,-,sample:g1:-:o=14262501716278393323515873742081328015840,False,False
43517274136443735497203876321320720073601,135,1,2,7558271867608609635515897162719745685056,133,14219799615331452026140077712913419848128,-,sample:g1:-:o=14219799615331452026140077712913419848128,False,False
38691936729439368893738925025347097122145,135,1,3,2732934460604243032050945866746122733600,132,19045137022335818629605029008887042799584,-,sample:g1:-:o=19045137022335818629605029008887042799584,False,False
38734638830386310191114721054515005289857,135,1,3,2775636561551184329426741895914030901312,132,19002434921388877332229232979719134631872,-,sample:g1:-:o=19002434921388877332229232979719134631872,False,False
38777340931333251488490517083682913457569,135,1,3,2818338662498125626802537925081939069024,132,18959732820441936034853436950551226464160,-,sample:g1:-:o=18959732820441936034853436950551226464160,False,False
38820043032280192785866313112850821625281,135,1,3,2861040763445066924178333954249847236736,132,18917030719494994737477640921383318296448,-,sample:g1:-:o=18917030719494994737477640921383318296448,False,False
38862745133227134083242109142018729792993,135,1,3,2903742864392008221554129983417755404448,132,18874328618548053440101844892215410128736,-,sample:g1:-:o=18874328618548053440101844892215410128736,False,False
38905447234174075380617905171186637960705,135,1,3,2946444965338949518929926012585663572160,132,18831626517601112142726048863047501961024,-,sample:g1:-:o=18831626517601112142726048863047501961024,False,False
38948149335121016677993701200354546128417,135,1,3,2989147066285890816305722041753571739872,132,18788924416654170845350252833879593793312,-,sample:g1:-:o=18788924416654170845350252833879593793312,False,False
38990851436067957975369497229522454296129,135,1,3,3031849167232832113681518070921479907584,132,18746222315707229547974456804711685625600,-,sample:g1:-:o=18746222315707229547974456804711685625600,False,False
39033553537014899272745293258690362463841,135,1,3,3074551268179773411057314100089388075296,132,18703520214760288250598660775543777457888,-,sample:g1:-:o=18703520214760288250598660775543777457888,False,False
39076255637961840570121089287858270631553,135,1,3,3117253369126714708433110129257296243008,132,18660818113813346953222864746375869290176,-,sample:g1:-:o=18660818113813346953222864746375869290176,False,False
39118957738908781867496885317026178799265,135,1,3,3159955470073656005808906158425204410720,132,18618116012866405655847068717207961122464,-,sample:g1:-:o=18618116012866405655847068717207961122464,False,False
39161659839855723164872681346194086966977,135,1,3,3202657571020597303184702187593112578432,132,18575413911919464358471272688040052954752,-,sample:g1:-:o=18575413911919464358471272688040052954752,False,False
39204361940802664462248477375361995134689,135,1,3,3245359671967538600560498216761020746144,132,18532711810972523061095476658872144787040,-,sample:g1:-:o=18532711810972523061095476658872144787040,False,False
39247064041749605759624273404529903302401,135,1,3,3288061772914479897936294245928928913856,132,18490009710025581763719680629704236619328,-,sample:g1:-:o=18490009710025581763719680629704236619328,False,False
39289766142696547057000069433697811470113,135,1,3,3330763873861421195312090275096837081568,132,18447307609078640466343884600536328451616,-,sample:g1:-:o=18447307609078640466343884600536328451616,False,False
39332468243643488354375865462865719637825,135,1,3,3373465974808362492687886304264745249280,132,18404605508131699168968088571368420283904,-,sample:g1:-:o=18404605508131699168968088571368420283904,False,False
39375170344590429651751661492033627805537,135,1,3,3416168075755303790063682333432653416992,132,18361903407184757871592292542200512116192,-,sample:g1:-:o=18361903407184757871592292542200512116192,False,False
39417872445537370949127457521201535973249,135,1,3,3458870176702245087439478362600561584704,132,18319201306237816574216496513032603948480,-,sample:g1:-:o=18319201306237816574216496513032603948480,False,False
39460574546484312246503253550369444140961,135,1,3,3501572277649186384815274391768469752416,132,18276499205290875276840700483864695780768,-,sample:g1:-:o=18276499205290875276840700483864695780768,False,False
39503276647431253543879049579537352308673,135,1,3,3544274378596127682191070420936377920128,132,18233797104343933979464904454696787613056,-,sample:g1:-:o=18233797104343933979464904454696787613056,False,False
39545978748378194841254845608705260476385,135,1,3,3586976479543068979566866450104286087840,132,18191095003396992682089108425528879445344,-,sample:g1:-:o=18191095003396992682089108425528879445344,False,False
39588680849325136138630641637873168644097,135,1,3,3629678580490010276942662479272194255552,132,18148392902450051384713312396360971277632,-,sample:g1:-:o=18148392902450051384713312396360971277632,False,False
39631382950272077436006437667041076811809,135,1,3,3672380681436951574318458508440102423264,132,18105690801503110087337516367193063109920,-,sample:g1:-:o=18105690801503110087337516367193063109920,False,False
39674085051219018733382233696208984979521,135,1,3,3715082782383892871694254537608010590976,132,18062988700556168789961720338025154942208,-,sample:g1:-:o=18062988700556168789961720338025154942208,False,False
39716787152165960030758029725376893147233,135,1,3,3757784883330834169070050566775918758688,132,18020286599609227492585924308857246774496,-,sample:g1:-:o=18020286599609227492585924308857246774496,False,False
39759489253112901328133825754544801314945,135,1,3,3800486984277775466445846595943826926400,132,17977584498662286195210128279689338606784,-,sample:g1:-:o=17977584498662286195210128279689338606784,False,False
39802191354059842625509621783712709482657,135,1,3,3843189085224716763821642625111735094112,132,17934882397715344897834332250521430439072,-,sample:g1:-:o=17934882397715344897834332250521430439072,False,False
39844893455006783922885417812880617650369,135,1,3,3885891186171658061197438654279643261824,132,17892180296768403600458536221353522271360,-,sample:g1:-:o=17892180296768403600458536221353522271360,False,False
39887595555953725220261213842048525818081,135,1,3,3928593287118599358573234683447551429536,132,17849478195821462303082740192185614103648,-,sample:g1:-:o=17849478195821462303082740192185614103648,False,False
39930297656900666517637009871216433985793,135,1,3,3971295388065540655949030712615459597248,132,17806776094874521005706944163017705935936,-,sample:g1:-:o=17806776094874521005706944163017705935936,False,False
39972999757847607815012805900384342153505,135,1,3,4013997489012481953324826741783367764960,132,17764073993927579708331148133849797768224,-,sample:g1:-:o=17764073993927579708331148133849797768224,False,False
40015701858794549112388601929552250321217,135,1,3,4056699589959423250700622770951275932672,132,17721371892980638410955352104681889600512,-,sample:g1:-:o=17721371892980638410955352104681889600512,False,False
40058403959741490409764397958720158488929,135,1,3,4099401690906364548076418800119184100384,132,17678669792033697113579556075513981432800,-,sample:g1:-:o=17678669792033697113579556075513981432800,False,False
