n,d,d_hex,offset_bits,gap_bits,row,ec_hit,source
140,752132097379870571976628040087442595024084,000000000000000000000000000008a2514cd90dce7137f3be97d841be248cd4,135,134,1,False,align:d_cube_lift3 (1x cube on shelf3) + (cube lift - shelf (d3))
140,1377229816205268378539319769086036977241032,00000000000000000000000000000fcf508e5550e4420104c9a1fc0e2e39cbc8,139,134,1,False,align:d_cube_lift3 (1x cube on shelf3) + (cube lift - shelf (dy))
140,1356828397111209902830411503015185072521216,00000000000000000000000000000f935c3bf06b938d233bec6a876d452c0000,139,134,1,False,align:d_cube_lift3 (1x cube on shelf3) + (matrix t1 col2-col1)
140,963763044939692266167726898500068633811288,00000000000000000000000000000b103ebac11af2fbb0b5cf81f64b678d1958,138,134,1,False,align:d_cube_lift3 (1x cube on shelf3) + (matrix t2 col2-col1)
140,1179325405041487238782136406746612333626049,00000000000000000000000000000d89b9d32cb29fd63b9d9c52d8b1cd9d42c1,139,134,1,False,align:matrix track0 col2 + (L2-L1 mod LO)
140,977344572361324640526372355536188760394924,00000000000000000000000000000b382855ca1cc175aeb5a7060cbab5ec0cac,138,134,1,False,align:matrix track0 col2 + (L3-L2 mod LO)
140,994947723376279693971089846088108636251500,00000000000000000000000000000b6be3795ae326499e9bc3e8dec13396256c,138,134,1,False,align:matrix track0 col2 + (L3-L1 mod LO)
140,987058881971225312165388091090292186317390,00000000000000000000000000000b54b491c4242b9e908808e33c246cf0824e,138,134,1,False,align:matrix track0 col2 + (dy_mod mod LO)
140,1178892984654921579125283985880217365480450,00000000000000000000000000000d88748209994f1edbd95c25373e9dd38402,139,134,1,False,align:matrix track0 col2 + (d2_mod mod LO)
140,994515302989714034314237425221713668105901,00000000000000000000000000000b6a9e2837c9d5923ed783bb3d4e03cc66ad,138,134,1,False,align:matrix track0 col2 + (d3_mod mod LO)
140,1026478693823844520468497791588705315285334,00000000000000000000000000000bc88cbd5eff5b5ffc02f113b0c0622b6956,138,134,1,False,align:matrix track0 col2 + (dy residue (shelf_y^3 mod LO))
140,1105735683471017409227646592741793711918785,00000000000000000000000000000cb177125661ef82e14160e18e1d88f20ec1,139,134,1,False,align:matrix track0 col2 + (d3 residue (shelf3^3 mod LO))
140,1161722254026532185337418916194692457769474,00000000000000000000000000000d55feaf9bec3b024bb77f7006ab4ff32a02,139,134,1,False,align:matrix track0 col2 + (C_plus1 - C_floor)
140,1161722254026532185337418916194692457769472,00000000000000000000000000000d55feaf9bec3b024bb77f7006ab4ff32a00,139,134,1,False,align:matrix track0 col2 + (C_minus1 - C_floor)
140,969888151342835918377523021404767278606413,00000000000000000000000000000b223ebf5677178200662c2e0b911f10284d,138,134,1,False,align:matrix track0 col2 + (shelf_y - shelf2)
140,1144119103011577131892701425642772581912897,00000000000000000000000000000d22438c0b25d62e5bd1628d34a4d2491141,139,134,1,False,align:matrix track0 col2 + ((N-GAP) mod LO)
140,1272942634507835560250828083714772501582357,00000000000000000000000000000e9cd799ba8454f2ee215c96577ad518d215,139,134,1,False,align:matrix track0 col2 + (cube lift - shelf (d3))
140,1201142065879151393640528616693105586737417,00000000000000000000000000000dc9d6db36c76ac3b73267a07b47452e1109,139,134,1,False,align:matrix track0 col2 + (cube lift - shelf (dy))
140,1298404442918681426466350392359562639918593,00000000000000000000000000000ee7aaefa77d0886afff97dc21b82f594601,139,134,1,False,align:matrix track0 col2 + (matrix t0 col2-col1)
140,1180740646785092917931620350622253682017601,00000000000000000000000000000d8de288d1e21a0ed9698a6906a65c204541,139,134,1,False,align:matrix track0 col2 + (matrix t1 col2-col1)
140,1374431548126164956275128993567104948377792,00000000000000000000000000000fc7175f8131f8611322094d5973c2d618c0,139,134,1,False,align:matrix track1 col2 + (L2-L1 mod LO)
140,1172450715446002358019364942356681375146667,00000000000000000000000000000d7585e21e9c1a00863a14008d7cab24e2ab,139,134,1,False,align:matrix track1 col2 + (L3-L2 mod LO)
140,1190053866460957411464082432908601251003243,00000000000000000000000000000da94105af627ed4762030e35f8328cefb6b,139,134,1,False,align:matrix track1 col2 + (L3-L1 mod LO)
140,1182165025055903029658380677910784801069133,00000000000000000000000000000d92121e18a38429680c75ddbce66229584d,139,134,1,False,align:matrix track1 col2 + (dy_mod mod LO)
140,1373999127739599296618276572700709980232193,00000000000000000000000000000fc5d20e5e18a7a9b35dc91fb800930c5a01,139,134,1,False,align:matrix track1 col2 + (d2_mod mod LO)
140,1189621446074391751807230012042206282857644,00000000000000000000000000000da7fbb48c492e1d165bf0b5be0ff9053cac,139,134,1,False,align:matrix track1 col2 + (d3_mod mod LO)
140,1221584836908522237961490378409197930037077,00000000000000000000000000000e05ea49b37eb3ead3875e0e318257643f55,139,134,1,False,align:matrix track1 col2 + (dy residue (shelf_y^3 mod LO))
140,988071887337428900692916551004484754017793,00000000000000000000000000000b57aeab80c7010b0aab536e730bb5b90e01,138,134,1,False,align:matrix track1 col2 + (d2 residue (shelf2^3 mod LO))
140,1300841826555695126720639179562286326670528,00000000000000000000000000000eeed49eaae1480db8c5cddc0edf7e2ae4c0,139,134,1,False,align:matrix track1 col2 + (d3 residue (shelf3^3 mod LO))
140,1356828397111209902830411503015185072521217,00000000000000000000000000000f935c3bf06b938d233bec6a876d452c0001,139,134,1,False,align:matrix track1 col2 + (C_plus1 - C_floor)
140,1356828397111209902830411503015185072521215,00000000000000000000000000000f935c3bf06b938d233bec6a876d452bffff,139,134,1,False,align:matrix track1 col2 + (C_minus1 - C_floor)
140,1164994294427513635870515608225259893358156,00000000000000000000000000000d5f9c4baaf6700cd7ea99288c531448fe4c,139,134,1,False,align:matrix track1 col2 + (shelf_y - shelf2)
140,1339225246096254849385694012463265196664640,00000000000000000000000000000f5fa1185fa52eb93355cf87b566c781e740,139,134,1,False,align:matrix track1 col2 + ((N-GAP) mod LO)
140,970901156709039506905051481318959846306816,00000000000000000000000000000b2538d91319ecee7a8976b9427867d8b400,138,134,1,False,align:matrix track1 col2 + (cube lift - shelf (d2))
140,699349921509747137960530007493336904427272,0000000000000000000000000000080734678b46c34e8eb6d49afc093a66e708,139,134,1,False,align:matrix track1 col2 + (cube lift - shelf (dy))
140,1375846789869770635424612937442746296769344,00000000000000000000000000000fcb401526617299b0edf763876851591b40,139,134,1,False,align:matrix track1 col2 + (matrix t1 col2-col1)
140,982781437698252998761928332927629858059416,00000000000000000000000000000b482293f710d2083e67da7af64673ba3498,138,134,1,False,align:matrix track1 col2 + (matrix t2 col2-col1)
140,1276156165720431334921778757986455327496213,00000000000000000000000000000ea6493153d98531a0318e867c1b8fe25815,139,134,1,False,align:matrix track2 col1 + (L2-L1 mod LO)
140,1074175333040268736666014706776031754265088,00000000000000000000000000000c54b7b3f143a6d113499939b02478312200,139,134,1,False,align:matrix track2 col1 + (L3-L2 mod LO)
140,1091778484055223790110732197327951630121664,00000000000000000000000000000c8872d7820a0ba5032fb61c822af5db3ac0,139,134,1,False,align:matrix track2 col1 + (L3-L1 mod LO)
140,1123309454502788616608140142828548309155498,00000000000000000000000000000ce51c1b862640bb6096e347542a24707eaa,139,134,1,False,align:matrix track2 col1 + (dy residue (shelf_y^3 mod LO))
140,1258553014705476281477061267434535451639638,00000000000000000000000000000e728e0dc313205db04b71a3aa1512383f56,139,134,1,False,align:matrix track2 col1 + (C_plus1 - C_floor)
140,1258553014705476281477061267434535451639636,00000000000000000000000000000e728e0dc313205db04b71a3aa1512383f54,139,134,1,False,align:matrix track2 col1 + (C_minus1 - C_floor)
140,1066718912021780014517165372644610272476577,00000000000000000000000000000c3ece1d7d9dfcdd64fa1e61aefae1553da1,139,134,1,False,align:matrix track2 col1 + (shelf_y - shelf2)
140,1240949863690521228032343776882615575783061,00000000000000000000000000000e3ed2ea324cbb89c06554c0d80e948e2695,139,134,1,False,align:matrix track2 col1 + ((N-GAP) mod LO)
140,1369773395186779656390470434954615495452521,00000000000000000000000000000fb966f7e1ab3a4e52b54ec9fae4975de769,139,134,1,False,align:matrix track2 col1 + (cube lift - shelf (d3))
140,1297972826558095489780170967932948580607581,00000000000000000000000000000ee666395dee501f1bc659d41eb10773265d,139,134,1,False,align:matrix track2 col1 + (cube lift - shelf (dy))
140,698336916143543549433001547579144336726869,000000000000000000000000000008043a4dcea3ede214938a0fc521f19e5b55,139,134,1,False,align:matrix track2 col1 + (matrix t0 col2-col1)
140,1277571407464037014071262701862096675887765,00000000000000000000000000000eaa71e6f908ff6a3dfd7c9caa101e655a95,139,134,1,False,align:matrix track2 col1 + (matrix t1 col2-col1)
140,902109206307474430853295587898900113034413,00000000000000000000000000000a5b0f895a7ec3acbb5d7c96eaf4be708cad,138,134,1,False,align:matrix track2 col2 + (L2-L1 mod LO)
140,700128373627311832597531536688476539803288,000000000000000000000000000008097e0bf7e8e54c2e75874a1efda6bf5698,139,134,1,False,align:matrix track2 col2 + (L3-L2 mod LO)
140,709842683237212504236547272242579965725754,000000000000000000000000000008260a47f1f04f751047e9274e675dc3cc3a,139,134,1,False,align:matrix track2 col2 + (dy_mod mod LO)
140,901676785920908771196443167032505144888814,00000000000000000000000000000a59ca38376572f55b993c6949818ea6cdee,138,134,1,False,align:matrix track2 col2 + (d2_mod mod LO)
140,749262495089831712539656972740993094693698,00000000000000000000000000000899e2738ccb7f367bc2d157c30352feb342,135,134,1,False,align:matrix track2 col2 + (dy residue (shelf_y^3 mod LO))
140,1212647832972820348444074341356541215736302,00000000000000000000000000000deba6d55a13cc56b2e6c6b8048cb15381ee,139,134,1,False,align:matrix track2 col2 + (d2 residue (shelf2^3 mod LO))
140,1389570240062905083621673398577316355076665,00000000000000000000000000000ff3947584433b5880260c721dd40fe37239,139,134,1,False,align:matrix track2 col2 + (shelf_y - shelf2)
140,1195477102344430954656209271671016308025325,00000000000000000000000000000db93102ec66b83a22c4ea02d3f9637327ed,139,134,1,False,align:matrix track2 col2 + (cube lift - shelf (d2))
140,995726435773822752321987264867060280990721,00000000000000000000000000000b6e2d4fe85078c96de13cda69bdc5ec1c01,138,134,1,False,align:matrix track2 col2 + (cube lift - shelf (d3))
140,923925867145138585711687797845393366145781,00000000000000000000000000000a9b2c9164938e9a36f247e48d8a36015af5,138,134,1,False,align:matrix track2 col2 + (cube lift - shelf (dy))
140,1021188244184668618537509573511850419326957,00000000000000000000000000000bb900a5d5492c5d2fbf782033fb202c8fed,138,134,1,False,align:matrix track2 col2 + (matrix t0 col2-col1)
140,903524448051080110002779531774541461425965,00000000000000000000000000000a5f383effae3de559296aad18e94cf38f2d,138,134,1,False,align:matrix track2 col2 + (matrix t1 col2-col1)
140,1207357383333644446513086123279686319777925,00000000000000000000000000000ddc1abdd05d9d53e6a34dc487c76f54a885,139,134,1,False,align:matrix track2 col2 + (matrix t2 col2-col1)
140,898446699747678911771902826364289902147414,00000000000000000000000000000a504c2c3f7c8da92d23b51f2a83e7e77756,138,134,1,False,shelf2-(L3-L2 mod LO)
140,888732390137778240132887090810186476224948,00000000000000000000000000000a33bff0457523804b515341fb1a30e301b4,138,134,1,False,shelf2-(dy_mod mod LO)
140,696898287454081973172991196020261297061888,0000000000000000000000000000080000000000000000000000000000000000,139,134,1,False,shelf2-(d2_mod mod LO)
140,1082825527856252369098351217716486523276288,00000000000000000000000000000c6e2362dd51a69ea8b275b144f4dd534c00,139,134,1,False,shelf2-(d2 residue (shelf2^3 mod LO))
140,905903120766167633920752160495711383935925,00000000000000000000000000000a6635c2b322379cdb732ff72bad7ec35bb5,138,134,1,False,shelf2-(shelf_y - shelf2)
140,1099996258484641762886216287402011430987265,00000000000000000000000000000ca099354afebabb38d4526675882b33a601,139,134,1,False,shelf2-(cube lift - shelf (d2))
140,1371547493683934131830737761227634372866809,00000000000000000000000000000fbe9da6d2d1e45b24a6f484bbf758a572f9,139,134,1,False,shelf2-(cube lift - shelf (dy))
140,1391948912777992607539646027298486277586625,00000000000000000000000000000ffa91f937b73510026fd1bc309841b33ec1,139,134,1,False,shelf2-(matrix t1 col2-col1)
140,1088115977495428271029339435793341419234665,00000000000000000000000000000c7daf7a6707d5a174f5eea4c1ba1f522569,139,134,1,False,shelf2-(matrix t2 col2-col1)
145,36919982152557951740033039605068116693866736,0000000000000000000000000001a7d2137d62a773dbe8f768af10c3bf4fd8f0,143,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (L2-L1 mod LO)
145,44217952076571102954655990846117981000464357,0000000000000000000000000001fb98e1d65ff32f1407626b45a81b39b277e5,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (L3-L2 mod LO)
145,29226825355054144112368933239679497088427101,00000000000000000000000000014f81eb951146e901fbde1f9d307d195a645d,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (L3-L1 mod LO)
145,35537972925086798090455265742402040070036511,000000000000000000000000000197f4b74decbc7c1dfcaef76cbdd915ca5c1f,143,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (dy_mod mod LO)
145,29226392934667578452712080818813102120281502,00000000000000000000000000014f80a643ee2d984a9c19df6f8f09e990a59e,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (d3_mod mod LO)
145,24696043109264450270027711118035706481441455,00000000000000000000000000011b7f25dd3377c35f7218222f07e1833f7aaf,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (dy residue (shelf_y^3 mod LO))
145,42761762158115828218963113613589916488518264,0000000000000000000000000001eae1864d820dc0ecc179e5c89548c3134a78,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (d2 residue (shelf2^3 mod LO))
145,34928015594090281958410218073216697836588752,000000000000000000000000000190f43669117ad1f97b7cfc98b1af9f954ed0,142,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (d3 residue (shelf3^3 mod LO))
145,29610363675544287440784378938858239099923575,000000000000000000000000000153e909beb153b9edf47bb4578861dfa7ec77,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (C_minus1 - C_floor)
145,44217519656184537294999138425251586032318758,0000000000000000000000000001fb979c853cd9de5ca79e2b1806a809e8b926,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (shelf3 - shelf2)
145,28228354448073133791206605076192162476093351,0000000000000000000000000001440bad8f3b68c23008334315357736226fa7,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (shelf_y - shelf2)
145,44601057976674680623414584124430328043815233,0000000000000000000000000001fffebaaedce6af48a03bbfd25e8cd0364141,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + ((N-GAP) mod LO)
145,35452143681102163919714452947380038894575104,000000000000000000000000000196f87c8ed0ba06feccfe31710ce6e36b5e00,143,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (cube lift - shelf (d2))
145,35311986334966990946482516193261834816230826,0000000000000000000000000001955c99e3d4a0f39cd3ded180ab0795ac95aa,143,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (cube lift - shelf (d3))
145,41069179058252562761892542587140267017308936,0000000000000000000000000001d773784df80f012f69e4df19d26a4d1d0b08,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (cube lift - shelf (dy))
145,34321810966131595320508774613617125850123896,000000000000000000000000000189febcbc86f05215bb05d3f5bdab743c8e78,142,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (matrix t0 col2-col1)
145,22603121879494377525320606690613378836230176,000000000000000000000000000103789aee6f6cad8dce3add7b96445e627020,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (matrix t1 col2-col1)
145,43443428473831349523311379178038303448740392,0000000000000000000000000001f2b4c30a75ae0b50cdcd841a03df01e5b228,144,143,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (matrix t2 col2-col1)
145,36524362858680729667335032059862966426879123,0000000000000000000000000001a347749ceb795382ba84e206266163f34493,143,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (L3-L2 mod LO)
145,43833981335694393966583692726072844020822283,0000000000000000000000000001f7307e5b9ccd0d70af00965daec3439b310b,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (L3-L1 mod LO)
145,27844383707196424803134306956147025496451277,00000000000000000000000000013fa34a147842a08cafd16e2d3c1f400b28cd,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (dy_mod mod LO)
145,43833548915307828306926840305206449052676684,0000000000000000000000000001f72f390a79b3bcb94f3c56300d5013d1724c,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (d3_mod mod LO)
145,39303199089904700124242470604429053413836637,0000000000000000000000000001c32db8a3befde7ce253a98ef8627ad80475d,143,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (dy residue (shelf_y^3 mod LO))
145,35068172940225454931642154827334901914933030,0000000000000000000000000001929019140d93e55b749c5c89138eed541726,142,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (d2 residue (shelf2^3 mod LO))
145,27234426376199908671089259286961683263003518,000000000000000000000000000138a2c92f9d00f6682e9f73592ff5c9d61b7e,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (d3 residue (shelf3^3 mod LO))
145,44217519656184537294999138425251586032318759,0000000000000000000000000001fb979c853cd9de5ca79e2b1806a809e8b927,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (C_plus1 - C_floor)
145,44217519656184537294999138425251586032318757,0000000000000000000000000001fb979c853cd9de5ca79e2b1806a809e8b925,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (C_minus1 - C_floor)
145,36523930438294164007678179638996571458733524,0000000000000000000000000001a3462f4bc86002cb5ac0a1d884ee342985d4,143,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (shelf3 - shelf2)
145,42835510428713383645421364562585509408488533,0000000000000000000000000001ebba4055c6eee69ebb55b9d5b3bd60633c55,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (shelf_y - shelf2)
145,36907468758784307336093625338175313470229999,0000000000000000000000000001a7ad4d75686cd3b7535e3692dcd2fa770def,143,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + ((N-GAP) mod LO)
145,27758554463211790632393494161125024320989870,00000000000000000000000000013ea70f555c402b6d8020a8318b2d0dac2aae,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (cube lift - shelf (d2))
145,27618397117076617659161557407006820242645592,00000000000000000000000000013d0b2caa6027180b87014841294dbfed6258,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (cube lift - shelf (d3))
145,33375589840362189474571583800885252443723702,00000000000000000000000000017f220b148395259e1d0755da50b0775dd7b6,142,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (cube lift - shelf (dy))
145,26628221748241222033187815827362111276538662,000000000000000000000000000131ad4f83127676846e284ab63bf19e7d5b26,144,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (matrix t0 col2-col1)
145,37210277860134627379535366177006725768625358,0000000000000000000000000001ab272db4faf2d1fc815d543c148a88a33cce,143,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (matrix t1 col2-col1)
145,35749839255940976235990420391783288875155158,00000000000000000000000000019a6355d101342fbf80effada82252c267ed6,143,143,1,False,align:shelf3 (LO+(L3-L1 mod LO)) + (matrix t2 col2-col1)
145,42835942849099949305078216983451904376634132,0000000000000000000000000001ebbb85a6ea0837561b19fa035530902cfb14,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (L3-L2 mod LO)
145,27844816127582990462791159377013420464596876,00000000000000000000000000013fa48f659b5bf1440f95ae5add926fd4e78c,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (L3-L1 mod LO)
145,34155963697615644440877491879735963446206286,000000000000000000000000000188175b1e76d184601066862a6aee6c44df4e,142,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (dy_mod mod LO)
145,23314033881793296620449937255369629857611230,00000000000000000000000000010ba1c9adbd8ccba185cfb0ecb4f6d9b9fdde,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (dy residue (shelf_y^3 mod LO))
145,41379752930644674569385339750923839864688039,0000000000000000000000000001db042a1e0c22c92ed5317486425e198dcda7,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (d2 residue (shelf2^3 mod LO))
145,33546006366619128308832444210550621212758527,00000000000000000000000000018116da399b8fda3b8f348b565ec4f60fd1ff,142,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (d3 residue (shelf3^3 mod LO))
145,28228354448073133791206605076192162476093352,0000000000000000000000000001440bad8f3b68c23008334315357736226fa8,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (C_plus1 - C_floor)
145,28228354448073133791206605076192162476093350,0000000000000000000000000001440bad8f3b68c23008334315357736226fa6,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (C_minus1 - C_floor)
145,26846345220601980141628831213526085852263126,0000000000000000000000000001342e515fc57dca721bead1d2e28c8c9cf2d6,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (shelf_y - shelf2)
145,43219048749203526973836810261764251419985008,0000000000000000000000000001f0215e7f66fbb78ab3f34e900ba226b0c470,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + ((N-GAP) mod LO)
145,34070134453631010270136679084713962270744879,0000000000000000000000000001871b205f5acf0f40e0b5c02eb9fc39e5e12f,142,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (cube lift - shelf (d2))
145,33929977107495837296904742330595758192400601,0000000000000000000000000001857f3db45eb5fbdee796603e581cec2718d9,142,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (cube lift - shelf (d3))
145,39687169830781409112314768724474190393478711,0000000000000000000000000001c7961c1e822409717d9c6dd77f7fa3978e37,143,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (cube lift - shelf (dy))
145,32939801738660441670931000750951049226293671,00000000000000000000000000017a21608d11055a57cebd62b36ac0cab711a7,142,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (matrix t0 col2-col1)
145,43521857850553847017278551100595663718380367,0000000000000000000000000001f39b3ebef981b5cfe1f26c394359b4dcf34f,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (matrix t1 col2-col1)
145,42061419246360195873733605315372226824910167,0000000000000000000000000001e2d766daffc31392e18512d7b0f458603557,144,143,1,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (matrix t2 col2-col1)
145,34018745926600652842330040813433995869445228,000000000000000000000000000186841bf10ddcc8d38c19b62c41805fe65c6c,142,143,1,False,align:C_floor (shelf v0)
145,41328364403614317141578701479643873463388388,0000000000000000000000000001da6d25afbf3082c180956a83c9e23f8e48e4,144,143,1,False,align:C_floor (shelf v0) + (L2-L1 mod LO)
145,26325589129096845214665934448045376264005593,00000000000000000000000000012e33f408bc7c3df99f006d1a6139b9f0e7d9,144,143,1,False,align:C_floor (shelf v0) + (L3-L2 mod LO)
145,33635207606110509513914595114255253857948753,0000000000000000000000000001821cfdc76dcff7e7937c2171e99b9998d451,142,143,1,False,align:C_floor (shelf v0) + (L3-L1 mod LO)
145,39946355176143163492000927616977796839558163,0000000000000000000000000001ca8fc98049458b03944cf94176f79608cc13,143,143,1,False,align:C_floor (shelf v0) + (dy_mod mod LO)
145,33634775185723943854257742693388858889803154,0000000000000000000000000001821bb8764ab6a73033b7e144482869cf1592,142,143,1,False,align:C_floor (shelf v0) + (d3_mod mod LO)
145,29104425360320815671573372992611463250963107,00000000000000000000000000014e1a380f9000d24509b62403c100037deaa3,144,143,1,False,align:C_floor (shelf v0) + (dy residue (shelf_y^3 mod LO))
145,24869399210641570478973057215517311752059500,00000000000000000000000000011d7c987fde96cfd25917e79d4e674351ba6c,144,143,1,False,align:C_floor (shelf v0) + (d2 residue (shelf2^3 mod LO))
145,39336397845146647359955879947792454606110404,0000000000000000000000000001c38f489b6e03e0df131afe6d6ace1fd3bec4,143,143,1,False,align:C_floor (shelf v0) + (d3 residue (shelf3^3 mod LO))
145,34018745926600652842330040813433995869445229,000000000000000000000000000186841bf10ddcc8d38c19b62c41805fe65c6d,142,143,1,False,align:C_floor (shelf v0) + (C_plus1 - C_floor)
145,34018745926600652842330040813433995869445227,000000000000000000000000000186841bf10ddcc8d38c19b62c41805fe65c6b,142,143,1,False,align:C_floor (shelf v0) + (C_minus1 - C_floor)
145,26325156708710279555009082027178981295859994,00000000000000000000000000012e32aeb79962ed423f3c2cecbfc68a27291a,144,143,1,False,align:C_floor (shelf v0) + (shelf3 - shelf2)
145,32636736699129499192752266950767919245615003,000000000000000000000000000176a6bfc197f1d1159fd144e9ee95b660df9b,142,143,1,False,align:C_floor (shelf v0) + (shelf_y - shelf2)
145,26708695029200422883424527726357723307356469,00000000000000000000000000013299cce1396fbe2e37d9c1a717ab5074b135,144,143,1,False,align:C_floor (shelf v0) + ((N-GAP) mod LO)
145,39860525932158529321260114821955795664096756,0000000000000000000000000001c9938ec12d4315e4649c3345c60563a9cdf4,143,143,1,False,align:C_floor (shelf v0) + (cube lift - shelf (d2))
145,39720368586023356348028178067837591585752478,0000000000000000000000000001c7f7ac16312a02826b7cd355642615eb059e,143,143,1,False,align:C_floor (shelf v0) + (cube lift - shelf (d3))
145,23176816110778305021902486189067662280850172,00000000000000000000000000010a0e8a80549810150182e0ee8b88cd5b7afc,144,143,1,False,align:C_floor (shelf v0) + (cube lift - shelf (dy))
145,38730193217187960722054436488192882619645548,0000000000000000000000000001bc99ceeee37960fb52a3d5ca76c9f47afe6c,143,143,1,False,align:C_floor (shelf v0) + (matrix t0 col2-col1)
145,27011504130550742926866268565189135605751828,00000000000000000000000000013613ad20cbf5bc7365d8df504f62dea0e014,144,143,1,False,align:C_floor (shelf v0) + (matrix t1 col2-col1)
145,25551065526357091783321322779965698712281628,0000000000000000000000000001254fd53cd2371a36656b85eebcfd8224221c,144,143,1,False,align:C_floor (shelf v0) + (matrix t2 col2-col1)
145,34252570209653396897063593026287016510233135,0000000000000000000000000001893341c7e6570d7e9b33f7d891e6c2501a2f,142,143,1,False,align:C_floor (cube1 v1)
145,41562188686667061196312253692496894104176295,0000000000000000000000000001dd1c4b8697aac76c8fafac301a48a1f806a7,144,143,1,False,align:C_floor (cube1 v1) + (L2-L1 mod LO)
145,26559413412149589269399486660898396904793500,000000000000000000000000000130e319df94f682a4ae1aaec6b1a01c5aa59c,144,143,1,False,align:C_floor (cube1 v1) + (L3-L2 mod LO)
145,33869031889163253568648147327108274498736660,000000000000000000000000000184cc239e464a3c92a296631e3a01fc029214,142,143,1,False,align:C_floor (cube1 v1) + (L3-L1 mod LO)
145,40180179459195907546734479829830817480346070,0000000000000000000000000001cd3eef5721bfcfaea3673aedc75df87289d6,143,143,1,False,align:C_floor (cube1 v1) + (dy_mod mod LO)
145,33868599468776687908991294906241879530591061,000000000000000000000000000184cade4d2330ebdb42d222f0988ecc38d355,142,143,1,False,align:C_floor (cube1 v1) + (d3_mod mod LO)
145,29338249643373559726306925205464483891751014,000000000000000000000000000150c95de6687b16f018d065b0116665e7a866,144,143,1,False,align:C_floor (cube1 v1) + (dy residue (shelf_y^3 mod LO))
145,25103223493694314533706609428370332392847407,0000000000000000000000000001202bbe56b711147d683229499ecda5bb782f,144,143,1,False,align:C_floor (cube1 v1) + (d2 residue (shelf2^3 mod LO))
145,39570222128199391414689432160645475246898311,0000000000000000000000000001c63e6e72467e258a22354019bb34823d7c87,143,143,1,False,align:C_floor (cube1 v1) + (d3 residue (shelf3^3 mod LO))
145,34252570209653396897063593026287016510233136,0000000000000000000000000001893341c7e6570d7e9b33f7d891e6c2501a30,142,143,1,False,align:C_floor (cube1 v1) + (C_plus1 - C_floor)
