puzzle_n,SORT=y2_mod_p,n,d,log2d,Px,Py,Pmy,neg_y,x3_plus_7_mod_p,y2_full,x3plus7_full,p_carry,rmd160,address_payload,address_payload_div_2_32,checksum4,address_base58_lex,rmd160_sq_mod_p,rmd160_cubed_plus_7_mod_p,address_payload_sq_mod_p,address_payload_cubed_plus_7_mod_p,r,s,z,Ry,sha256_pubkey,sha256_vh,sha256_chk
38,81109335983516311296134162926226161794732797278751507663390297633087910517321,38,146971536592,37.09674582471605,87015243271585780626985033128071698022561841908393138262300130220799103430854,25209357855024485003220583383100568569907435221588726049011254238934071668031,90582731382291710420350401625587339283362549444051837990446329768974763003632,90582731382291710420350401625587339283362549444051837990446329768974763003632,81109335983516311296134162926226161794732797278751507663390297633087910517321,635511723462684703441537627528280297044166829622894703928173187460817828615685054772336195516725596208113695420541540866801445653632645611774214667416961,658849189616702981045617598572698305436352939960790379490637651394564488458542530147432911308558234819923690967077944403766187454391944611666273725708364517685506220637554192131156235301184777834404140828510931261548917425884475871,5689932653917227552580374743842332320729074373382202816331920330649441261057418326937871978566547525597237491643431359168329522273929040480180562508397570,1013722433278159602814047952734852660778642936676,4353904698151237565154685526371945937422853308288491430199,1013722433278159602814047952734852660778642936676,3672482103,1HBtApAFA9B2YZw3G2YKSMCtb3dVnjuNe2,29061115338196032877828995170627434911489651265683607140806259973083271961384,112324062974823703474757762244097557462604630307872361964905355952144270832967,110030386592173950851659083563916578099410573523398565246659623164030071875669,82234920007256331437243889488603976412480494159064006890120113020706594493556,114653392396741616405498061400529381717466885796401007408558974054179769306230,46350125549776733727816090369764981013028714512048097516595894574355117491167,62042216503578372684311925004789923054079071388334701935275227600637754141304,76352223653265318018018707044091056091941897132328352100519489878603245912673,69272503578765326998873727677393938225693122967476852164251589311215249840405,31410754341799872845561903576131801950666540967818888528145300296104249437106,99009921655809824910768017162412714490807222838719429226849035982385049425523
25,81786079839118765480984352516374274859183293675424089730046602444850022218449,25,33185509,24.984050066697332,2487269563521372588638256629682732896198248350279877738175192749508256023898,83166736743316151169117427554752633507423263386878521247276704816202397537877,32625352494000044254453557453935274345846721278762042792180879191706437133786,32625352494000044254453557453935274345846721278762042792180879191706437133786,81786079839118765480984352516374274859183293675424089730046602444850022218449,6916706100532052770155061489760707295074092067149969126722137284278819775018407072042416042722849800987970349705116402277084466148233181394602671649667129,15387517732977136635230905781155301944045281524066149170140289395097953647336254660838047562565598684626142874792135401412781905025540472634111759430032379634397123803688760035593656305758281766079504687358486748753206764026799,132889196786495302291036525614479173042070399982067886892081589242413071883184510498718452815519070615059269598724123358525555799172906296927142570090,269603043908408876625075787454789060252112076219,1157936256488668144500799360639766092361394882289391703116,269603043908408876625075787454789060252112076219,2127369292,15JhYXn6Mx3oF4Y7PcTAv2wVVAuCFFQNiP,75858563090308410924853008258791271313632745344641753926704672077644904809983,71707779100683266226530748022382857776129921284202848968292465495467363994466,35868770243933681295419708591191730560156281463489949877125500508412015635503,41577693874656866086178694724852603190391040589055032060915345984322836680068,10473819287466813962813985003697261958725439586373323381158568779047942202439,51187377835802008268244856535742717031891430166692141665747198641690102113113,68249580175599883060599305268981742683157155980974266791721042548536281423829,57952843850042319027826502416591527247682056513176020717733181534255580048495,23906667702399163452938387067445749561878472963463804537013176454990564790808,30601007269662272029416800081429341549534265636249383058034400564474038060773,57353762655871713641833004133184707950340795045835466926903221321634745112280
4,82990125521313184298913304572568244533370608373326388832575356830610908273516,4,8,3.0,21262057306151627953595685090280431278183829487175876377991189246716355947009,41749993296225487051377864631615517161996906063147759678534462689479575333124,74042095941090708372193120377072390691273078602492804360923121318429259338539,74042095941090708372193120377072390691273078602492804360923121318429259338539,82990125521313184298913304572568244533370608373326388832575356830610908273516,1743061940234873109382772156275825786089950698559544512203035398637906395081499309756916256623618696769327785164527803105668030913613040121012995571599376,9612046276567924835840949899307270145614522393039938532752059805724001538722977930466234410450600277628940076065330387444590691237726369600589820043462760609600811665867699831069468245742071177771787132523611834398476401338121736,83011251803808551898679884434152710234445582922264825846319326773505321679895460450081089445212101436830949254801064806745670162317579363526980701475720,858196129710125108969461473765761556086357262631,3685924310658761303092273292555907847924974194773536724969,858196129710125108969461473765761556086357262631,1308809193,1EhqbyUMvvs7BfL8goY6qcPbD6YKfPqb7e,17558953847149022785874790389962149888630482149267130158837112082416342742834,59024284578670563216293271533823784064238234545346597015059224660885100811316,11946515646668705040813881114104990052868043778204338572487736920347792232940,55347558178535114010779736047488242699809505392369188271978696849000647029283,81719680914257392976814190366479079199424929162928882027166082648473305202690,48285960684144183851432312852448314123839041552886325699662719466225652891693,89101908345684064845598335041201920626347105890197653752305951317988621430326,16676367262302969673045816106034197289694272375169031126251677730837453417951,86015426558385510178131370100487323055290710820141918707632860131591629490886,22562688703136928616581721583506261209620874335823569847164771378223345966251,35285426064786495452986537587206003635987327019704816394105187167515275609988
18,87450468766358250327487930823944303621568559046404589778197734136995072542716,18,198669,17.60000724870843,5831721406635063654683117253506846208566679410118154188144422804291796683505,61770026510604113021686089777374557608174938587526483912023179154647723408296,54022062726712082401884895231313350245095046078114080127434404853261111263367,54022062726712082401884895231313350245095046078114080127434404853261111263367,87450468766358250327487930823944303621568559046404589778197734136995072542716,3815536175120734934829536893436303541290620940611309796059593849848190182724860254232804366299955911759640999311596362712501485745584141336822586721623616,198330864986118136226108202130490248828783951593167923417012860058969750161928419478922995945987606353247354881662227216637067590807726685701212283048832594695219514804141019343997672763626005520246624892693353206741105210012632,1712818779697795243837287081986698883385788780968986624373882084975659316949023724394726796779407086832959191369400071374638809482935886070621523846632,988336026286508223333488648011074333196565168020,4244870910359149145252397844794819706904254536182164657137,988336026286508223333488648011074333196565168020,3519583217,1GnNTmTVLZiqQfLbAdp9DVdicEnB5GoERE,35350675718271057938417605655432548233783327509571457451827285602956616479089,9405677365023271719583677055014459735058408689434022766107700081698873679363,5789342951006040740873552090893081697487430199090773673364737821585959766953,98450829807204352393930445958750602962266960083524774896181307381503208600593,6223860624739475813247312305973718553379765106397131060302765629128471163024,74559856326655904298717148371261271642988638154573884231550295410204247681492,85835447934143376404393325121921660442734284200170143715336648090777223360191,91275194466707233806124354567873145968813614374013073819949641208752234655120,11636088844293691823305655034247527464223767382138045717649180259785785660516,26436646357962693466995767974420648807434388227030318566093349875112613921545,94887775821094116091887680172981287548308074308461985433696155142125968313681
47,89207435451997453339687041225451177663874181062856498403013923774047759722447,47,119666659114170,46.766014580697735,26267254531086005924446289926216963278177394500745127274874595717966452048278,87001101956910744728114859046409945791202748241449154110581074788749206277690,28790987280405450695456125962277962062067236424191409928876509219159628393973,28790987280405450695456125962277962062067236424191409928876509219159628393973,89207435451997453339687041225451177663874181062856498403013923774047759722447,7569191741716778615830050159110350267631701898756184709490409929835511102174387196283938958609991475721408158090981433514424464314315281805970105391736100,18123582426475237991491005935210295854874002492590502421276504465948426273976121665027893471106667845362020682733403768096640740936018184607784884914840516529401711316255015782363742996136820866515542492852200446125843281790380959,156518312657187724781183106777958939516675366497850311542556968230051775451565415031947396320976527124771203446280839849579136930392174658962361214405493,1416721772705832183653630092736940391680165218260,6084773681302694657256607039986606113367740104307309723028,1416721772705832183653630092736940391680165218260,3907698068,1Pd8VvT49sHKsmqrQiP61RsVwmXCZ6ay7Z,10553392288994891430322410407950182585493186137703711697500593583287169440243,30445200834450147579923975901734638032103847483694262337532213062096922880171,81358459838172938331266177244104968121748183435681457593988332909080331522325,82118663756015632092051244646017659867342810419201986735023562867993963866015,86047438264203450523112272711058868780909662183599208045560096220385630271189,24963154212906725799991681238829022232933582226253071304554448612253106543117,20480715834172298382049460892993303090322609773048905927822882670869887252849,20160542233474353359341531747891768524609940696523302712993609858767240821120,80549113048976544516018437847066539206959280412905298032682016356141965018116,11385749162378011244040830692978375122080521714414325481459369154051405556445,105351331523484487965068231050009701357985513809401952031964303745054259892371
15,89588762327936588195255683737191321062385465571928869773089968883667569659098,15,26867,14.713547616912694,115179987075229906903259602194857104773352008368264866291918996865985783521068,90040672269639781867601170828097460642155183514693739441068299505511569496110,25751416967676413555969814180590447211114801150946824598389284502397265175553,25751416967676413555969814180590447211114801150946824598389284502397265175553,89588762327936588195255683737191321062385465571928869773089968883667569659098,8107322662768678387290060864304924823021775994591930588838029940480250474384789090310230948986174886835830246251916128366061131060996528200450239305132100,1528027169435291545516105731587308750257363091349223507552227757001635001542602049509433220190699344560079732739917497824335157718349067067045852401999724337655489371040681814461078563196362439152140550603996437406519416667967626439,13196300192007035906241027280292471771521709890606712146185689858242212199788251189518417929374963811322551682777674570796714027628726073566659120216937453,1452854965203854852784285833963984442409559974562,6239964561381774565839402199591399222001855528496936889143,1452854965203854852784285833963984442409559974562,2554964791,1QCbW9HWnwQWiQqVo5exhAnmfqKRrCRsvW,89474500209189097922068776184753171253114726610232143960567687213116688823762,57612940269717850007912482521390258528083701596229619350098793636322304755082,89887166725535349191833239484235968132005756849743894829484073811052905051322,99662329838203749372209775778572036862975414054529308354918035195221863900008,80828301301859185268926374487193984114629009292629098623594363022749446484788,59381629445803601319890472352620818550301835871134372900866512547936444007303,33512811135967697995179260116753871259259581353979980772250712714924494897192,21060925027475131893659920160282353289546820631896154730200916692232858566276,101769347232735383071011936240583286088614053371974258887079732933838045333690,61165906439899611380203239427158512418429470156200538912958924944148342646216,68881714520925160036599495843938034056972782966322018092245562492502683401013
120,92105635985242802529279295092235243121608395324604605747695473587683941160692,120,919343500840980333540511050618764323,119.46808732769406,93499419120076195219278579763555015417347613618260420189054155605804414805552,19494200143356336257404688340550956357466777176798681646526975620299854296492,96297889093959859166166296668136951495803207488841882392930608387608980375171,96297889093959859166166296668136951495803207488841882392930608387608980375171,92105635985242802529279295092235243121608395324604605747695473587683941160692,380023839229234201089236096042818952551241924380754009661677132331620054877623139307552567779458552696439929750667625523739221379360983649204712243506064,817385140502104883755032607848577883193528189350256291002116329836492441814316889212918480003573195189868767398479666246216334620964198782819207890068065295469346879606497925535192482065236318041395427824473699061543074720796356615,7059075847805732741788234810016801715467968970984867911928185775953275846112577066933383606535874322386485690315470818175590581016204211581000563414827577,429754963754638417526069230406242595932172005518,1845783514619837371579660572026700743770821397950776893624,429754963754638417526069230406242595932172005518,4235354296,17s2b9ksz5y7abUm92cHwG8jEPCzK3dLnT,6161073976142510382017692313533523900651991671866728300378254084300676875961,102906608459206740905251117451747283910735344667762882407639691499458588171664,114742537334841472945082375307357330047514142949562950293152656447254353800566,82601684129148839296855671585904077506713231161849899252451315084819945590143,73510839094214084184271166420450064382033414643777332160226424786083490644490,10976594294804291513495419880246258022106887857042165878188703008731415727960,57033488418143403036276105049800667624117951758937049013745927841702009220581,51160218951422174722105504080546495699018048325832247026067874942869455310000,77476922096210143276150698923285889894509162322218826184947635755135945426372,33755845691025031330748337154206351303428230053776905747618865667881921287884,114184925936770380804836950982125257402298095253571122694948072241144722956132
61,92605454593406082793232233471826380389714279921567407283628931601113490940617,61,1425787542618654982,60.30646472899273,33308989973171342073697220435010985741081235541259067848310503357357122078015,95725642944317286839874181564660753559887752233498128945789602194633150111324,20066446292998908583696803444027154293382232432142435093667981813275684560339,20066446292998908583696803444027154293382232432142435093667981813275684560339,92605454593406082793232233471826380389714279921567407283628931601113490940617,9163398717102921960625352683624642432060074544661903102572655887244503524207099710915089171158537549171917178100524222252714400416826428353181593593032976,36955951748656275113322465277880404207296183205381054990319998425626043733321876646994339905341291366310959083932451588262874157385931893613827912322303106359522210127652866538559421499194082655217902566329935228990211323182653382,319157828415332877655802473164539692420810416304671961596572760312255730546964272459009191401570247625454245563775261788349287490465091629990486530597162,594164164031002552475729414164827687038935960765,2551915652968335492975781667583174069307553030125959706912,594164164031002552475729414164827687038935960765,1945565472,1AVJKwzs9AskraJLGHAZPiaZcrpDr1U6AB,108949080155987209092375779971094935266891952701612407605077048052295338584137,42681276304198303772348874361661596563873618991558769181703673102070186647851,16118497858579517291573075763367450242168787043369424135671991388105511177285,63448927485196775834317736235351523350150680404842287316324702023097839120050,39959901399619174193589302373941904001183936186275195097402342152945223353267,9961318930763977344135804058484676923072794946852730903054018064048145177397,102176452849074515908236450811638997701350908868181138892588678706176696631971,55522982957242259055178348167889022136490446806550095672932372561249764483600,42132959597885036752820779166942606085219544887604464696366841906081849340484,32668630626355218068153344506691385700030418270012376853707538899834581881020,52452341371487173298318336741846808867981037083316635440719839213343103176381
19,93022824074755329888600612644653625305983201223213834321965224518659963238007,19,357535,18.44772495228544,60338245119404298188752055094151291956247541820833238489095541627141964729881,31432635976074881250581475377260990518299484384225785790788933914681598133873,84359453261241314172989509631426917334970500281414778248668650093227236537790,84359453261241314172989509631426917334970500281414778248668650093227236537790,93022824074755329888600612644653625305983201223213834321965224518659963238007,988010604404436902757915914926592611520315681102588920488047673636196496676173516442940476457325367212529133413935781066436913292867619753943156029980129,219673679745053772560799974829024837828044138703096272842310947841829062011504024477700507466046087281215104099591086813210793939126161317577061405701201633702937221864505251597634838479247707101263447510944321985992350762322904848,1897138925396120805764465602795275778459670212065921906899854906981768180207120429253430302740555899987745304104882624586698680254370120581461339248083713,1347230398123039564363063653660119426004095827438,5786310500115514713053445462836483634141883540898412456964,1347230398123039564363063653660119426004095827438,2142989316,1NWmZRpHH4XSPwsW6dsS3nrNWfL1yrJj4w,66625666410361374347270601219960039380358988240821883350546285599551478769284,67796206236576052781987247115811699829672709572860765317521952950594837285097,47459193046487613715633645109802020952531032981988089110345494509361089973872,70655849465553573622178627330660557441352299038177695753498183039393117965509,15261636389238671717926124946702769302921419433504700689627843589965540981239,36005384517878697153826204359524912003572650424994042186260337735078324298494,100370248350698207789130464348246737633754243328317808140343602194091852544839,50895531583510290260519750759456140750505200622104879072490941043801484165829,26101978588635784920179279414837069178698943195858075749232612440624777617054,89217566045452347646121907704052135763078345280944643400110505687832520198189,57774877678970389117886076759984880961778635264295742070103153445356020304415
17,93048250670864490272321329975337294747347997662224989491112583048205539385614,17,95823,16.54808436122441,28680425603065441115290152280488699295594719576682295038107311098738046478531,25891784853872784916698406928566284655180782352356802345945352320731968056623,89900304383443410506872578080121623198089202313283761693512231687176866615040,89900304383443410506872578080121623198089202313283761693512231687176866615040,93048250670864490272321329975337294747347997662224989491112583048205539385614,670384522919236150181959112075381809204445074719160615282074883927807244676154763366544313655300247551212826009530757883041676163394666066636451334164129,23591566277285873848643024689971192640000695675646368001054082056029704241811157292671120096120228803902780846208600387281241478386993875852333346655805950509797951013778868707659177275042715288197857630699505358353152064111795298,203740742849322771116683275198658720157146163242713454739140777053351732827085117477815413635612885668347624578253011326283791794215041842890752723822863,1041817548089532888577328303730085035514779282770,4474572297443451036356037031575870038834975544159590937456,1041817548089532888577328303730085035514779282770,4104647536,1HduPEXZRdG26SUT5Yk83mLkPyjnZuJ7Bm,52809471840974416995987458093948979757209636728901214428457239395002370661062,16462462861415430280604188862861511800616875617722356854985047049055413596186,95854323359018265651238290966280450756391830570123945350032800004209259655910,94525492719503128082831292292759491256958763001453089705493431713540928269280,37641357176563776648269658499698912597651389810483268517287682106422004154261,107419964658696562571327622300484818515327071633029688632397979668044708422625,51208347544584459327940529970716024849289207560192420200295752549982368925345,8200676899057626512897874479612385699744369149768131347844534091680904523522,113639355568645174816851431694935299658405056961572819952715682862395055123777,10283584140958498685703417615675168863188402828476755215848308588558947359796,110661078671563428322851833172749520845491207042213409682255213559843922385224
125,93402105576467711795975955518071188848478253553902970126295805172829178207858,125,37650549717742544505774009877315221420,124.82401043998648,23266937399999944120243183575366069139753606644194491618844068395400303144974,19046944643243374794723275227850600835724258179117516648603681200280499231816,96745144594072820628847709780837307017545726486523047390853902807628335439847,96745144594072820628847709780837307017545726486523047390853902807628335439847,93402105576467711795975955518071188848478253553902970126295805172829178207858,362786100242777489934250654827753808340348977837346213300274706437366375957867273074109782037856456046385514745011502896679286771338201937449366106657856,12595565309288768169863538024119507225143923778307326748385717888909656331137072705398600356594055041035614479104603105101335684393163482838031219478838653498127165963169719905008879322850501651952318535303886830419687939828042431,108777425057718092530425492571730224559375880424560118699903001848065017759721879688050681851906870763391031021548902580156430567450063464664626100111025,1410289573493889363768636573386390669777117011912,6057147596046043273228541393204051898172253175329404337900,1410289573493889363768636573386390669777117011912,2121907948,1PXAyUB8ZoH3WD8n5zoAthYjN15yN5CVq5,2907811915845518881824711055766400257253263726958369560646489141799355944549,41246954598282264073572207832248884287431302505762389356829929571448812769789,65517042539002364004740315832061461302715066842506568428031465312631973735772,21926389624524909660672566157942941282110227260420212253306205169410475419480,10222482769097928325193304706188457765059513510266959681898980920850747718500,49617208925115337899450496039618928207287792663597490151588320206246029460971,42619854229578519106141904023474915519277874599090068181349512397246176079536,111190060989856599837776925399239316820284977553825717357792031945832388276795,109087060954536137334133182064543270515866112869350604499133580816697800659013,25163084459597090759859370600009584813961520195747198947738157030973480420840,57206525114174176965796284024218414045750362934556823147498123938991669581679
44,94135200058435154947876297122926246888078924545594837892260329312805730571798,44,15404761757071,43.80844160403047,42641850349376588048456683523298482342861890575005255055023690152751482106678,53863954730306949225788464513829000943283845993231532239006941853900022216012,61928134507009246197782520494858906909986138672409031800450642154008812455651,61928134507009246197782520494858906909986138672409031800450642154008812455651,94135200058435154947876297122926246888078924545594837892260329312805730571798,2901325619188556371304651020085405669308878059773128371645827379548683641489215456626621435722371222720428388502836587520813569275386619089787151189184144,77536844928935586188240024428809966176595134470866971160398834129309442860833556071850712810424536593917006218244626472214583170297860874590694538896620793012154941177970378394725345226185696566020394469858515887504773027579177759,669621262036507657332323787325183953310790160616802133076140796835431459641819992867769643240297639838239879754913313922096992975900513195215900926963105,735731279167363089777870573039117884608175175966,3159941782668070581153466015723790643080814155013868542274,735731279167363089777870573039117884608175175966,853334338,1CkR2uS7LmFwc3T2jV8C1BhWb5mQaoxedF,69121206254994237343541658062869667769955201787076020620553636894766198236114,57230012281841689969604379093065793433935902104822208217356597526963980141346,35515990930964492307732023886460072771703587010779221734286918804947919328678,59699576350457897333115622028791726951738791659392685094211812187568788734419,26526166816186581205098106218759621629137113456495323493311895415673780697961,43639597448510372820107660555712540701561765123505564988141065497741267245340,64737915526243375617713941170501178088404429687033032625492755908250738178790,106608523097067610568423886583758843188212243883621092613846972059436960439812,46562850299411300638218119477187417315812492745862007027378865678445729717571,99639608125851103075988119081588741647844527831428418740290134237573768856111,23005848257690004106616243793241686352575762710191877085572065513413239169431
110,95917491721669350016886039687840784503374847819097661689824510982838370042244,110,1090246098153987172547740458951748,109.74828095849774,4338352488447277069681865763767263000525504203189618609162334752999592040061,1327516183598579617836816008839248279861745347961002707181648029680335235001,114464573053717615805734168999848659573408239317679561332275935978228499436662,114464573053717615805734168999848659573408239317679561332275935978228499436662,95917491721669350016886039687840784503374847819097661689824510982838370042244,1762299217716137748342954968744814975983952636591147835302836366060419629097130114244842175390385474199249544403559598387632245871222958041865895470001,81653443729832763626294229368837721744876099418649615387721738677779047685453265004345547769727459296569247029310039729503882267104873200479194452888549567328986726605454791132128183350936939242660862494821034946337618742746988,705172903154755357542719611615601322580469828301318597696090341292339867365177778710818310822733741371742086101858746306703610914837285079856130218549,82049690233000541999703872760420841279646528007,352400736197667947839002575190552756492888628231206527953,82049690233000541999703872760420841279646528007,1193468881,12JzYkkN76xkwvcPT6AWKZtGX6w2LAgsJg,114731778698496273588316041069549050233496813295288350786782443949519847716890,113929463967796730575389796209229393077253534032617485184132082979474294450023,39122169005363424593690156411454783951889295540529698316302480028488280307370,45334179102645421943213519656982879671749691591471588957378523977776280235079,20312125620252617190628581189119353303634619175788989653674318123623043938400,23142018875421668674805744145115366215102447136300717062570926532185873127405,2466016299273818255220546015593489947360101204030960519997102758026128174615,95466336450634967436019924229217284927513586414313168486370390737423400117484,29639224710060672997344238428864979206357792574373156878758619756502802746251,55337818448540588309592090772008235336616302304752604650980518076153942168388,32175857384533789781692424288344994165776717326116301814461652585738098000475
3,96450596166544446384344097527393051748536233860111093772726844804975283418792,3,7,2.807354922057604,41948375291644419605210209193538855353224492619856392092318293986323063962044,48361766907851246668144012348516735800090617714386977531302791340517493990618,67430322329464948755426972660171172053179366951253586508154792667391340681045,67430322329464948755426972660171172053179366951253586508154792667391340681045,96450596166544446384344097527393051748536233860111093772726844804975283418792,2338860498449335932540006835903418330192641398502308426161091595096088766779607843285903440896790132040528954065492043983989762606306143326565742672021924,73815137709721328232407485760841551838967190141710279016657289267616870924682142056774221383587341682762724695798221020013320111919927506365841940774006458209111822813462171773941091367627947493298714301919118935197451626099381191,637479971178661495722387866130820553397399648614844353293525580608520074703449222347982056148793890435631144845276980795374474039145132758361810599596109,536243368524251735213067994289559226314232905577,2303147730508536985611378627297971631274692948781354257279,536243368524251735213067994289559226314232905577,1083247487,19ZewH8Kk1PDbSNdJ97FP4EiCjTRaZMZQA,42537346185880767747937789850067661197819993951794341775989828607322036772657,28716352138962932628247632642992169892123194239542682246702648255838632387030,9206031045749323009760774232126084766466310358148233515334914709877301387308,110899047400544002197834877725261779390235373419608519368582071882936785428422,36033922168954998642396934714045532882676417314185147580816231919000636523978,12389004682791058150207000065005331243812510650606936715239865212278441724251,94398736962125645703934140234054830121152789498769621330826624152194729058924,50978004208141938323223661706614754895188462698633686998732324531596928257986,73281004596792299070408655835077044276956711959277015791374299918418937125971,60181277593594694920756953836046445331143937605380509490184361529248668120650,29204294483230339795697798823617481933069623938827241850604214303415104518899
22,96887440732731150586099639448145815700812789564457450045028574786843391032526,22,3007503,21.520134745822105,28427543130978074585626614985345471977959286787477589552057226505098203151171,50682816582500312841297567883708830117558309276952202558634043072443816047348,65109272654815882582273417124979077735711675388688361480823540935465018624315,65109272654815882582273417124979077735711675388688361480823540935465018624315,96887440732731150586099639448145815700812789564457450045028574786843391032526,2568747896735368690662458128804584330831676565018813919759817210146912250558195262560547408188223653444231383970904459720942423596691819429995602177833104,22973014218830168694980385558701649120361954743021546471148748347389340134266846726144686434252234588495778941764419023270936814220214601474805684448912498802679525850861293956205743621788422430864774740484369574995408300933173218,198398823012398669490827742162504552521433543689056346580659164063501549470656646789522841917697602181391246899369252895012675493214013363521350941740878,730490441222236681983475761756490845119937558635,3137432555090116817090580809152815695513533011903389941015,730490441222236681983475761756490845119937558635,3982540055,1CfZWK1QTQE3eS9qn61dQjV89KDjZzfNcv,21959739151713699015761161408251592642749313147413123578202256763459678384400,53730526522955062205829657758983515086181200120088770396273864253147935225090,40556198221142272958953656123855324922624228297180677086633148811896814623843,20338167816926455936657524021273985040854358495736711191711687551644629489800,6806273011263679010070950372021540532844522730744923605409310184145446173231,9362938471786237040685521429277736334939852171009992495593847190919459972479,93980993434328715163440197255136417403062100148055319696340039225178351488463,67531904670634753143498760445337218677693308934102936857395620431614142175461,70078999308577450652627728338569695655499526605379622838202021331816197365930,10275530512777333900760826578659517577046456125003979037488029197953595266796,107369067488209843304004605028305135050293989399563791901873345899634508910420
41,96945304264886609749853996631925874774515502486390806261002974828935786657772,41,1458252205147,40.407377394423364,81119306557295043947776230900539651493257160932663731932698523086255548483211,69833235478127881789123626297864036834549011744885041054439092651501655231589,45958853759188313634447358710823871018720972920755522985018491356407179440074,45958853759188313634447358710823871018720972920755522985018491356407179440074,96945304264886609749853996631925874774515502486390806261002974828935786657772,4876680777343658686670452622776014765014745609505341084807321321606225964236838640546424611440020070120789069575984963176855039361916523876258613223464921,533792771540725506053636718376973861914957854822037877672070390775290902569459395273557957579139363724227113999828019115695461810399909724670519559694168356562275255266031325153734062146586202203799193443703064214492904024981322938,4609924348516726375608985894921930665580947693110477667724630379447626930231492813843065967598997025787075412670285276982730612379826235094963945838437359,1195101003418270651936726151754778726502137799465,5132919725098256658944837883094707642043210322790551389525,1195101003418270651936726151754778726502137799465,2970092885,1L5sU9qvJeuwQUdt4y1eiLmquFxKjtHr3E,20756134727303638801578355277319796219826165777674967802002018264762360651270,109483120172995347830207031467576759052572807911309312148063226915183668321796,30219399582878440652308371651694705102681144061355094323026300578596784193889,106115112843314140335852705947896895594466838196833610144587175644220502234885,56364659391567100333235944887345160978724171108872628278872827991090551104573,50871943373906313585911789917409418255300029235068581604077361612150025919837,92064412759765362011131421587355832427760732546024611651525384763896040082799,54250378835718283068157022080354447323866482702038108387926958185467058503062,87062595189140915184733442860823636355909878847197416030035394916627224016721,104647285804203493228153032380934801882270768307960111611690560466852377192956,80073545798209900608731143756357149268454889780512330660757133930597405552921
7,97773680733204752392493929633224121452646826688444399460210185162626204743306,7,76,6.247927513443585,67990777350807742601404023085488753338978132210207570380931332031538910989091,85792528080009126161701413187313528408286619337671538805045464108358228475888,29999561157307069261869571821374379444983365327969025234412119899550606195775,29999561157307069261869571821374379444983365327969025234412119899550606195775,97773680733204752392493929633224121452646826688444399460210185162626204743306,7360357874359154399368062306183383771804456861725714507231028867863402930927147599089486318800453669927474615112111695602890406408041222496745039397388544,314304080761301209296742320682131226343685852861972003873258356034506756887375128057171293847197314790470131165795984215411971028741035972050147595724571816976649322005186762210806651944125622651927708347513728833464946401733480578,2714383019008614295776902468124721140727383348522496538294879621179763569991437978094875035098180371946861757310918264353902455201449208577992461842226718,1290793487127550014383702103624146352199914137971,5543915813102624292382330130472111658616328876594808052049,1290793487127550014383702103624146352199914137971,1331255633,1McVt1vMtCC7yn5b9wgX1833yCcLXzueeC,48477327246384372850790791885072891092003902423754098794704045508664875558208,87773840409193652692273532097145239408524108722739726231915459874903882450719,40071186423553044831470006950002297672662651760824770559113492477700475857085,26689882760947520700430965888340514630155448999470332034879346592732048308856,88766593257285807869272031906434371360037348660523351971529391117947056431080,9322106992035102879135399198935471517312480572852046969272153240755838405632,10042653713903670780376663601754538074851657618494896283759920590720077315696,75148969221388965909179586729811441172417718313098466702917303984521742923510,16203861686500560325537061655981934532858709732453902804964210202492358589714,53285945016341591249894336690224980101585877216945716880675608020176667583278,35890580886749631241643020189695048501205141106189143375560783160115783099831
68,98532987367332367098297883220366889021132231476063243044152811059335544232576,68,219898266213316039825,67.57539812706376,14417797224727152153976629935434818279260229220775673176904981236836807719451,7045521516762001123429259792443693948241323099305435512759425298741909160811,108746567720554194300141725216244213905028661566335128526698158709166925510852,108746567720554194300141725216244213905028661566335128526698158709166925510852,98532987367332367098297883220366889021132231476063243044152811059335544232576,49639373443156328877254688855338933878692411887993688483211534268146490346534834373200567417691811001416608637853502491726834216090076396251282258177721,2997068986415566385133174067536831546721460365620882142313007167314312583289370280201594686913012585610384520725046027569568003802210356064026698144537145251401166250751607770846249858665064275638969008127820875336817485881690858,25883192937930893635481208816652498618009026258382607800015618579950041408310262225103737029088385113431208228202511636857380175079859121382764569949599,1282931445580409769159733555426437642907293617404,5510148601777863696819965020630353010070152446620593336294,1282931445580409769159733555426437642907293617404,876916710,1MVDYgVaSN6iKKEsbzRUAYFrYJadLYZvvZ,101533305782265818887116138154945462099675935941641595869172408094841944337551,70184177564004144407999938177798912096411609747635244281329392033575891896229,69318216329114833643172015558559335081519767234906139145919055082980422714778,82003298848881452423258538835384546041095548483495249838166299283882515755737,37217071486813262913153181937536388884289494620739648597455505591944729440121,10203656416775410160339576985914252370868610675357831488356843114385093808812,20608849308940218703676205712791848666125064605334611721078592812261283716736,2478461238499135144509093499961586139995337594123702018234758527752628969327,4847099614961030333198625121101656243802154122674578117537638628498279123559,24200106065698322057027341004438104755187489240260793049759945661834859743360,23641627747662314192214854397635467190975997629622646396419772863581755112659
