n0,n1,verify,Delta,Delta_modN,Delta_over_N,P0_x_over_p,P0_y_over_p,P0_x_over_N,P0_y_over_N,P1_x_over_p,P1_y_over_p,P1_x_over_N,P1_y_over_N,P0_x_dot,P0_y_dot,P1_x_dot,P1_y_dot,Padd_x_over_p,Padd_y_over_p
42,43,True,4514436495362,4514436495362,0.000000000000000000000000000000000000000000000000000000000000000038987434505216072005544939278727216098907761401565847236699235976761815238461944709294393882,0.932747097160805283186004344649420476262119207744705799526370144343000098458196141113414885213104425645220338812788589141712738236698456438878844283036136327,0.158934256416191442771217391240138231301638665344227297206668131419686894440537893830944780856415238705905719602977791179452139192552362204986395979949750808,0.932747097160805283186004344649420476265602510127268638155151865841430009912692712803772272444078337782093353759139095820969653088706626310973385849736152257,0.158934256416191442771217391240138231302232198227610722576394103908635869759849053836124252284564076470876743670596621031661139316625788273588766367703911443,0.649200065540896946256911273549215219069447264873324679211811542438778710365715943227365056758531979307658492344953997366875397992224284611226173059037011396,0.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296,0.649200065540896946256911273549215219071871673528084287223456791847665442835634468454984878412075476601337199195642516350217607287777866639541202241436816162,0.775840147344682869419848996224549721207635891443585602284695030928990908941007861572212765077268166848673335782096004540371355762944603970041631972330401008,x.932747097160805283186004344649420476262119207744705799526370144343000098458196141113414885213104425645220338812788589141712738236698456438878844283036136327,y.158934256416191442771217391240138231301638665344227297206668131419686894440537893830944780856415238705905719602977791179452139192552362204986395979949750808,x.649200065540896946256911273549215219069447264873324679211811542438778710365715943227365056758531979307658492344953997366875397992224284611226173059037011396,y.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296,0.649200065540896946256911273549215219069447264873324679211811542438778710365715943227365056758531979307658492344953997366875397992224284611226173059037011396,0.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296
43,44,True,7994950709246,7994950709246,0.000000000000000000000000000000000000000000000000000000000000000069045741914720333084247086602264567835083909569334331308590136226667325176560748975125113711,0.649200065540896946256911273549215219069447264873324679211811542438778710365715943227365056758531979307658492344953997366875397992224284611226173059037011396,0.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296,0.649200065540896946256911273549215219071871673528084287223456791847665442835634468454984878412075476601337199195642516350217607287777866639541202241436816162,0.775840147344682869419848996224549721207635891443585602284695030928990908941007861572212765077268166848673335782096004540371355762944603970041631972330401008,0.368262207118329147139298175681250450455710069297416568004266017443622045314814900866288157093013683498506745135721840443952308195264058885255993541833683072,0.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788,0.368262207118329147139298175681250450457085328065165889226945729024928842401052077306264576685148719274296372294413345931745400439362721068703779017445408656,0.465178192094907541428067187518437496385197036620660521520526104375866209730837622292902883076281130084475203351415032914491505408623406461946759655888543735,x.649200065540896946256911273549215219069447264873324679211811542438778710365715943227365056758531979307658492344953997366875397992224284611226173059037011396,y.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296,x.368262207118329147139298175681250450455710069297416568004266017443622045314814900866288157093013683498506745135721840443952308195264058885255993541833683072,y.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788,0.368262207118329147139298175681250450455710069297416568004266017443622045314814900866288157093013683498506745135721840443952308195264058885255993541833683072,0.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788
44,45,True,4591701329526,4591701329526,0.000000000000000000000000000000000000000000000000000000000000000039654706636437795766883096859835441452405467792108017369340222110397518808537581708596382720,0.368262207118329147139298175681250450455710069297416568004266017443622045314814900866288157093013683498506745135721840443952308195264058885255993541833683072,0.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788,0.368262207118329147139298175681250450457085328065165889226945729024928842401052077306264576685148719274296372294413345931745400439362721068703779017445408656,0.465178192094907541428067187518437496385197036620660521520526104375866209730837622292902883076281130084475203351415032914491505408623406461946759655888543735,0.432781051177690712330261043021042786354186035143707077601552853857994566984557203909125702918594201244418109591556503822813778358327781941944591553922843971,0.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093,0.432781051177690712330261043021042786355802236653509692527790872766978679461608953051861356834348462460544637291141762697108085064095393419528895286084252914,0.666420704178912654359268629619008782057150053205101987694972212755307708358890547790509981247475172658389018021596882475409976509538680925793166898711592484,x.368262207118329147139298175681250450455710069297416568004266017443622045314814900866288157093013683498506745135721840443952308195264058885255993541833683072,y.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788,x.432781051177690712330261043021042786354186035143707077601552853857994566984557203909125702918594201244418109591556503822813778358327781941944591553922843971,y.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093,0.432781051177690712330261043021042786354186035143707077601552853857994566984557203909125702918594201244418109591556503822813778358327781941944591553922843971,0.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093
45,46,True,31412207262015,31412207262015,0.000000000000000000000000000000000000000000000000000000000000000271281116602323303085744448209726734343266805301610746800784661525237735556059013355380781525,0.432781051177690712330261043021042786354186035143707077601552853857994566984557203909125702918594201244418109591556503822813778358327781941944591553922843971,0.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093,0.432781051177690712330261043021042786355802236653509692527790872766978679461608953051861356834348462460544637291141762697108085064095393419528895286084252914,0.666420704178912654359268629619008782057150053205101987694972212755307708358890547790509981247475172658389018021596882475409976509538680925793166898711592484,0.989571061492048414868198167087928604468618933645413508094818728194972244272692188213134946266215791603441190144814810369932762494972096344283443554176694959,0.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833,0.989571061492048414868198167087928604472314442585299527568870432436742594360285465455279139200156542440945255496064138720355552834175863268362011681707181933,0.625066902022471219717509761872412927308531748696107058066677984494588750954071037091403141949253446806442956455394429996865350438703512790319550180704162516,x.432781051177690712330261043021042786354186035143707077601552853857994566984557203909125702918594201244418109591556503822813778358327781941944591553922843971,y.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093,x.989571061492048414868198167087928604468618933645413508094818728194972244272692188213134946266215791603441190144814810369932762494972096344283443554176694959,y.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833,0.989571061492048414868198167087928604468618933645413508094818728194972244272692188213134946266215791603441190144814810369932762494972096344283443554176694959,0.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833
46,47,True,68257988765558,68257988765558,0.000000000000000000000000000000000000000000000000000000000000000589487496211101866807278939336332079704390809079170203736742756859019473552259873205772411634,0.989571061492048414868198167087928604468618933645413508094818728194972244272692188213134946266215791603441190144814810369932762494972096344283443554176694959,0.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833,0.989571061492048414868198167087928604472314442585299527568870432436742594360285465455279139200156542440945255496064138720355552834175863268362011681707181933,0.625066902022471219717509761872412927308531748696107058066677984494588750954071037091403141949253446806442956455394429996865350438703512790319550180704162516,0.226848437610027035379363126238227631087437082700973802385974179699262858272084161830472735965453456414777339376240578339511974126341594616390534933277789398,0.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215,0.226848437610027035379363126238227631088284238061320571243689459884746374249038119357473337157629999414671791032658329997132491052272006001422548820044779788,0.751356180978838325045097809375920348990056360666471961131926217257488332926406538753356505555990012068214613112331295431781941684405756917542239686915411181,x.989571061492048414868198167087928604468618933645413508094818728194972244272692188213134946266215791603441190144814810369932762494972096344283443554176694959,y.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833,x.226848437610027035379363126238227631087437082700973802385974179699262858272084161830472735965453456414777339376240578339511974126341594616390534933277789398,y.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215,0.226848437610027035379363126238227631087437082700973802385974179699262858272084161830472735965453456414777339376240578339511974126341594616390534933277789398,0.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215
47,48,True,71540315586273,71540315586273,0.000000000000000000000000000000000000000000000000000000000000000617834223887703870551081942824710033105389499688523408024662308453475401092177563153191680630,0.226848437610027035379363126238227631087437082700973802385974179699262858272084161830472735965453456414777339376240578339511974126341594616390534933277789398,0.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215,0.226848437610027035379363126238227631088284238061320571243689459884746374249038119357473337157629999414671791032658329997132491052272006001422548820044779788,0.751356180978838325045097809375920348990056360666471961131926217257488332926406538753356505555990012068214613112331295431781941684405756917542239686915411181,0.569319117649757657903978955505224977581488017586082378834050003793405478036970936595478608490556516622008363150543671772735443236317716571761937510076756785,0.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615,0.569319117649757657903978955505224977583614114408023049298000905623163409259390186238570959539736341244606950350175943044066371813743673012438196352229233156,0.361587746993314069171905218696855470546030070817717821063650273202404083953367634335134270244301758779349620835954714886744767357159380178190458140097321945,x.226848437610027035379363126238227631087437082700973802385974179699262858272084161830472735965453456414777339376240578339511974126341594616390534933277789398,y.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215,x.569319117649757657903978955505224977581488017586082378834050003793405478036970936595478608490556516622008363150543671772735443236317716571761937510076756785,y.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615,0.569319117649757657903978955505224977581488017586082378834050003793405478036970936595478608490556516622008363150543671772735443236317716571761937510076756785,0.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615
48,49,True,217911930332082,217911930332082,0.000000000000000000000000000000000000000000000000000000000000001881924160513857886708940290169480774622570145410548215619648132679036692600957375623245590046,0.569319117649757657903978955505224977581488017586082378834050003793405478036970936595478608490556516622008363150543671772735443236317716571761937510076756785,0.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615,0.569319117649757657903978955505224977583614114408023049298000905623163409259390186238570959539736341244606950350175943044066371813743673012438196352229233156,0.361587746993314069171905218696855470546030070817717821063650273202404083953367634335134270244301758779349620835954714886744767357159380178190458140097321945,0.348104964066481540479507810725608592923565931717240304142607268025225466741629583062999352619834417542329090786279198279461219218938034607589048386585601635,0.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439,0.348104964066481540479507810725608592924865914160933379964599012995780060420826477844021159527621981476941636105475780480195890146522988040245234885484225482,0.729645427422688921396177470801843015695499719190776479393082459022250742154190841875171066394574668401598017534892720949812305917885638001279042820211032857,x.569319117649757657903978955505224977581488017586082378834050003793405478036970936595478608490556516622008363150543671772735443236317716571761937510076756785,y.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615,x.348104964066481540479507810725608592923565931717240304142607268025225466741629583062999352619834417542329090786279198279461219218938034607589048386585601635,y.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439,0.348104964066481540479507810725608592923565931717240304142607268025225466741629583062999352619834417542329090786279198279461219218938034607589048386585601635,0.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439
49,50,True,202021591135239,202021591135239,0.000000000000000000000000000000000000000000000000000000000000001744692512812297657704367389701375276372350753058077544537543169899267414388533289169990158284,0.348104964066481540479507810725608592923565931717240304142607268025225466741629583062999352619834417542329090786279198279461219218938034607589048386585601635,0.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439,0.348104964066481540479507810725608592924865914160933379964599012995780060420826477844021159527621981476941636105475780480195890146522988040245234885484225482,0.729645427422688921396177470801843015695499719190776479393082459022250742154190841875171066394574668401598017534892720949812305917885638001279042820211032857,0.954822600466056561624846774425390730806546619552651907090277409981316325379540680249725278946174796391349825706920640315573054290619928044548632056914373995,0.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336,0.954822600466056561624846774425390730810112361916527492504015047471491510860232963950049024019632540360394039992975054069927428511151634704919297524076692791,0.918914601276078870304426859944331173446858462346068589655259693919545456655295239541392453426565292802805900211991917633665529747176284327635125395458803968,x.348104964066481540479507810725608592923565931717240304142607268025225466741629583062999352619834417542329090786279198279461219218938034607589048386585601635,y.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439,x.954822600466056561624846774425390730806546619552651907090277409981316325379540680249725278946174796391349825706920640315573054290619928044548632056914373995,y.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336,0.954822600466056561624846774425390730806546619552651907090277409981316325379540680249725278946174796391349825706920640315573054290619928044548632056914373995,0.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336
50,51,True,1447629018986112,1447629018986112,0.000000000000000000000000000000000000000000000000000000000000012501968213210079216504715396177199369318792435546221732188547935618635842251381990792922612434,0.954822600466056561624846774425390730806546619552651907090277409981316325379540680249725278946174796391349825706920640315573054290619928044548632056914373995,0.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336,0.954822600466056561624846774425390730810112361916527492504015047471491510860232963950049024019632540360394039992975054069927428511151634704919297524076692791,0.918914601276078870304426859944331173446858462346068589655259693919545456655295239541392453426565292802805900211991917633665529747176284327635125395458803968,0.548529132962279435734156576338628813519803333720516139581733190238781441516374287511681558348620588522088915632164192850369783678371364048599388212404492807,0.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119,0.548529132962279435734156576338628813521851791273017354455909584753953416194885732269604246467718330816234212692455357999560876057281395491743107823212748641,0.504117659451986858209456679676491934904172555740430429618700170632999829348317599945829036714524734182464648864230107501532404915588600700159496165348191100,x.954822600466056561624846774425390730806546619552651907090277409981316325379540680249725278946174796391349825706920640315573054290619928044548632056914373995,y.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336,x.548529132962279435734156576338628813519803333720516139581733190238781441516374287511681558348620588522088915632164192850369783678371364048599388212404492807,y.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119,0.548529132962279435734156576338628813519803333720516139581733190238781441516374287511681558348620588522088915632164192850369783678371364048599388212404492807,0.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119
51,52,True,2157726124446824,2157726124446824,0.000000000000000000000000000000000000000000000000000000000000018634486506453463833929045132714117237048905216438124019055851228380676764198771617133726884783,0.548529132962279435734156576338628813519803333720516139581733190238781441516374287511681558348620588522088915632164192850369783678371364048599388212404492807,0.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119,0.548529132962279435734156576338628813521851791273017354455909584753953416194885732269604246467718330816234212692455357999560876057281395491743107823212748641,0.504117659451986858209456679676491934904172555740430429618700170632999829348317599945829036714524734182464648864230107501532404915588600700159496165348191100,0.456104030200489096729546989640536046816251621601420198120519178872192125718279950404006333510211473981720526506436244771172435934745453545128835750653718267,0.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681,0.456104030200489096729546989640536046817954921734896761398237385328370259087706833358686153323068662450158240339223597796129933895045112021070217942238688427,0.846446061884961691336360377705416014001334276147722241221336956622272580722386239270978645788589049569607614147103684801727710396573360799577712677583565331,x.548529132962279435734156576338628813519803333720516139581733190238781441516374287511681558348620588522088915632164192850369783678371364048599388212404492807,y.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119,x.456104030200489096729546989640536046816251621601420198120519178872192125718279950404006333510211473981720526506436244771172435934745453545128835750653718267,y.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681,0.456104030200489096729546989640536046816251621601420198120519178872192125718279950404006333510211473981720526506436244771172435934745453545128835750653718267,0.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681
52,53,True,2547188331877424,2547188331877424,0.000000000000000000000000000000000000000000000000000000000000021997947775663281510994969812570285166632008922621468312285436026138926897896304417465426881871,0.456104030200489096729546989640536046816251621601420198120519178872192125718279950404006333510211473981720526506436244771172435934745453545128835750653718267,0.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681,0.456104030200489096729546989640536046817954921734896761398237385328370259087706833358686153323068662450158240339223597796129933895045112021070217942238688427,0.846446061884961691336360377705416014001334276147722241221336956622272580722386239270978645788589049569607614147103684801727710396573360799577712677583565331,0.061202404016418340860916274607729216666159235951572793427189302002200213817596404868944320862367965989382381460266545525730465189122745442727375708390601193,0.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936,0.061202404016418340860916274607729216666387793596381212674605431307679562195905562584148890793630841730359651894162601926139986759566014111767221997373679760,0.395589766718125261564440995288735429512079943672560149579444993024301592547573074149646267965219701930847422147320832729262299218766933627345901309105117567,x.456104030200489096729546989640536046816251621601420198120519178872192125718279950404006333510211473981720526506436244771172435934745453545128835750653718267,y.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681,x.061202404016418340860916274607729216666159235951572793427189302002200213817596404868944320862367965989382381460266545525730465189122745442727375708390601193,y.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936,0.061202404016418340860916274607729216666159235951572793427189302002200213817596404868944320862367965989382381460266545525730465189122745442727375708390601193,0.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936
53,54,True,3210771273018583,3210771273018583,0.000000000000000000000000000000000000000000000000000000000000027728761905643646525339065151823114852630746169129467916549077288248297278306832838534821566542,0.061202404016418340860916274607729216666159235951572793427189302002200213817596404868944320862367965989382381460266545525730465189122745442727375708390601193,0.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936,0.061202404016418340860916274607729216666387793596381212674605431307679562195905562584148890793630841730359651894162601926139986759566014111767221997373679760,0.395589766718125261564440995288735429512079943672560149579444993024301592547573074149646267965219701930847422147320832729262299218766933627345901309105117567,0.292796619131213189584302175174818794406904150351975754266849115339357099074718968022718052176784608635813426329892025588064470883563804546632552231281681447,0.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390,0.292796619131213189584302175174818794407997586251299993763266412345628787689355865545232252240925411427093733988744036622414979728571392390076788449284217811,0.001457293011454786420425259391849853777521939038326468966564752107577914864717051863354931422259276840547144816069832431111176798115793283354251164479476429,x.061202404016418340860916274607729216666159235951572793427189302002200213817596404868944320862367965989382381460266545525730465189122745442727375708390601193,y.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936,x.292796619131213189584302175174818794406904150351975754266849115339357099074718968022718052176784608635813426329892025588064470883563804546632552231281681447,y.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390,0.292796619131213189584302175174818794406904150351975754266849115339357099074718968022718052176784608635813426329892025588064470883563804546632552231281681447,0.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390
54,55,True,20070935247372753,20070935247372753,0.000000000000000000000000000000000000000000000000000000000000173335979854697307782973760113271286694157567658017351197228401908350215747263640475468685510094,0.292796619131213189584302175174818794406904150351975754266849115339357099074718968022718052176784608635813426329892025588064470883563804546632552231281681447,0.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390,0.292796619131213189584302175174818794407997586251299993763266412345628787689355865545232252240925411427093733988744036622414979728571392390076788449284217811,0.001457293011454786420425259391849853777521939038326468966564752107577914864717051863354931422259276840547144816069832431111176798115793283354251164479476429,0.522019238229117770747213841688329590451326716548361710615010608938179062447485680593083937573795236108509235034541695485698497883538372584616064616424742839,0.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277,0.522019238229117770747213841688329590453276174082780218608462554639636040213655894699623540383362845174839861720280627533294961338500083860661203881056000476,0.057434093722196194108326094001946728798129735049285730658887833397748128109171399154826661375968089644350480228103127254524346630484033413633004867508935679,x.292796619131213189584302175174818794406904150351975754266849115339357099074718968022718052176784608635813426329892025588064470883563804546632552231281681447,y.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390,x.522019238229117770747213841688329590451326716548361710615010608938179062447485680593083937573795236108509235034541695485698497883538372584616064616424742839,y.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277,0.522019238229117770747213841688329590451326716548361710615010608938179062447485680593083937573795236108509235034541695485698497883538372584616064616424742839,0.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277
55,56,True,14173351800807115,14173351800807115,0.000000000000000000000000000000000000000000000000000000000000122403455142421627084565028543874101686197446511232912128350727169072155215133229068779083100861,0.522019238229117770747213841688329590451326716548361710615010608938179062447485680593083937573795236108509235034541695485698497883538372584616064616424742839,0.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277,0.522019238229117770747213841688329590453276174082780218608462554639636040213655894699623540383362845174839861720280627533294961338500083860661203881056000476,0.057434093722196194108326094001946728798129735049285730658887833397748128109171399154826661375968089644350480228103127254524346630484033413633004867508935679,0.246791006835515576471984514785524653181187692579042079097512679025328205605432146520982925904174581358225389778332539560029586330328223794109917438560936777,0.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744,0.246791006835515576471984514785524653182109322573626806525867265602261541435937435443933689138961735567791842038223591369047768712702568600240415612881555573,0.875178146328243229753365453828576805324500985671762441889335143737449698971213729731232502958192964630463055421560981136483985032001647987003916129484765874,x.522019238229117770747213841688329590451326716548361710615010608938179062447485680593083937573795236108509235034541695485698497883538372584616064616424742839,y.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277,x.246791006835515576471984514785524653181187692579042079097512679025328205605432146520982925904174581358225389778332539560029586330328223794109917438560936777,y.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744,0.246791006835515576471984514785524653181187692579042079097512679025328205605432146520982925904174581358225389778332539560029586330328223794109917438560936777,0.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744
56,57,True,94027016618169917,94027016618169917,0.000000000000000000000000000000000000000000000000000000000000812033164247181825203059274021340199242868196157042344757047906134684378878036382732956291223199,0.246791006835515576471984514785524653181187692579042079097512679025328205605432146520982925904174581358225389778332539560029586330328223794109917438560936777,0.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744,0.246791006835515576471984514785524653182109322573626806525867265602261541435937435443933689138961735567791842038223591369047768712702568600240415612881555573,0.875178146328243229753365453828576805324500985671762441889335143737449698971213729731232502958192964630463055421560981136483985032001647987003916129484765874,0.645044356258010307064245572917392822825712507192992807032047273491276582281410848450267577840079241561731888668820385996307062034290722919013360323339205601,0.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077,0.645044356258010307064245572917392822828121396537008506131059202202018746645255073562512737890171636067894153391034882538791819139899144643581216409511304437,0.436300070750660788489162647283570690047340588315814779829949032892907331386464976164791510660814598285492820636231069138331687952373010741532566428512379401,x.246791006835515576471984514785524653181187692579042079097512679025328205605432146520982925904174581358225389778332539560029586330328223794109917438560936777,y.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744,x.645044356258010307064245572917392822825712507192992807032047273491276582281410848450267577840079241561731888668820385996307062034290722919013360323339205601,y.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077,0.645044356258010307064245572917392822825712507192992807032047273491276582281410848450267577840079241561731888668820385996307062034290722919013360323339205601,0.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077
57,58,True,61730909065495557,61730909065495557,0.000000000000000000000000000000000000000000000000000000000000533118535748827317437059815029847406542291504039153655972086990213302699803632120171782757018599,0.645044356258010307064245572917392822825712507192992807032047273491276582281410848450267577840079241561731888668820385996307062034290722919013360323339205601,0.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077,0.645044356258010307064245572917392822828121396537008506131059202202018746645255073562512737890171636067894153391034882538791819139899144643581216409511304437,0.436300070750660788489162647283570690047340588315814779829949032892907331386464976164791510660814598285492820636231069138331687952373010741532566428512379401,0.067727342925025613505880634083353644927934831571840183331843277373848576966685201927866435006380877893994398493448751137558700316591490945116029037775717709,0.321472695216444062719529316194727934916627537976157124442005567070591981743229463543286222444970875916217524962664343218654953939980868969465886266959826601,0.067727342925025613505880634083353644928187756309631911347989171107016428204430279049369365346619494520349615673249277370879098496071769091085402485866718539,0.321472695216444062719529316194727934917828063401092631938179880049190944649870420259959761384740837644008930431624081219539211011124613201622660012557483519,x.645044356258010307064245572917392822825712507192992807032047273491276582281410848450267577840079241561731888668820385996307062034290722919013360323339205601,y.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077,x.067727342925025613505880634083353644927934831571840183331843277373848576966685201927866435006380877893994398493448751137558700316591490945116029037775717709,y.321472695216444062719529316194727934916627537976157124442005567070591981743229463543286222444970875916217524962664343218654953939980868969465886266959826601,0.067727342925025613505880634083353644927934831571840183331843277373848576966685201927866435006380877893994398493448751137558700316591490945116029037775717709,0.321472695216444062719529316194727934916627537976157124442005567070591981743229463543286222444970875916217524962664343218654953939980868969465886266959826601
