puzzle,d,x,y,y_over_p,x_dot_y_over_p,x_dot_y_over_p__over_p,y_over_N,x_dot_y_over_N,x_dot_y_over_N__over_N,y_over_p_digits,nested_p_frac_digits
32,3093472814,4419783485594778575869456570338791525369265264676694041444820246718062386793,36101104813710326932550768335617430651283103709568167696655528050073806182880,0.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,4419783485594778575869456570338791525369265264676694041444820246718062386793.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,0.038169995158619347004697265965088027629394481492724177965988515761955613796746894446047349100938720250750524382446913258118195364007682108901290063668034776,0.311775226196333813653828847220850555459315143366643002940942114485169972422826547297278311055023943839307720228140113179288602607769227095145950553750891770,4419783485594778575869456570338791525369265264676694041444820246718062386793.311775226196333813653828847220850555459315143366643002940942114485169972422826547297278311055023943839307720228140113179288602607769227095145950553750891770,0.038169995158619347004697265965088027629537025635164440029647145762107640165502003045306996493482303613228981812435308074042554582036183083472815958927276670,156,156
33,7137437912,73878352155540948447620718403427774498001293452248256430485902449521386501497,1848435387922639343210666794185885301104293211960891296513791058289918232927,0.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,73878352155540948447620718403427774498001293452248256430485902449521386501497.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,0.638025901787876621291709158366389781655148105948027492927303298730332588304125073745748355216690137527608750194572542841230916843635066617448538818438425483,0.015963399573301299456205042965700668097602872997378705141299259203234915775383118753600152254019611132136343257721297247143547771917010277782010305281735748,73878352155540948447620718403427774498001293452248256430485902449521386501497.015963399573301299456205042965700668097602872997378705141299259203234915775383118753600152254019611132136343257721297247143547771917010277782010305281735748,0.638025901787876621291709158366389781657530785187233280460893587853213198710119071539487908830046203252824362887113850039956490672966797535608551720880806800,156,156
34,14133072157,27530330645108713416987374469727331790531665526622602610141848066918764259216,90457806451997906746295114102505195833866791735127929013755472762572742813627,0.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,27530330645108713416987374469727331790531665526622602610141848066918764259216.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,0.237756575828640827132832661278617500907073538668075969982755819941648929445023500570013847073135815149846971796234881060193709042155054875656461767638838784,0.781208863643563692811806291993198625558024869341329575896606353672477077409456448072680642311726632470677966599707576784968412446127810892622855073480920812,27530330645108713416987374469727331790531665526622602610141848066918764259216.781208863643563692811806291993198625558024869341329575896606353672477077409456448072680642311726632470677966599707576784968412446127810892622855073480920812,0.237756575828640827132832661278617500907961429983497677682461149841128042992301890456370819490688823833237629823926555681916452397097882922799885053164119761,156,156
35,20112871792,111565932824107072002273648098027536630611694584547792392039443258564110295357,65073319313695146178520529869101114308349376191091055110226007524833442301678,0.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,111565932824107072002273648098027536630611694584547792392039443258564110295357.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,0.963502200875332643910608257556081713754417841054249062854428506432394713427510527821938262124631336230653899989997173846073523057801792246165295692629141113,0.561984154032554027548295810058071202701824444472846260259359909453313195245582063621278285060601654519331275864356172339659692068574548156386228669626914438,111565932824107072002273648098027536630611694584547792392039443258564110295357.561984154032554027548295810058071202701824444472846260259359909453313195245582063621278285060601654519331275864356172339659692068574548156386228669626914438,0.963502200875332643910608257556081713758015996998265881869647583732133187437219673702250030998093171174789028060813010143138487549770214079330661181058319655,156,156
36,42387769980,81372929267933625950466299134420767116313809747786657449875828371774815844854,49801825835509570606281703408037944345584045565504136549095842398335950992396,0.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,81372929267933625950466299134420767116313809747786657449875828371774815844854.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,0.702750332979652786081849138803881716270656427354988394227673313276041633255347007640676733239244261047947609401093660990048116155047436297044086549871703098,0.430096962266917870856113373706565115690605542796007403459373692228753581649536748853023628781160788857455431518868106209602735047421281463787759179404628933,81372929267933625950466299134420767116313809747786657449875828371774815844854.430096962266917870856113373706565115690605542796007403459373692228753581649536748853023628781160788857455431518868106209602735047421281463787759179404628933,0.702750332979652786081849138803881716273280817092212992640116469286274136836454221115507697470787089582771545777052414498752918049197503617736723610707514661,156,156
37,100251560595,56616873331361319339778585167167551785831939866134116855199265267823699497557,43995996907931450546017529821179402661741047506605583961822715323191270746432,0.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,56616873331361319339778585167167551785831939866134116855199265267823699497557.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,0.488952861152067880817836132905138175062330181159433588544124889015880599845179681388780343802408329526865512669424722073639534554669904386501005368022942416,0.379956845046310008747522852254108936672561874162839105606769576281237821973797136313715249446298038543337927628905627512224688387985355933047283134199218867,56616873331361319339778585167167551785831939866134116855199265267823699497557.379956845046310008747522852254108936672561874162839105606769576281237821973797136313715249446298038543337927628905627512224688387985355933047283134199218867,0.488952861152067880817836132905138175064156153785235595008269592181301654694640334758395344739293036111363696182309283176831093928866078522014948149112731090,156,156
38,146971536592,87015243271585780626985033128071698022561841908393138262300130220799103430854,25209357855024485003220583383100568569907435221588726049011254238934071668031,0.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,87015243271585780626985033128071698022561841908393138262300130220799103430854.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,0.751478307755962565689583521092941054015388458354716854739295412473768120709347603873522181589372304958910753135496017931918804427213744970183192809536274959,0.217712263601685594498730950161126535528623833659992134076105662912342646900303871754608484104153070757508997196069377812591721300272229455924240671848271617,87015243271585780626985033128071698022561841908393138262300130220799103430854.217712263601685594498730950161126535528623833659992134076105662912342646900303871754608484104153070757508997196069377812591721300272229455924240671848271617,0.751478307755962565689583521092941054018194820537797824043553781653212660182935813961121494228112962701310964558282711234570826826767504199447538520326246359,156,156
39,323724968937,20565748395003466184666204343636157310765094829742621599321518588759629653315,24311842649879211620913578563307151382181113982951839068539255115674165497966,0.209961171009290844820244201693679158573071912576265768847735387654643350209597369010734092170555293843123137477015164202843786764566644126026308768738385058,20565748395003466184666204343636157310765094829742621599321518588759629653315.209961171009290844820244201693679158573071912576265768847735387654643350209597369010734092170555293843123137477015164202843786764566644126026308768738385058,0.177609269600912978182976166563519893399611134056953950258496602671050571598809997178136513191029239574302990946305298149465924643899530210561593597968598364,0.209961171009290844820244201693679158573856003193592300701544781891294010685865335538537718310614049148622009238090517489791770178786599540354907743966897537,20565748395003466184666204343636157310765094829742621599321518588759629653315.209961171009290844820244201693679158573856003193592300701544781891294010685865335538537718310614049148622009238090517489791770178786599540354907743966897537,0.177609269600912978182976166563519893400274407943143753944309567326634913823557047763047505925429282622260700614001482767268890150569441178743645809766778707,156,156
40,1003651412950,73698089885969865917178217585365130397293864653143545863290470632977971667156,55920112788027504860697624221258924004816541552996850637631037640326076931751,0.482935519657297872056894279592759818463939160835672292075997837464468861830468809049649673116829427373454381593280100042835821658883907317959409830217046292,73698089885969865917178217585365130397293864653143545863290470632977971667156.482935519657297872056894279592759818463939160835672292075997837464468861830468809049649673116829427373454381593280100042835821658883907317959409830217046292,0.636469126443736880202470868101802290058393013274367049380930771928677392828953351351628691882390469942162075029283184466396695560235511606279420918761240901,0.482935519657297872056894279592759818465742661968366222890476786824231979874175285321123485400852587508239608144532799145585687926765686939102044950524601675,73698089885969865917178217585365130397293864653143545863290470632977971667156.482935519657297872056894279592759818465742661968366222890476786824231979874175285321123485400852587508239608144532799145585687926765686939102044950524601675,0.636469126443736880202470868101802290060769878805567887564123964940440101907573581365609904850796972238171729975272784175353505990946353650149296210108781130,156,156
41,1458252205147,81119306557295043947776230900539651493257160932663731932698523086255548483211,69833235478127881789123626297864036834549011744885041054439092651501655231589,0.603091592336713776740235286551156227669915841698079731332407859786305459919093898157438830180570877810429242901865246841638765005981943886894998536498639903,81119306557295043947776230900539651493257160932663731932698523086255548483211.603091592336713776740235286551156227669915841698079731332407859786305459919093898157438830180570877810429242901865246841638765005981943886894998536498639903,0.700560004501178046918532514117153724558322654245612684845327415546092799008024469113675086401688406400132299726770606662359062271461507097387291995830515023,0.603091592336713776740235286551156227672168060318630337705785429682992989842124379869695267798451526577714764111203652056599423880586071458947755166374844552,81119306557295043947776230900539651493257160932663731932698523086255548483211.603091592336713776740235286551156227672168060318630337705785429682992989842124379869695267798451526577714764111203652056599423880586071458947755166374844552,0.700560004501178046918532514117153724560938864298943449643676894190140257172885161269360912090729936876713339040918121196970300621267856648774038480866662162,156,156
42,2895374552463,108004735110291605052926238280029015934272711127582669764909355573652864904374,18403329601810133637568039936681058795765401650711307099623243826143290446421,0.158934256416191442771217391240138231301638665344227297206668131419686894440537893830944780856415238705905719602977791179452139192552362204986395979949750808,108004735110291605052926238280029015934272711127582669764909355573652864904374.158934256416191442771217391240138231301638665344227297206668131419686894440537893830944780856415238705905719602977791179452139192552362204986395979949750808,0.932747097160805283186004344649420476262119207744705799526370144343000098458197513696442474043121654800504405955544453109753585718205268476973642646101611018,0.158934256416191442771217391240138231302232198227610722576394103908635869759849053836124252284564076470876743670596621031661139316625788273588766367703911443,108004735110291605052926238280029015934272711127582669764909355573652864904374.158934256416191442771217391240138231302232198227610722576394103908635869759849053836124252284564076470876743670596621031661139316625788273588766367703911443,0.932747097160805283186004344649420476265602510127268638155151865841430009912694085386799861274095566937377420901894970040710548351165792433711086700722013807,156,156
43,7409811047825,75172231921983061963707078453586218075235954430194816683547821744757539658477,89836151575228064517341400809867031783033609174401477513286549833346046540900,0.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296,75172231921983061963707078453586218075235954430194816683547821744757539658477.775840147344682869419848996224549721204738551058437526098669590261328478533520323028365146038333458851109543396942919518220231908941959527664183663630541296,0.649200065540896946256911273549215219069447264873324679211811542438778710365722643513649334749407385839258043351284893920898359331806007432063937823933661450,0.775840147344682869419848996224549721207635891443585602284695030928990908941007861572212765077268166848673335782096004540371355762944603970041631972330401008,75172231921983061963707078453586218075235954430194816683547821744757539658477.775840147344682869419848996224549721207635891443585602284695030928990908941007861572212765077268166848673335782096004540371355762944603970041631972330401008,0.649200065540896946256911273549215219071871673528084287223456791847665442835641168741269156402950883132936750201973462948080423869445197038978174834085878660,156,156
44,15404761757071,42641850349376588048456683523298482342861890575005255055023690152751482106678,53863954730306949225788464513829000943283845993231532239006941853900022216012,0.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788,42641850349376588048456683523298482342861890575005255055023690152751482106678.465178192094907541428067187518437496383459849434795587772537286480308805208917120309939136288443131881060019854473615134770533940144040948654151529102290788,0.368262207118329147139298175681250450455710069297416568004266017443622045314818918223563242816678687236114228989515634045960247247137304531423414978628237232,0.465178192094907541428067187518437496385197036620660521520526104375866209730837622292902883076281130084475203351415032914491505408623406461946759655888543735,42641850349376588048456683523298482342861890575005255055023690152751482106678.465178192094907541428067187518437496385197036620660521520526104375866209730837622292902883076281130084475203351415032914491505408623406461946759655888543735,0.368262207118329147139298175681250450457085328065165889226945729024928842401056094663539662408813723011903856148207169539036037250734575783487350463601267913,156,156
45,19996463086597,50112622098186670293522308964212376217170487478698098151184560544369839286042,77166245647879752064031295604889546052840057843077005375531342667030458077622,0.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093,50112622098186670293522308964212376217170487478698098151184560544369839286042.666420704178912654359268629619008782054661334844335637266268439418964183115423303287484554325879723913780705436782179909835071482568350734450752093745159093,0.432781051177690712330261043021042786354186035143707077601552853857994566984562959230655596741007626230049040209502306458994587954218897660562753506085278417,0.666420704178912654359268629619008782057150053205101987694972212755307708358890547790509981247475172658389018021596882475409976509538680925793166898711592484,50112622098186670293522308964212376217170487478698098151184560544369839286042.666420704178912654359268629619008782057150053205101987694972212755307708358890547790509981247475172658389018021596882475409976509538680925793166898711592484,0.432781051177690712330261043021042786355802236653509692527790872766978679461614708373391250656761887446175567909087608319271394133081204652167758643336363393,156,156
46,51408670348612,114584500658952982261284867257664334263474393257290087756987875227521301436489,72377802498278766546639322951454786203104057764824801286631323494589545738903,0.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833,114584500658952982261284867257664334263474393257290087756987875227521301436489.625066902022471219717509761872412927306197464262841562579564531896830332680612613567199600476123478166535131856543627024592189158380995832989565604472635833,0.989571061492048414868198167087928604468618933645413508094818728194972244272697586396259023032276311377027468984676858396662570558556383505059502269396554732,0.625066902022471219717509761872412927308531748696107058066677984494588750954071037091403141949253446806442956455394429996865350438703512790319550180704162516,114584500658952982261284867257664334263474393257290087756987875227521301436489.625066902022471219717509761872412927308531748696107058066677984494588750954071037091403141949253446806442956455394429996865350438703512790319550180704162516,0.989571061492048414868198167087928604472314442585299527568870432436742594360290863638403215966217062214531534335926227065633003325617572726256926521000889535,156,156
47,119666659114170,26267254531086005924446289926216963278177394500745127274874595717966452048278,87001101956910744728114859046409945791202748241449154110581074788749206277690,0.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215,26267254531086005924446289926216963278177394500745127274874595717966452048278.751356180978838325045097809375920348987250454560386595973326443128707005603779810813085546874607732908834550914326747612063483505010647648749630281488047215,0.226848437610027035379363126238227631087437082700973802385974179699262858272090650669096581259669684023814263364437870441183831923973703373193051137640160298,0.751356180978838325045097809375920348990056360666471961131926217257488332926406538753356505555990012068214613112331295431781941684405756917542239686915411181,26267254531086005924446289926216963278177394500745127274874595717966452048278.751356180978838325045097809375920348990056360666471961131926217257488332926406538753356505555990012068214613112331295431781941684405756917542239686915411181,0.226848437610027035379363126238227631088284238061320571243689459884746374249044608196097182451846227023708715020855670563360512693759073659158549834281333551,156,156
48,191206974700443,65922650075410856534993974163056939852640429077251888193523115047858400845499,41869000666969933530739468879784369787478474775480842047778880811132270629206,0.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615,65922650075410856534993974163056939852640429077251888193523115047858400845499.361587746993314069171905218696855470544679737523257619640893729082592604548641002142497539743929793506137980746936693953423684144080396114963399688040085615,0.569319117649757657903978955505224977581488017586082378834050003793405478036974059328209099595335247203271900162954474443921373461104722444256416348438110780,0.361587746993314069171905218696855470546030070817717821063650273202404083953367634335134270244301758779349620835954714886744767357159380178190458140097321945,65922650075410856534993974163056939852640429077251888193523115047858400845499.361587746993314069171905218696855470546030070817717821063650273202404083953367634335134270244301758779349620835954714886744767357159380178190458140097321945,0.569319117649757657903978955505224977583614114408023049298000905623163409259393308971301450644515071825870487362586769038664175067088575521612340188307653492,156,156
49,409118905032525,40307801063138778132376559836123589321449883390877564180282544683931835372676,84487168443727713049778009853790282775917750548090902002744386003675529530292,0.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439,40307801063138778132376559836123589321449883390877564180282544683931835372676.729645427422688921396177470801843015692774890924353725475257706105542100592363896330194303110868805553787732592306643580661293088826998168312852608483348439,0.348104964066481540479507810725608592923565931717240304142607268025225466741635884403896028891679983877341370559638037977817208644770671062893328969154858766,0.729645427422688921396177470801843015695499719190776479393082459022250742154190841875171066394574668401598017534892720949812305917885638001279042820211032857,40307801063138778132376559836123589321449883390877564180282544683931835372676.729645427422688921396177470801843015695499719190776479393082459022250742154190841875171066394574668401598017534892720949812305917885638001279042820211032857,0.348104964066481540479507810725608592924865914160933379964599012995780060420832779184917835799467547811953915878834667242704264597745837466798918875170260862,156,156
50,611140496167764,110560903758971929709743161563183868968201998016819862389797221564458485814982,106403041512432555215316396882584033752066537554388330180776939978150437217531,0.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336,110560903758971929709743161563183868968201998016819862389797221564458485814982.918914601276078870304426859944331173443426816801697713238429140217706176716580720828074319238795601663415309210705679237331984474708139847509718358769597336,0.954822600466056561624846774425390730806546619552651907090277409981316325379548616151109636567933498974033308153582220635031482511297757040432613867524662951,0.918914601276078870304426859944331173446858462346068589655259693919545456655295239541392453426565292802805900211991917633665529747176284327635125395458803968,110560903758971929709743161563183868968201998016819862389797221564458485814982.918914601276078870304426859944331173446858462346068589655259693919545456655295239541392453426565292802805900211991917633665529747176284327635125395458803968,0.954822600466056561624846774425390730810112361916527492504015047471491510860240899851433381641391242943077522439636693661924541783270757140706430755726477122,156,156
51,2058769515153876,63515334313235940978997497997309110945131154723579807607384497547958713837455,58372837009371438499600708449369979083506963697147052846447906363256905894908,0.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119,63515334313235940978997497997309110945131154723579807607384497547958713837455.504117659451986858209456679676491934902289950852560835190036858752518086448022794349082431085679142252052170079168240366487794634679617179670083306461904119,0.548529132962279435734156576338628813519803333720516139581733190238781441516378641156760185407261227862870700832273359031025761463721496085849151990459182255,0.504117659451986858209456679676491934904172555740430429618700170632999829348317599945829036714524734182464648864230107501532404915588600700159496165348191100,63515334313235940978997497997309110945131154723579807607384497547958713837455.504117659451986858209456679676491934904172555740430429618700170632999829348317599945829036714524734182464648864230107501532404915588600700159496165348191100,0.548529132962279435734156576338628813521851791273017354455909584753953416194890085914682873526358970157015997892564556697203122415620045150279960475461827072,156,156
52,4216495639600700,52813238566474594496574906867435567565233423293475819066208762163447782904999,98011757932358350962613998289386682535741825041444942664745561971592823444973,0.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681,52813238566474594496574906867435567565233423293475819066208762163447782904999.846446061884961691336360377705416013998173261127627773862455207301455414662639974710093842567242436215534056727735410727804937070608696928737839551734909681,0.456104030200489096729546989640536046816251621601420198120519178872192125718287260454869567942678797151155460888818418504234520088562219086770081208672772263,0.846446061884961691336360377705416014001334276147722241221336956622272580722386239270978645788589049569607614147103684801727710396573360799577712677583565331,52813238566474594496574906867435567565233423293475819066208762163447782904999.846446061884961691336360377705416014001334276147722241221336956622272580722386239270978645788589049569607614147103684801727710396573360799577712677583565331,0.456104030200489096729546989640536046817954921734896761398237385328370259087714143409549387755535985619593174721605826127309055491007904886545310343624961965,156,156
53,6763683971478124,7086754227407391658152234626386289704606906620229921345536119461826835276617,45806165569194256586261502717728099690457099843611552664107027616191159246392,0.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936,7086754227407391658152234626386289704606906620229921345536119461826835276617.395589766718125261564440995288735429510602631353796466927888550424147000693704855908895775221545383647030186164879395468380852491954615009147059778368582936,0.061202404016418340860916274607729216666159235951572793427189302002200213817599821248848369082627764332476354744075307807504733389638705159571880381071107972,0.395589766718125261564440995288735429512079943672560149579444993024301592547573074149646267965219701930847422147320832729262299218766933627345901309105117567,7086754227407391658152234626386289704606906620229921345536119461826835276617.395589766718125261564440995288735429512079943672560149579444993024301592547573074149646267965219701930847422147320832729262299218766933627345901309105117567,0.061202404016418340860916274607729216666387793596381212674605431307679562195908978964052939013890640073453625177971389724550641681235573618712184780263529968,156,156
54,9974455244496707,33903532250825920011423262729318037347523984276123141340942803818961706296726,168743002427289881765681417490337978467882455308235152692948563217619698893,0.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390,33903532250825920011423262729318037347523984276123141340942803818961706296726.001457293011454786420425259391849853777516496842650552005970824381990889762644636646249032311658799998624483838545232551669605169995169830730172088648221390,0.292796619131213189584302175174818794406904150351975754266849115339357099074718980608146133261499389498444191495739227817357448559805961427874978523028507271,0.001457293011454786420425259391849853777521939038326468966564752107577914864717051863354931422259276840547144816069832431111176798115793283354251164479476429,33903532250825920011423262729318037347523984276123141340942803818961706296726.001457293011454786420425259391849853777521939038326468966564752107577914864717051863354931422259276840547144816069832431111176798115793283354251164479476429,0.292796619131213189584302175174818794407997586251299993763266412345628787689355878130660333325640192289724499154591238945707395738863573280007112678797406038,156,156
55,30045390491869460,60445698216621826856287952149610390835450647855250491824511024996101472713059,6650413705544923593404974197957088657590778889830546541291909209606529242729,0.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277,60445698216621826856287952149610390835450647855250491824511024996101472713059.057434093722196194108326094001946728797915249990997339067970282703920960854760327939957321069551382277800100730917204127022063276524772612330634510471917277,0.522019238229117770747213841688329590451326716548361710615010608938179062447486176603598131551813801108028767432291356630156962212980503072420207329288789778,0.057434093722196194108326094001946728798129735049285730658887833397748128109171399154826661375968089644350480228103127254524346630484033413633004867508935679,60445698216621826856287952149610390835450647855250491824511024996101472713059.057434093722196194108326094001946728798129735049285730658887833397748128109171399154826661375968089644350480228103127254524346630484033413633004867508935679,0.522019238229117770747213841688329590453276174082780218608462554639636040213656390710137734361381410174359394118030292382411657523555294327649120831016649958,156,156
56,44218742292676575,28576446286465130798687394270835338936156158272521290958787272130765482596762,101338706018188911277721114497155019368847601339832684197459624859833147765647,0.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744,28576446286465130798687394270835338936156158272521290958787272130765482596762.875178146328243229753365453828576805321232671965344617302106039084660421035155218035577392349430723289148739721700261741386873072513634892254658976382828744,0.246791006835515576471984514785524653181187692579042079097512679025328205605439704706970351722935945306129026400589807269689766470620699238541628347954420818,0.875178146328243229753365453828576805324500985671762441889335143737449698971213729731232502958192964630463055421560981136483985032001647987003916129484765874,28576446286465130798687394270835338936156158272521290958787272130765482596762.875178146328243229753365453828576805324500985671762441889335143737449698971213729731232502958192964630463055421560981136483985032001647987003916129484765874,0.246791006835515576471984514785524653182109322573626806525867265602261541435944993629921114957723099515695478660480915530124067952581154807789743262660037153,156,156
57,138245758910846492,74691033661854708945097969794875545130743253282866857528646094060486887766762,50520096726607883683128959576900318161316692878968149241991939304173485276380,0.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077,74691033661854708945097969794875545130743253282866857528646094060486887766762.436300070750660788489162647283570690045711245184558585952405241276574303807750457399674109878918507935500922148557968923218779533111354264151581122061204077,0.645044356258010307064245572917392822825712507192992807032047273491276582281414616411219180178223001259116385125387535009043699929056691172257802295866209126,0.436300070750660788489162647283570690047340588315814779829949032892907331386464976164791510660814598285492820636231069138331687952373010741532566428512379401,74691033661854708945097969794875545130743253282866857528646094060486887766762.436300070750660788489162647283570690047340588315814779829949032892907331386464976164791510660814598285492820636231069138331687952373010741532566428512379401,0.645044356258010307064245572917392822828121396537008506131059202202018746645258841523464340228315395765278649847602059694092288262388944665886770465444209226,156,156
58,199976667976342049,7842290535780881515467118634686610054213231290193967407475681065888263921474,37223995011863042135269033180096052877832679834151924259363842760832235837987,0.321472695216444062719529316194727934916627537976157124442005567070591981743229463543286222444970875916217524962664343218654953939980868969465886266959826601,7842290535780881515467118634686610054213231290193967407475681065888263921474.321472695216444062719529316194727934916627537976157124442005567070591981743229463543286222444970875916217524962664343218654953939980868969465886266959826601,0.067727342925025613505880634083353644927934831571840183331843277373848576966687978220248184720882524398787293415787530001820430347756445121729171325299590674,0.321472695216444062719529316194727934917828063401092631938179880049190944649870420259959761384740837644008930431624081219539211011124613201622660012557483519,7842290535780881515467118634686610054213231290193967407475681065888263921474.321472695216444062719529316194727934917828063401092631938179880049190944649870420259959761384740837644008930431624081219539211011124613201622660012557483519,0.067727342925025613505880634083353644928187756309631911347989171107016428204433055341751115061121141025142510595588076971020677366088554172117411630786431813,156,156
59,525070384258266191,29468339291227022490967140728449087203757816877061952957844349023051015394437,5867199329528628582491486657327247741547599271992614464633076311922995064508,0.050670122356146350579131586768833968375450724963052758018241822511689816285094881114218263719129998447331010159953585877895595298410036954977865860121253084,29468339291227022490967140728449087203757816877061952957844349023051015394437.050670122356146350579131586768833968375450724963052758018241822511689816285094881114218263719129998447331010159953585877895595298410036954977865860121253084,0.254493545157748925267886042005117524855266660785426061050630198366568251051118711325744228185755102565576686872917662148634605516198582410011506626880578635,0.050670122356146350579131586768833968375639950272319506353195292627771175865512078410681128069625509120642356307705231637908237407283827341563161571295825077,29468339291227022490967140728449087203757816877061952957844349023051015394437.050670122356146350579131586768833968375639950272319506353195292627771175865512078410681128069625509120642356307705231637908237407283827341563161571295825077,0.254493545157748925267886042005117524856217055565418629275582549767805222075837101963614180600583021959797765546993645291232894457099369750530852827463413393,156,156
60,1135041350219496382,32976901974812130467888454680865813064186458215596336709018932995219129999629,94344309747317421167124060163550008068954848013402657284162153757492808086031,0.814773361191873021278627546581968811277672599754329884364312674847336861153038878992098461716817493944692822268329122807847773998690640983454615149505960488,32976901974812130467888454680865813064186458215596336709018932995219129999629.814773361191873021278627546581968811277672599754329884364312674847336861153038878992098461716817493944692822268329122807847773998690640983454615149505960488,0.284794083879304414332749288177281536507428803841928490121034450998674432072759234679882568541848018693098863979626651358239272050095704317162186724350491673,0.814773361191873021278627546581968811280715334488029190377730457381655630768235320141688262451598368501270470684099640258531552413721893056678921391320790488,32976901974812130467888454680865813064186458215596336709018932995219129999629.814773361191873021278627546581968811280715334488029190377730457381655630768235320141688262451598368501270470684099640258531552413721893056678921391320790488,0.284794083879304414332749288177281536508492354630707366795288918555354957930170441666558413261748338309705445778929565013669685133870669785745554919975414501,156,156
61,1425787542618654982,33308989973171342073697220435010985741081235541259067848310503357357122078015,95725642944317286839874181564660753559887752233498128945789602194633150111324,0.826702787511911341037180449490996160908371641925938721900214511321589963105556521159461039286057651868811963741381697776372246809402631486977403531750225546,33308989973171342073697220435010985741081235541259067848310503357357122078015.826702787511911341037180449490996160908371641925938721900214511321589963105556521159461039286057651868811963741381697776372246809402631486977403531750225546,0.287662051808258493124026345498776931828251448521631499391172212282543873125303113367226410271520307560941613540169081645424681177108528560468527462090272377,0.826702787511911341037180449490996160911458926569522157474877703456253751324644545931954496328753778230875108370466203766727932378814615372079490901346062689,33308989973171342073697220435010985741081235541259067848310503357357122078015.826702787511911341037180449490996160911458926569522157474877703456253751324644545931954496328753778230875108370466203766727932378814615372079490901346062689,0.287662051808258493124026345498776931829325709608572062308691285811900759389632244923607140866685311179882463515523055760822817208286089102209862611691891867,156,156
62,3908372542507822062,15877604754714859824235961000680666017735583517798512888980505728230641434280,27676014891220873617147919511945292449354083613136393884603452417089983439557,0.239014729533887305150630422381791592783611523682306067564879618537562439505580893933025187684440402097525820214140658032745066834443531003304567104561482489,15877604754714859824235961000680666017735583517798512888980505728230641434280.239014729533887305150630422381791592783611523682306067564879618537562439505580893933025187684440402097525820214140658032745066834443531003304567104561482489,0.137121670912886514838391037386104800115234727156321195392206400610672521191100198638266123924565316201542213185309129817948974468619296071802314008771197860,0.239014729533887305150630422381791592784504113516557215023893939688065747886842793694401358607951774123677217136027678560212244656781335015027305301052541462,15877604754714859824235961000680666017735583517798512888980505728230641434280.239014729533887305150630422381791592784504113516557215023893939688065747886842793694401358607951774123677217136027678560212244656781335015027305301052541462,0.137121670912886514838391037386104800115746801913182658729010118825759790838927554079992572812214241278877554308587278122596652194160379976661721132867437492,156,156
