family,label,d,d_net,x,y,xn,yn,dX_num,dX_den,dF_num,dF_den,primary_rule,X_fixed,F_fixed,F_reflect,X_beta
double,1->2d,1,2,55066263022277343669578718895168534326250603453777594175500187360389116729240,32670510020758816978083085130507043184471273380659243275938904335757337482424,89565891926547004231252920425935692360644145829622209833684329913297188986597,12158399299693830322967808612713398636155367887041628176798871954788371653930,34499628904269660561674201530767158034393542375844615658184142552908072257357,115792089237316195423570985008687907853269984665640564039457584007908834671663,-20512110721064986655115276517793644548315905493617615099140032380968965828494,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,2->2d,2,4,89565891926547004231252920425935692360644145829622209833684329913297188986597,12158399299693830322967808612713398636155367887041628176798871954788371653930,103388573995635080359749164254216598308788835304023601477803095234286494993683,37057141145242123013015316630864329550140216928701153669873286428255828810018,13822682069088076128496243828280905948144689474401391644118765320989306007086,115792089237316195423570985008687907853269984665640564039457584007908834671663,24898741845548292690047508018150930913984849041659525493074414473467457156088,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,3->2d,3,6,112711660439710606056748659173929673102114977341539408544630613555209775888121,25583027980570883691656905877401976406448868254816295069919888960541586679410,115780575977492633039504758427830329241728645270042306223540962614150928364886,78735063515800386211891312544505775871260717697865196436804966483607426560663,3068915537782026982756099253900656139613667928502897678910349058941152476765,115792089237316195423570985008687907853269984665640564039457584007908834671663,53152035535229502520234406667103799464811849443048901366885077523065839881253,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,4->2d,4,8,103388573995635080359749164254216598308788835304023601477803095234286494993683,37057141145242123013015316630864329550140216928701153669873286428255828810018,21262057306151627953595685090280431278183829487175876377991189246716355947009,41749993296225487051377864631615517161996906063147759678534462689479575333124,-82126516689483452406153479163936167030605005816847725099811905987570139046674,115792089237316195423570985008687907853269984665640564039457584007908834671663,4692852150983364038362548000751187611856689134446606008661176261223746523106,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,5->2d,5,10,21505829891763648114329055987619236494102133314575206970830385799158076338148,98003708678762621233683240503080860129026887322874138805529884920309963580118,72488970228380509287422715226575535698893157273063074627791787432852706183111,62070622898698443831883535403436258712770888294397026493185421712108624767191,50983140336616861173093659238956299204791023958487867656961401633694629844963,115792089237316195423570985008687907853269984665640564039457584007908834671663,-35933085780064177401799705099644601416255999028477112312344463208201338812927,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,6->2d,6,12,115780575977492633039504758427830329241728645270042306223540962614150928364886,78735063515800386211891312544505775871260717697865196436804966483607426560663,94111259592240215275188773285036844871058226277992966241101117022315524122714,76870767327212528811304566602812752860184934880685532702451763239157141742375,-21669316385252417764315985142793484370670418992049339982439845591835404242172,115792089237316195423570985008687907853269984665640564039457584007908834671663,-1864296188587857400586745941693023011075782817179663734353203244450284818288,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,7->2d,7,14,41948375291644419605210209193538855353224492619856392092318293986323063962044,48361766907851246668144012348516735800090617714386977531302791340517493990618,33301309993451753050311554695703528430361259803437469669590207169100761277412,91711666877231500617203373035680263572492971120307578300405368749466283229019,-8647065298192666554898654497835326922863232816418922422728086817222302684632,115792089237316195423570985008687907853269984665640564039457584007908834671663,43349899969380253949059360687163527772402353405920600769102577408948789238401,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,8->2d,8,16,21262057306151627953595685090280431278183829487175876377991189246716355947009,41749993296225487051377864631615517161996906063147759678534462689479575333124,104059883622109321374094289636044428849728529177856482232626205340719788190730,112122903140080327253741791678230372394936108416576609264408917599318947489825,82797826315957693420498604545763997571544699690680605854635016094003432243721,115792089237316195423570985008687907853269984665640564039457584007908834671663,70372909843854840202363927046614855232939202353428849585874454909839372156701,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,9->2d,9,18,78173298682877769088723994436027545680738210601369041078747105985693655485630,92362876758821804597230797234617159328445543067760556585160674174871431781431,38901272619685732968285380035171577070479117282397203902622597987558769928140,87393127487643849618870152207476122589010570440825041333620493866032028851544,-39272026063192036120438614400855968610259093318971837176124507998134885557490,115792089237316195423570985008687907853269984665640564039457584007908834671663,-4969749271177954978360645027141036739434972626935515251540180308839402929887,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,10->2d,10,20,72488970228380509287422715226575535698893157273063074627791787432852706183111,62070622898698443831883535403436258712770888294397026493185421712108624767191,34773495056115281091786765947597603724784643419904767525769502836017890139287,8470533044743364938367028725608288731153024648869546164814808839694950063162,-37715475172265228195635949278977931974108513853158307102022284596834816043824,115792089237316195423570985008687907853269984665640564039457584007908834671663,-53600089853955078893516506677827969981617863645527480328370612872413674704029,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,11->2d,11,22,53957576663012291606402345341061437133522758407718089353314528343643821967563,98386217607324929854432842186271083758341411730506808463586570492533445740059,29908081367423272746086114569421970207888665320998202915346633185016778189308,19705544727792599099830884487151299095417296550955739824847212341657057716097,-24049495295589018860316230771639466925634093086719886437967895158627043778255,115792089237316195423570985008687907853269984665640564039457584007908834671663,-78680672879532330754601957699119784662924115179551068638739358150876388023962,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,12->2d,12,24,94111259592240215275188773285036844871058226277992966241101117022315524122714,76870767327212528811304566602812752860184934880685532702451763239157141742375,115090238283566018960826468250608273126387416636633736439689841211757211870926,47185183227829754668635270747409548752084785367264057948864458978444304762303,20978978691325803685637694965571428255329190358640770198588724189441687748212,115792089237316195423570985008687907853269984665640564039457584007908834671663,-29685584099382774142669295855403204108100149513421474753587304260712836980072,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,13->2d,13,26,109699032664856045668214896063362497021339186688470416858630178803463338613416,4835088675770141268294878046681321747490758260515711581034896622314066275713,46375854666189782329411331467438732923135312366454677774518044107217916677258,28872066516664221627799718496556756366588329842312456769228220433104069963108,-63323177998666263338803564595923764098203874322015739084112134696245421936158,115792089237316195423570985008687907853269984665640564039457584007908834671663,24036977840894080359504840449875434619097571581796745188193323810790003687395,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,14->2d,14,28,33301309993451753050311554695703528430361259803437469669590207169100761277412,91711666877231500617203373035680263572492971120307578300405368749466283229019,38862517885349586199469132990077977525522399615397327331631717567532241615208,56796032415390392137148811074183321813766115156763923072036584114852967736264,5561207891897833149157578294374449095161139811959857662041510398431480337796,115792089237316195423570985008687907853269984665640564039457584007908834671663,-34915634461841108480054561961496941758726855963543655228368784634613315492755,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,15->2d,15,30,97505755694356382817881959832717013755620551362654128955029190924747025549326,39856815248295663243990443767776362321337592747889787217974905533720651000664,49378132684229722274313556995573891527709373183446262831552359577455015004672,78123232289538034746933569305416412888858560602643272431489024958214987548923,-48127623010126660543568402837143122227911178179207866123476831347292010544654,115792089237316195423570985008687907853269984665640564039457584007908834671663,38266417041242371502943125537640050567520967854753485213514119424494336548259,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,16->2d,16,32,104059883622109321374094289636044428849728529177856482232626205340719788190730,112122903140080327253741791678230372394936108416576609264408917599318947489825,95440839670107969455973995843666399663662641812074432045896568980475242364517,67400892360194400039319989411395972789004161889863182881857158544061243615929,-8619043952001351918120293792378029186065887365782050186729636360244545826213,115792089237316195423570985008687907853269984665640564039457584007908834671663,-44722010779885927214421802266834399605931946526713426382551759055257703873896,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,17->2d,17,34,100862081773581120499222301212791081193994281440454033593790618293887747050036,29883864782608871580821802176208615141762369223249393426421538275393411672951,12619776604307790469550660645393525758448419897555601226868753617320214526993,86272100689574882152938150858861318820088413186167100601966648021512258522745,-88242305169273330029671640567397555435545861542898432366921864676567532523043,115792089237316195423570985008687907853269984665640564039457584007908834671663,56388235906966010572116348682652703678326043962917707175545109746118846849794,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,18->2d,18,36,38901272619685732968285380035171577070479117282397203902622597987558769928140,87393127487643849618870152207476122589010570440825041333620493866032028851544,101419098787597942766661010883841213675986572091206578880178916574081925093625,53748097764673089702489673031527129553025318704228137363806494938199580582828,62517826167912209798375630848669636605507454808809374977556318586523155165485,115792089237316195423570985008687907853269984665640564039457584007908834671663,-33645029722970759916380479175948993035985251736596903969813998927832448268716,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,19->2d,19,38,19588375357829479297593261744848590434972900972071148260168833594658324503404,60568592333449737531184420002591396163903580402725242236305558432410218044282,82592391416753704330480457266605199466589998476548643675167586509583694299127,96352244311289141626709213538144106127822954871227876742730890119647945927428,63004016058924225032887195521756609031617097504477495414998752914925369795723,115792089237316195423570985008687907853269984665640564039457584007908834671663,35783651977839404095524793535552709963919374468502634506425331687237727883146,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,20->2d,20,40,34773495056115281091786765947597603724784643419904767525769502836017890139287,8470533044743364938367028725608288731153024648869546164814808839694950063162,65977930378964483966842705159007630837451149704819265634327747226133817150731,106574384264472205627876631445935175739834375489227447805380155393950263965849,31204435322849202875055939211410027112666506284914498108558244390115927011444,115792089237316195423570985008687907853269984665640564039457584007908834671663,98103851219728840689509602720326887008681350840357901640565346554255313902687,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,21->2d,21,42,24049875635381557237058143631624836741422505207761609709712554171343558302165,22669890352939653242079781319904043788036611953081321775127194249638113810828,115136800820456833737994126771386015026287095034625623644186278108926690779567,3479535755779840016334846590594739014278212596066547564422106861430200972724,91086925185075276500935983139761178284864589826864013934473723937583132477402,115792089237316195423570985008687907853269984665640564039457584007908834671663,-19190354597159813225744934729309304773758399357014774210705087388207912838104,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,22->2d,22,44,29908081367423272746086114569421970207888665320998202915346633185016778189308,19705544727792599099830884487151299095417296550955739824847212341657057716097,42072772011086351294328511389423850314698152445154323541536957340534349973349,99133657745585934968186133288050721248258413615930917407282740640761199917928,12164690643663078548242396820001880106809487124156120626190324155517571784041,115792089237316195423570985008687907853269984665640564039457584007908834671663,79428113017793335868355248800899422152841117064975177582435528299104142201831,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,23->2d,23,46,21545045623056848826483343441081830815719530893582365358444562918095175994431,1296978981679745807043951140304019026881137717020402959957988455650813508967,112485767891133126222498548010271946438760990210983300801299715976951536768791,85739109496996784368776054024999276184984966609644199395125789597014054674947,90940722268076277396015204569190115623041459317400935442855153058856360774360,115792089237316195423570985008687907853269984665640564039457584007908834671663,84442130515317038561732102884695257158103828892623796435167801141363241165980,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,24->2d,24,48,115090238283566018960826468250608273126387416636633736439689841211757211870926,47185183227829754668635270747409548752084785367264057948864458978444304762303,50111670963408569345385204828013406423962206186815367070190059614189255189955,96344650049071302355595011727277439354119658646232861677212062449792674989672,-64978567320157449615441263422594866702425210449818369369499781597567956680971,115792089237316195423570985008687907853269984665640564039457584007908834671663,49159466821241547686959740979867890602034873278968803728347603471348370227369,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,25->2d,25,50,66165162229742397718677620062386824252848999675912518712054484685772795754260,52018513869565587577673992057861898728543589604141463438466108080111932355586,18752372355191540835222161239240920883340654532661984440989362140194381601434,88478450163343634110113046083156231725329016889379853417393465962619872936244,-47412789874550856883455458823145903369508345143250534271065122545578414152826,115792089237316195423570985008687907853269984665640564039457584007908834671663,36459936293778046532439054025294332996785427285238389978927357882507940580658,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,26->2d,26,52,46375854666189782329411331467438732923135312366454677774518044107217916677258,28872066516664221627799718496556756366588329842312456769228220433104069963108,19511180689223863964676874168627421459323156917296991798297923962201555596949,57367979562017697409196531308288663269903370049256107839675184520239291074509,-26864673976965918364734457298811311463812155449157685976220120145016361080309,115792089237316195423570985008687907853269984665640564039457584007908834671663,28495913045353475781396812811731906903315040206943651070446964087135221111401,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,27->2d,27,54,99023490166718961467148584643029653267652245207820783364668071358307234645801,75362751621984629832705305750958516370071248757681753180287377123479199292501,36122698064134239917117034944532638029925389202648589133547978226819319812203,17027329777463400105144356958107372283640412543533161381521436991456009891579,-62900792102584721550031549698497015237726856005172194231120093131487914833598,115792089237316195423570985008687907853269984665640564039457584007908834671663,-58335421844521229727560948792851144086430836214148591798765940132023189400922,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,28->2d,28,56,38862517885349586199469132990077977525522399615397327331631717567532241615208,56796032415390392137148811074183321813766115156763923072036584114852967736264,85443494863408502680908561006538876660936831179320971186834465657383528300823,41574129741798670788318102088797945519763253166412892215513009393101328479924,46580976978058916481439428016460899135414431563923643855202748089851286685615,115792089237316195423570985008687907853269984665640564039457584007908834671663,-15221902673591721348830708985385376294002861990351030856523574721751639256340,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,29->2d,29,58,88789495143442116025801984763830218317601484092281216301053684219001740388315,14971629676138079947354454610178388572791590863859394042797260533911845233794,31361859868524256934340493392748324439250961207479738197811398391136366390587,66949045302018276465653829790546454755295341269007016439257946146448951430658,-57427635274917859091461491371081893878350522884801478103242285827865373997728,115792089237316195423570985008687907853269984665640564039457584007908834671663,51977415625880196518299375180368066182503750405147622396460685612537106196864,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,30->2d,30,60,49378132684229722274313556995573891527709373183446262831552359577455015004672,78123232289538034746933569305416412888858560602643272431489024958214987548923,518559790775991926153431284348924991691752894319091408626305042091127390610,7754554211713140270585379622151031431183921268920287121212618482407411327399,-48859572893453730348160125711224966536017620289127171422926054535363887614062,115792089237316195423570985008687907853269984665640564039457584007908834671663,-70368678077824894476348189683265381457674639333722985310276406475807576221524,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,31->2d,31,62,48009403158434809478298710137233764200988036438868259456275038304221065242292,101379581344212856035375194820281365028426536613141130008386086305632315345538,7470696802146976875048795875680307511987987110754117830917946933599684326041,35498370868222357101075189419100726924131867018781426271212491175192595798687,-40538706356287832603249914261553456689000049328114141625357091370621380916251,115792089237316195423570985008687907853269984665640564039457584007908834671663,-65881210475990498934300005401180638104294669594359703737173595130439719546851,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,32->2d,32,64,95440839670107969455973995843666399663662641812074432045896568980475242364517,67400892360194400039319989411395972789004161889863182881857158544061243615929,86454928033100054822938644242727206101601557724291916072342392316125160730507,41929975541376036990359335647717381527212342035893043668288666074313354583455,-8985911637007914633035351600939193562061084087782515973554176664350081634010,115792089237316195423570985008687907853269984665640564039457584007908834671663,-25470916818818363048960653763678591261791819853970139213568492469747889032474,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,33->2d,33,66,10219441022991940610048493520113102240595005085840974180672104038719657072293,84023467742492607926612431243360899514584580916128500081114886405247779677078,3424845089359850216662036433701154320174571538574732765710185710213042263842,50402943044099287338970517565438553175068884535895555750200109900004591912417,-6794595933632090393386457086411947920420433547266241414961918328506614808451,115792089237316195423570985008687907853269984665640564039457584007908834671663,-33620524698393320587641913677922346339515696380232944330914776505243187764661,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,34->2d,34,68,12619776604307790469550660645393525758448419897555601226868753617320214526993,86272100689574882152938150858861318820088413186167100601966648021512258522745,51066658180107921513962315407412637295052131625923864803877804316114485295337,33347816669304080943742680598459188657402202482318798658365673129240153230584,38446881575800131044411654762019111536603711728368263577009050698794270768344,115792089237316195423570985008687907853269984665640564039457584007908834671663,-52924284020270801209195470260402130162686210703848301943600974892272105292161,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,35->2d,35,70,43584328072464330665967763306297595761508151294385275883849271528835646125177,1171731419844835688478928898148416329180259014376715189840427072871218252873,86865106983614620555782830675279365848528790960271514243101794703912353027136,107186483708804024343949399862843037919568693300460965445053323392260478671799,43280778911150289889815067368981770087020639665886238359252523175076706901959,115792089237316195423570985008687907853269984665640564039457584007908834671663,106014752288959188655470470964694621590388434286084250255212896319389260418926,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,36->2d,36,72,101419098787597942766661010883841213675986572091206578880178916574081925093625,53748097764673089702489673031527129553025318704228137363806494938199580582828,76417524908279090471280141612151274819536228432327196024616750366929236333900,28547740495103478414520291360192300769496233495473526474752559351111853416127,-25001573879318852295380869271689938856450343658879382855562166207152688759725,115792089237316195423570985008687907853269984665640564039457584007908834671663,-25200357269569611287969381671334828783529085208754610889053935587087727166701,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,37->2d,37,74,44696466249196887777481833878429299174322536392992392205634510941844339159869,58341336599715296255997469230977942456412351469447624645098110293822755987119,17844299963945865753556978175977048283527667030971488871107009726265147492416,92339455426497992527764828083353129240162541312856283586209097866972992126025,-26852166285251022023924855702452250890794869362020903334527501215579191667453,115792089237316195423570985008687907853269984665640564039457584007908834671663,33998118826782696271767358852375186783750189843408658941110987573150236138906,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,38->2d,38,76,82592391416753704330480457266605199466589998476548643675167586509583694299127,96352244311289141626709213538144106127822954871227876742730890119647945927428,67990777350807742601404023085488753338978132210207570380931332031538910989091,85792528080009126161701413187313528408286619337671538805045464108358228475888,-14601614065945961729076434181116446127611866266341073294236254478044783310036,115792089237316195423570985008687907853269984665640564039457584007908834671663,-10559716231280015465007800350830577719536335533556337937685426011289717451540,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,39->2d,39,78,58245954963044076335222193032419637688317373475605757277584156718458924469103,12764036181290433088658499435961200322530176588733628912045896254235383420282,20748939091719637471895272621629400096581453981910040513983032651039194532014,107007136602518391288517914008460549905372181058811316095661346454061774229193,-37497015871324438863326920410790237591735919493695716763601124067419729937089,115792089237316195423570985008687907853269984665640564039457584007908834671663,94243100421227958199859414572499349582842004470077687183615450199826390808911,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,40->2d,40,80,65977930378964483966842705159007630837451149704819265634327747226133817150731,106574384264472205627876631445935175739834375489227447805380155393950263965849,105562457083132745572708143974180364633865373973280165462544121334166431725102,25628918875802021943667012249582785274069049593485836199662819559539854993207,39584526704168261605865438815172733796414224268460899828216374108032614574371,115792089237316195423570985008687907853269984665640564039457584007908834671663,-80945465388670183684209619196352390465765325895741611605717335834410408972642,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,41->2d,41,82,55442706224332212356956949983947160877073898960448236395042968736464621521147,5905242281663190858892708265754696019921609450612128937011632221309721495543,102837171301428769333771264773335921346950557806327713809549280863721245858271,15164023296287171181043853434909470869363674779362801745003407514667801193163,47394465077096556976814314789388760469876658845879477414506312127256624337124,115792089237316195423570985008687907853269984665640564039457584007908834671663,9258781014623980322151145169154774849442065328750672807991775293358079697620,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,42->2d,42,84,115136800820456833737994126771386015026287095034625623644186278108926690779567,3479535755779840016334846590594739014278212596066547564422106861430200972724,61401677321786128624431159032263749752468788015947186556533285933672418059129,65545782242346006913034221054137782170449115459338816031208854498684321262830,-53735123498670705113562967739122265273818307018678437087652992175254272720438,115792089237316195423570985008687907853269984665640564039457584007908834671663,62066246486566166896699374463543043156170902863272268466786747637254120290106,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,43->2d,43,86,96414945312501980282409358461754977502747357521062737878469375231739675541449,108016644921439980219149763541432916357155273945921323318636524851968650287411,33238836385049624224277173107813446262790356254484721792146647050258190102188,68765426899485956695091900677198638765507724712483592192815717200004462122786,-63176108927452356058132185353941531239957001266578016086322728181481485439261,115792089237316195423570985008687907853269984665640564039457584007908834671663,-39251218021954023524057862864234277591647549233437731125820807651964188164625,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,44->2d,44,88,42072772011086351294328511389423850314698152445154323541536957340534349973349,99133657745585934968186133288050721248258413615930917407282740640761199917928,76298145411769127142051742143984516410310388698796900364544497222460493284606,73411481198600422535897182689311125186386648944480927088108065877811504729128,34225373400682775847723230754560666095612236253642576823007539881926143311257,115792089237316195423570985008687907853269984665640564039457584007908834671663,-25722176546985512432288950598739596061871764671449990319174674762949695188800,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,45->2d,45,90,2069755349039566255304036353648839232649715781170511813011535420394543798627,53173698995439924366951845531266805314230463309822098990695656330917108292762,106424249689785792809434743491778818298150289868329582003793750155851559913753,49930311026718593748365085023583718822918480166988780383065338740169345896747,104354494340746226554130707138129979065500574087159070190782214735457016115126,115792089237316195423570985008687907853269984665640564039457584007908834671663,-3243387968721330618586760507683086491311983142833318607630317590747762396015,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,46->2d,46,92,112485767891133126222498548010271946438760990210983300801299715976951536768791,85739109496996784368776054024999276184984966609644199395125789597014054674947,100465062236661070713292652798360405767974933403943197785038031859530698082328,94188634306238076314961349736363811510818492108777651132739519725941790023149,-12020705654472055509205895211911540670786056807040103016261684117420838686463,115792089237316195423570985008687907853269984665640564039457584007908834671663,8449524809241291946185295711364535325833525499133451737613730128927735348202,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,47->2d,47,94,54253141229701892740678441538472478126466317116121420289154985997987923385716,67647191893224491627918802490479062705030965032432110320079555712709270724822,60099623364316816814360901080340830187927628082720539824424530667494328140530,13168532797630625326505420165580249887582853122297745568490807466396307907166,5846482134614924073682459541868352061461310966599119535269544669506404754814,115792089237316195423570985008687907853269984665640564039457584007908834671663,-54478659095593866301413382324898812817448111910134364751588748246312962817656,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,48->2d,48,96,50111670963408569345385204828013406423962206186815367070190059614189255189955,96344650049071302355595011727277439354119658646232861677212062449792674989672,28521334929257642662355968364187618978461680651983966049366919313167261413603,92001216339226101051709000074262638298012195154973025878101242482331580579919,-21590336034150926683029236463825787445500525534831401020823140301021993776352,115792089237316195423570985008687907853269984665640564039457584007908834671663,-4343433709845201303886011653014801056107463491259835799110819967461094409753,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,49->2d,49,98,109846273198995465046214558810696509369395695668678477567979041624391316796720,101711840700253487202274292900077312932162220876743713596510869779955653950519,32260807620578486927060573094567194421889620277145625073289289981635159254452,90489276162980686059013225219161110475382237731883191038134170438145132642754,-77585465578416978119153985716129314947506075391532852494689751642756157542268,115792089237316195423570985008687907853269984665640564039457584007908834671663,-11222564537272801143261067680916202456779983144860522558376699341810521307765,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,50->2d,50,100,18752372355191540835222161239240920883340654532661984440989362140194381601434,88478450163343634110113046083156231725329016889379853417393465962619872936244,107303582290733097924842193972465022053148211775194373671539518313500194639752,103795966108782717446806684023742168462365449272639790795591544606836007446638,88551209935541557089620032733224101169807557242532389230550156173305813038318,115792089237316195423570985008687907853269984665640564039457584007908834671663,15317515945439083336693637940585936737036432383259937378198078644216134510394,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,51->2d,51,102,31766568681566786811585556083273569704981103744700868374944839455567139361883,42892316439533998508363691869839348703863091985464714880496520815537080971390,21841708194828928921666110851241958462886709384697305319615860361086400216190,113487651941779314094220983893393587394651167102082064827741952919143428386628,-9924860486737857889919445232031611242094394360003563055328979094480739145693,115792089237316195423570985008687907853269984665640564039457584007908834671663,70595335502245315585857292023554238690788075116617349947245432103606347415238,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
double,52->2d,52,104,19511180689223863964676874168627421459323156917296991798297923962201555596949,57367979562017697409196531308288663269903370049256107839675184520239291074509,11083056710745658442716244053978689766248928868045541316920857988142616618716,73295948688289636522856678705391718926042994078803433438999783280726367302604,-8428123978478205521960630114648731693074228049251450481377065974058938978233,115792089237316195423570985008687907853269984665640564039457584007908834671663,15927969126271939113660147397103055656139624029547325599324598760487076228095,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
