source,d0,q_x,q_d,q_gap_x,q_gap_d,perm_x,perm_d,dx0,dx1,dx2,dd0,dd1,dd2,argmax_dx,argmax_dd,argmin_dx,argmin_dd,ranks_dx,ranks_dd
walk,95,1,1,1,2,012,021,35900622652916535235554941258641844297527469148081405305616413255946538460155,14343507592753012915401182167236106513868151861156369120294411788889697003301,65547958991646647272614861582809957041874363656402789613546758963072599208207,109454957380333843070861490669489707253000539398598632440424057328814963271505,12674263713964704705418988678396401199674049760952543884362211625406396445379,109454957380333843070861490669489707253000539398598632440424057328814963271790,2,2,1,1,102,102
walk,96,1,1,2,1,102,012,106364006995019937449030687725641307398946907016571195474360625798056677145853,49084248934135783385583674482218251826531098007827403021550742488111365482474,76135922545476670012527607809516256481061964306882529583003799729649626714999,31380948506173644550216727144276819851090632675006315046435514730184799757185,53030192224968906323137530720134268150656298929062274289734133681148561979679,31380948506173644550216727144276819851090632675006315046435514730184799757473,0,1,1,0,201,021
walk,97,2,1,1,2,201,021,22308345643432788292117195995285474983274127333859998123089154369186923292377,83184720623028206596045841374305786905640953987463607143307386252593756584731,10299022970855200535407947639096645964354903344316958773061043386128154794555,69099028869329641453142948627751840302018290230488902035052135273072797737202,93386120735973107940856072761872135101638548097172004695106055736890727513979,69099028869329641453142948627751840302018290230488902035052135273072797737493,1,1,2,0,120,021
walk,98,1,1,1,2,201,021,34920195927189838916875876789838616903965891890791352722413570325225710271336,64961363758517252232208497153996998632939324718261547414220157420460771037298,15910529551609104274486611064852292316364768056587663902823856262222353363029,106817109232485638356069170111226860752945947785971489023668755815960795717219,17949960009661114135003629794922094199783232986206830717872814651114731553942,106817109232485638356069170111226860752945947785971489023668755815960795717513,1,2,2,1,120,102
walk,99,2,1,1,1,120,012,52201022060809903926976259519078248467659101352740583639115461959835000860261,51845140297285768444658354616905891596585861941673530312361653609540592785266,11745926879220523051936370872703767789025021371226450087980468438533241026136,28743100358325439835424406586013973351036041062379171629680213217330632202899,58305888520665315752722171836659961150765482154316561123244736706856897088242,28743100358325439835424406586013973351036041062379171629680213217330632203196,0,1,2,0,210,021
walk,100,2,1,1,2,120,021,38598766128097006906028993419847023272763646057413824364723865236810076736425,64060077820871474107699371277662518708108011222151486413764050617514601294546,13133245288347714409842620311178365872398327386075253260969668153584156640692,66461180721481436738350628069488993801963698617861758618296833760218630182916,98661817031669517370440713878397828101747731322426291528616658762599062622542,66461180721481436738350628069488993801963698617861758618296833760218630183216,1,1,2,0,120,021
walk,101,1,1,2,2,021,021,44086463138336348010440438097353707790101211751298387482224869204471165349643,76833434614862675056603193159810477905905674550736261437154880110392495119663,110664280721433367780098338760211630010533083029246479159535418700954008874020,104179261084637433641276849552964014252891356173344345606913454303106628162933,23225656305357523564588270911447787199892416211461117551383417676823066662505,104179261084637433641276849552964014252891356173344345606913454303106628163236,2,2,0,1,012,102
walk,102,1,1,2,1,102,012,114826077823485119193578097073858648348481676480138948067591540967692277957905,52198987480491561118558428324620551474186472882551880024342089005082747450609,64559113170655710535005444618896615883871819968590299986981538043042643934812,26105252210477235120632086027751126850981449449752028212924911704476464648613,63581584816361725182306812953185654150874665379570847956755339732565232196805,26105252210477235120632086027751126850981449449752028212924911704476464648919,0,1,1,0,201,021
walk,103,1,1,2,2,021,021,27789907917211496224099550230781061194115528835537637407780522286864374124505,104415314995051749939789247773365279018526464179588101293760017645280444335375,99378955562369144683253172013229475493897976316155389377374628083672850883446,63823332573633232023558307511226147301909107005234615201541532247364462628630,103937513327365926800025354994923521101856914547680578362127261788307397731105,63823332573633232023558307511226147301909107005234615201541532247364462628939,1,1,0,0,021,021
walk,104,1,1,2,2,102,021,105467099241253382626425768748393914126954387712513128158338445601272394493586,103192899097204845689712685367339826007154391967758811850933286856753865171669,22924180136174162531003515901642075572431189651009188069643435557791409678071,101541412936789228926484528994701167752836764560717202190158152790252460608647,28501352601053932994172912027973480200001599436715404384894020702531401771068,101541412936789228926484528994701167752836764560717202190158152790252460608959,0,2,2,1,210,102
walk,105,2,1,1,1,120,012,29377758311191900562787653075926289582319304526182728210278746221332953688610,75896346143901183800906084211814349243217602323167344030109691595005463983183,10517984782223111059877247720947269027733077816290491799069146191570416999870,23467404062629030405839765469488280350926857837124884796169610191622297094327,68857281112058134611891454069711347150983848604825134790265942758273567305368,23467404062629030405839765469488280350926857837124884796169610191622297094642,1,1,2,0,120,021
walk,106,2,1,1,2,012,021,88456294998102882271265250226443156167253480935727871904661655624356871203539,11549867399398113682240722986664542419512032678722577509447165777007259942217,15785926839815199470065011795580209266504471051190114625348762606544703525907,61185484425785027308765986952963300801854515392607471784786230734510295074344,109213209623062336229609996111449214101966097772934865195637864814015732839668,61185484425785027308765986952963300801854515392607471784786230734510295074662,0,1,1,0,201,021
walk,107,2,1,1,2,120,021,83650065952605588636384256961678358735667222008243985784024339384342205048742,3148735070305608319174043040750527333267749409551426618432725201290827760792,28993288214404998468012685006259021784335013247845151637000519422275801862129,98903564788941024211692208436438321252782172948090058773402851277398293054361,33777048896750342423757553144499173200110782661969691218404623728239736879631,98903564788941024211692208436438321252782172948090058773402851277398293054682,0,2,1,1,201,102
walk,108,1,1,1,1,120,012,83103634881451481880676062118964456813979868542537390105725875238123994441156,9653839006006698462749248019789474368710079376166995251442086112347274273451,23034615349858015080145674869933976670580036746936178682289622657437565957056,20829555914780825691047444911225433850872266224497741379414308678768129540041,74132977407754544041476095186237040151093031830079421623776545783981902413931,20829555914780825691047444911225433850872266224497741379414308678768129540365,0,1,1,0,201,021
walk,109,1,1,2,2,021,021,41759701451634737377001252513254512631077510817193738496721810805867484558508,79098851580234501218470074432705377118878692545460241284426277130949436055753,110725625442763152251670643071415925956583765968627148297767080079000748729065,58547636277936822593973666394700454301799923779980328368030929221656127520058,114488905918758745659194637227974907102075280998189152029148467839724067948231,58547636277936822593973666394700454301799923779980328368030929221656127520385,2,1,0,0,012,021
walk,110,1,1,1,2,012,021,8298320825969256382918812051729570957949970424041348575982295538543001173259,18151854867353811149138250628784941201059716198220508574314854700101201054438,89341913543993127891513922328173395694260298043378706889160433769264632443966,96265716641092819496899887878175474752727581335462915356647549764544125500075,39052745192446751853342194261024866200219965887223978051915226753948071988194,96265716641092819496899887878175474752727581335462915356647549764544125500405,2,2,0,1,012,102
walk,111,1,1,1,1,120,012,85139211010858956186435916583901812375415578286787313768006750811954168542140,19173781328991694390561069851440557730641018408568065695497999444464237262326,11479096897465544846573998573345537747213387970285184575952833751490428867197,18191707766932620976255124352962587350817674611870597962659007165913961985755,79408673703450953471060736302762733151202215055333708457287148809690237522494,18191707766932620976255124352962587350817674611870597962659007165913961986088,0,1,2,0,210,021
walk,112,2,1,2,1,102,012,70373947244735590780821463051677758128910388247261561633210316523276786693465,66622360272181426382433106120310227280168673274838245428332570008212025158742,94587870957715373683887400845387830297460907809181321017372281484328857491119,55909788130088617879181345836437607801745332167353184951275627708801959965772,3972512977138959665208293335812692249346899944368534480053907723914241562457,55909788130088617879181345836437607801745332167353184951275627708801959966108,2,2,1,1,102,102
walk,113,2,1,1,2,120,021,67187819906475313757765627388835545146944823164941340161646775110351341736084,5801033130544188929295486842358952917219644646243160596142224020228229052178,42803236200296692736509870777493409789105516854456063281668584877329263883401,93627868493244614782107567319912628252672989722835771939892248251689957945789,44328441488143161282926835377550559200329149112478264885425829779656407096757,93627868493244614782107567319912628252672989722835771939892248251689957946128,0,2,1,1,201,102
walk,114,1,1,2,1,210,012,56985262029123104814372295829105948547763751119632911437035008408966167384769,100459085993385587652364338634345019414152557765099170297520034688052903316251,74139830452123698380405335553924847744623660446549046344360124918798598642306,15553859619084416261462803794699740850763082999243454545903705653059794431469,84684369999147362900645377419288426151311398280587995290797751835398572631057,15553859619084416261462803794699740850763082999243454545903705653059794431811,1,1,0,0,021,021
walk,115,1,1,2,1,021,012,66907605175790351828965410795788770748612194707970994542541605642410223035142,66662330261227145998161168100061687531090980723240739460733738388050386107955,98014243037614893020015391121525357426836793900069394075639823985357060200229,53271939982240413164389025278174761301690740554726041534520326195947792411486,9248209272835369094792934452338385249456083169622821313564510749622576671020,53271939982240413164389025278174761301690740554726041534520326195947792411831,2,2,1,1,102,102
walk,116,2,1,1,2,120,021,9854742668001239221187322633902639052629177538587746610281920666395985074603,101000160439398301669063592295839467169218197294133762754912262281701076983755,4937186129916654533320070078945801631422609832919054674263401059811772613305,90990020345396410067315246761649781752618398110208628523136946738835790391503,49604137783839570712511476494076252200438332337732551718936432805364742205320,90990020345396410067315246761649781752618398110208628523136946738835790391851,1,2,2,1,120,102
walk,117,2,1,2,1,102,012,28164899323690514505735536305989707102025837802496047182221784899806507066228,88435183280846776008706228762978025190174252202898712406579934991792116592905,114984095870095100332700204948408083414339879325886368490113448124219045684193,12916011471236211546670483236436894350708491386616311129148404140205626877183,89960066294843772330230018535814119151420581505842282124308354861106907739620,12916011471236211546670483236436894350708491386616311129148404140205626877534,2,1,0,0,012,021
walk,118,2,1,1,1,201,012,29742512022845778734269670791603746077073051741143982260692507113891268999664,60259948242269425548385262395687996522124931640048431418875145885686015751853,25789628972200991140916051821396165254072001284448150359889931008331549920146,50634091834392208449596704719911914801636148942098898117765024683093624857200,14523905568531778524377575568864078249565266394877108147075113775330911779583,50634091834392208449596704719911914801636148942098898117765024683093624857554,1,2,2,1,120,102
walk,119,1,1,2,2,021,021,75651724262163864373207413151407537608357468370674590382689299883092227826850,70037019394681337136139421950646407457833985882488451156600232009245953151271,85895434817787189337795134915321870640348515078118086539625636123479488365205,88352172197548205352522926203386935252563806497581485106381645225981622837217,54879834079535980142096117610601945200547515562986838552447035831073077313883,88352172197548205352522926203386935252563806497581485106381645225981622837574,2,2,1,1,102,102
walk,120,2,1,2,1,102,012,38504595741965246497667976919481642078427118097834664528903479064824073912013,85789950427704609151183189431608535618638998122424819169122457828025490709168,107289632304962535198290803666285638009473853111021644380889231122968104722145,10278163323388006831878162678174047850653899773989167712393102627351459322897,95235762590540181759814659652339812151529764731096568957818957886815242848183,10278163323388006831878162678174047850653899773989167712393102627351459323257,2,1,0,0,012,021
walk,121,1,1,1,1,012,012,1996279058327577133855281859399690325916229769374732502270425852410806224264,12322703346703433073818780195789089808753688512990442798474758224466260814384,101473106832285185215896922953499127718600066383275388738712399931031767633015,47996243686544003734804384161649068301581557329471754701009723170239457302914,19799601864228187953962216685389771249674449620131394980585716801039246888146,47996243686544003734804384161649068301581557329471754701009723170239457303277,2,2,0,1,012,102
walk,122,1,1,1,2,012,021,15682008877339579128950690280336740686762521988840781813681085351040475248223,57825226396263960623507935321565454121843826897331553738312745451119795792076,42284853963712655671112359406785713044663635779468228487463753205748563631364,85714324049700000637730605645124088752509214884954341689626343713127455282931,60155530375232389571680758727127638200656698788241125385957638856781412422446,85714324049700000637730605645124088752509214884954341689626343713127455283297,1,2,0,1,021,102
walk,123,1,1,2,1,210,012,74425412541444618347592969052037601707359028096529004507290429279328634860649,89613510829008349021485720141631508126726854251685768938761138931258773621451,67545255104179423478063280823706705872454086983066354632863599805230260861226,7640315175539802117085842119911201350599308161362024295637801114497291768611,100511458886236591189399300768865505151638947956350855791329560912523577956746,7640315175539802117085842119911201350599308161362024295637801114497291768980,1,1,2,0,120,021
walk,124,2,1,2,1,210,012,114384732545835347144750440814203052243819050817216124485870973931940629526352,12252123386005817948332266265837006039557587731727745425364451877493972936866,104947322542791225754059262937335757423163330782337258167679742206383066880108,45358395538695799020012063603386221801526965716844611284254421657385289748628,25075298159924597383546857801915464249783632845385681814096319826747581996709,45358395538695799020012063603386221801526965716844611284254421657385289749000,0,2,1,1,201,102
walk,125,2,1,1,2,201,021,14190791990287856886612028092654561701532203494373508386106088591042200395451,52901755323118299241978819949769496880741440476249026530702994767632997952082,48699541923910039294980136966263849270996340695018029122648500649233636324130,83076475901851795922938285086861242252454623272327198272871042200273287728645,65431226670928799001265399843653331200765882013495412219468241882489747531009,83076475901851795922938285086861242252454623272327198272871042200273287729020,1,2,0,1,021,102
walk,126,1,1,2,1,210,012,111800764000164985318685829048663296644649734700549954443041583597726666880609,90347532581092797417539555387006605609833432066522841907572933539233719708335,29435881893374608110916585581705913452056802564208331728300650878857282754382,5002467027691597402293521561648354850544716548734880878882499601643124214325,105787155181933000618983941885391198151748131181605142624840163938231913065309,5002467027691597402293521561648354850544716548734880878882499601643124214703,0,1,2,0,210,021
walk,127,2,1,2,1,021,012,33926836605694072628417898147082128522039227101823668236026944331900324373953,100250995004603031824100575265126630545906749457662714060793579606539313131400,97406346864335286394623496605167056638593992771794745782094644077378031837973,42720547390847594305219743045123375301472374104217467867499120144531122194342,30350994455621006813131498918441157249892816070639968647606922852455917105272,42720547390847594305219743045123375301472374104217467867499120144531122194723,1,2,0,1,021,102
walk,128,2,1,2,2,021,021,84610178905888053973257772438447393811121315909609537979554037061168471287130,106242227465894406489582272301431044562705921849225514829692633016798230397679,40731772102849930384301925277497377332712731572446075269668497937850967658517,80438627754003591208145964528598395752400031659700054856115740687419120174359,70706922966625208430850040960179024200875065238749699052978844908198082639572,80438627754003591208145964528598395752400031659700054856115740687419120174743,1,2,2,1,120,102
walk,129,2,1,1,1,012,012,36090426299109362556018206282676422365963143735780377102617098007593187012835,31057445399340765860614639381387611403109383784236595232126023740322335798297,48644217538866067006938139344623874084197457145623591704714462259993311860531,2364618879843392687501201003385508350490124936107737462127198088788956660039,111062851477629410048568583001916891151857314406859429458350766963940248173872,2364618879843392687501201003385508350490124936107737462127198088788956660426,2,1,1,0,102,021
walk,130,1,1,2,1,210,012,84995843871795523974451515333937639836378996730134415121233907034031315537560,78978729969665762534863448468971077098971769067502340974574070885077149482244,67609604633171104337827006214467098771189203533644371983107190096709204323522,40082699242999389590427422486860528801417782491590324450743818631676954640056,35626690751317416242716140034966850250001999295894255481117525878164252213835,40082699242999389590427422486860528801417782491590324450743818631676954640446,0,2,2,1,210,102
walk,131,1,1,2,2,021,021,25519449817555711687625172283937696528471982014426765163881317155917067074625,106060001323537415458364651739913814294788546515069374593868743636022597120426,100004727333539263701152145993524304883279440801784988321165107223878005148275,77800779606155386493353643970335549252345440047072911439360439174564952620073,75982619262321617860434682076704717200984248464003985886489447933906417748135,77800779606155386493353643970335549252345440047072911439360439174564952620466,1,2,0,1,021,102
walk,132,2,1,1,2,012,021,13159334382592122269520007597626959064313841207181100549064189580079484917704,17228719192638348874395187614059027425970053665643553148718710503476035809609,85404035662085724279655789797001921362986089792815910341674683924353313944350,115518859969311383396279865453810569703273097602555498427977059717452950600090,546458536009624054582239109754676299128933353038811909256206848130421788098,115518859969311383396279865453810569703273097602555498427977059717452950600486,2,2,0,1,012,102
walk,133,1,1,2,1,021,012,96960130942995031076754477150233790860443934882187458366343571745075652322302,33305047186469998675836340665110603349955575246428059670161833909605519739632,101319000345167361094551152202031421496140459202665610042409762361136497281392,37444851095151184875635101928597682301363190878963181033988517118822787085770,40902387047013825672300781151492543250111182521148542314628128903872587322398,37444851095151184875635101928597682301363190878963181033988517118822787086169,2,1,1,0,102,021
walk,134,2,1,2,2,210,021,114092514646552044318782223517492365907590126048177508306633972689953522935619,60441583163887357774419629428886023801397970206851983184652417400343824849949,57050080664192988753940117070997425997551873076251636587628777925520321557758,75162931458307181778561323412072702752290848434445768022605137661710785065787,81258315558018027290019323193230410201093431689258272720000050959614752856698,75162931458307181778561323412072702752290848434445768022605137661710785066189,0,1,2,0,210,021
walk,135,1,1,2,2,210,021,93335862762124028340575582928407134850998825749023464948928695976298541860868,88260663486945671065734187342428095473154353963029478291214179291991453967386,49987652225562691440832199746540585382386789619228184838772292747527673515072,112881011821463178681487544895547723203218505989928355011221758204598783045804,5822154831706033484166880226280369299238116578293098742766809873838756896661,112881011821463178681487544895547723203218505989928355011221758204598783046209,0,2,2,1,210,102
walk,136,2,1,1,1,120,012,49625103829914359710044222183746561332340146817565335154575000977747953873569,35033189064393178518810674290522600496655583032153362463551068991417811122994,31133796343008657194716088534418746024274254815921866421331514038743069675100,34807002947302980160842781370334835801308599266336037617233215605968619531484,46178083342710235101885422268018236250220365746402829148138731929580922430961,34807002947302980160842781370334835801308599266336037617233215605968619531892,0,1,2,0,210,021
walk,137,1,1,2,2,021,021,50915625485437056030837882738858396179614281431747205520068317365214078964530,88769440038446608196125349950251783342902826535934083161407835217832570904382,91899112950748726620178737328265636184022861363599839397439015432771019474414,72525083310458977063769002853809856252236256821818624605849836148856617511501,86534011853714436719603964309756103201202614914512559553510653985323087965261,72525083310458977063769002853809856252236256821818624605849836148856617511912,2,1,0,0,012,021
walk,138,1,1,2,2,021,021,54706355572120115012040192637039634860252566188872630984847884253326110937717,101659239396331727048949426214808385220384561830978309810184024139289371681205,75218583506180548786152351165527795625902841311430187283883259623202186724404,110243163673614973966695224337284876703163914377301211594466456691744615491518,11097851127402442913751521342806062299347299803547385576277412899547092005224,110243163673614973966695224337284876703163914377301211594466456691744615491932,1,2,0,1,021,102
walk,139,1,1,1,1,120,012,69916441965977727627051353523531820687501917567732537163234275429707170133039,26096544195199052041935897795613043547215584329133994547276518965911374257820,19779103076139415754583733689543043618552482768774032328946789612290290280804,32169154799454775446050460812071989301254007653708894200477914093114451977198,51453779638406644531470063384543929250329548971657115981649334955289257539524,32169154799454775446050460812071989301254007653708894200477914093114451977615,0,1,2,0,210,021
walk,140,2,1,2,2,021,021,18734414292712660124612101699889385961199460896586976562933535700527412599276,109967064235820848041714020072632047375157459106110539023595965091433968853434,102882699946098882680815848244854382370183049328583612492385667223856287890616,69887235162610772348976682295547009752181665209191481189094534636002449957215,91809708149410846149188605426281796201311798139766846387021257011031423073824,69887235162610772348976682295547009752181665209191481189094534636002449957635,1,1,0,0,021,021
walk,141,2,1,2,2,021,021,90443285607765455210456931122702324044690599724300658915347107219916766004755,109669887970299560949940038802813090340422881152357311727725512557138194745972,31471004896567374686745000091860401321426488454623157435842548238762708592599,107605315525766769251902903779022030203109322764674068177711155178890447937232,16373547423098852343336162459331755299456483028801672409788015925255427113787,107605315525766769251902903779022030203109322764674068177711155178890447937655,1,2,2,1,120,102
walk,142,2,1,1,1,120,012,30990167910280812347705221445000136123947107441977878385661198593060375316798,76325082011757406092861479238283491186458618714613844922837055206625920671151,8476839315277976983004284325404280542864258509048840730959330208222538683714,29531306651606570731258140253809142801199416041081750783722612580260284422912,56729475934103053961054704501069622250438732196911402815159937980997592648087,29531306651606570731258140253809142801199416041081750783722612580260284423338,1,1,2,0,120,021
walk,143,1,1,1,2,120,021,53205258030651685862718166455427256906220377307631051819611520378760007093831,22913187930091485080814010408562779204107459299085167136888700175358238798089,39673643276573024480038808144697871742942148058924345082957363453790588779743,67249387014762567634184361737284163252127073596564337772339233123148282402929,97085404445107255578773246542807489201420981365021133220531860036739758182387,67249387014762567634184361737284163252127073596564337772339233123148282403358,0,1,1,0,201,021
walk,144,2,1,2,2,021,021,30145075237186790174904603881764436134870439480759211077061998399438022917291,94077132147601238341833854164051615177507884249936782618141925079225951721444,107361971089844362330403511971559764394161645600585134383711244537153694704591,104967467377918564537110583220759183703054731152046924760955853666036280382946,21649243718795261772920803575857448299565666254055959243298618950963762222350,104967467377918564537110583220759183703054731152046924760955853666036280383378,2,2,0,1,012,102
walk,145,1,1,2,1,021,012,82857680824889060950949569473655275175797258553134385612699603775628276956493,59207057592884642820428165940723078583491878409559892699209901779540744312853,89519440056858687075764234602997461947250832368586849767005662460648648073980,26893458503758366016465819695546296301144824428454607366967311067406116868626,62005172229799463390639345617595315250547915422165689648670541006705927756650,26893458503758366016465819695546296301144824428454607366967311067406116869061,2,1,1,0,102,021
walk,146,2,1,1,2,012,021,9332799811208976373731606226240292123437394694103261028990300039990543373803,45404686193431788569055448486626380114441311422705004160431988094399620901010,61054603232675430480783930295821235615391278548832298850035295873518670396850,64611538866914362919392041179021316752072481983937194355583931610294114848643,102361100740803665008357887659333182201530164590275420054042463062448093290950,64611538866914362919392041179021316752072481983937194355583931610294114849081,2,1,0,0,012,021
walk,147,2,1,2,2,102,021,54245973817711769602769655985553081449089689767126186798155317216267215687921,69325648561953764549531594313917434908439252170907297800237482344395739981097,108012556094966856694840719717905299349011027393247643480522368455154713674308,102329619230070359822318262662496337203000139539419781344200552153182112828660,26924940014491671202505444692383141299674849479310246076809221976672097330913,102329619230070359822318262662496337203000139539419781344200552153182112829101,2,2,0,1,012,102
walk,148,2,1,1,1,120,012,26186972609644840591984560661410379961218677177902919363305828797355020672723,89488295791803293827112691165373571675560261032442063518501224300129110265549,116820835868061004473733181903956216491046455295581157650530910424703733391,24255610355910161301673499137283449801090232815827463950212009554551949314340,67280868525495872820223986734121008250657098647419976482181144032414262865213,24255610355910161301673499137283449801090232815827463950212009554551949314784,1,1,2,0,120,021
walk,149,2,1,1,2,201,021,8677463624330403965772950495809654922566389750176886643735020954247241576231,12490423901751181880578304953865320383414396387648606259862086618566748599491,94624201711234609577219729559012932547289198527815071135860476435094844495941,61973690719066158204599720620758470252017890371310050938828630097439947294357,107636797036500074437942528775858875201639347815529706887553066088156428399513,61973690719066158204599720620758470252017890371310050938828630097439947294804,2,1,0,0,012,021
walk,150,1,1,1,2,012,021,18534583559859443090542900356143924695594878022323682742948482268961405295766,36148554134625991450761913848229473929900017818365322548469040168747634986806,61108951542830760882266170804314509227775088824951558748040061570199794389091,99691771082222155107525942104233490702945547926792637927445250640327945274374,32200636310188080632090085808908834299784032704564532910319825002380432439476,99691771082222155107525942104233490702945547926792637927445250640327945274824,2,2,0,1,012,102
walk,151,2,1,1,1,120,012,110525383405492107834947325804984861864540436431715526625317569549754816694815,3917278627658794281471212846650769024199759692069234705372718683000870314785,1349427204165293307152446357052276964529788541855802708767295775153147662063,21617762208061956586881178579020603301035641203200320533456708041697781760054,72556564821192282249808627850646701250766281872674263315691747058122597973776,21617762208061956586881178579020603301035641203200320533456708041697781760507,0,1,2,0,210,021
walk,152,2,1,2,2,210,021,88212521108414873489669011385472795342305811747162997131377355479281641518377,96389121478785743834271528443571667133947228720274928849815417852649961839444,46982535887431773523201430188331353230286928863843202097722394683886065985505,59335842571217953489807400062495623751963298758682907522073328584585779740071,112912493332196483867527169892384568201748531040783993721063669113864763508076,59335842571217953489807400062495623751963298758682907522073328584585779740527,1,1,2,0,120,021
walk,153,1,1,2,2,021,021,110496744952603360597198725268993140400424045387335374250982369248289355187683,9383860947967229000161887616651600177442031819960287559168337687405393044221,111703572574061801249781357131731075128673892123985466268764461080122921111422,97053922934373950392733621545970644202890956314165494510689949127473777720088,37476332605884490061674726925434527299893215929818819743830428028088767548039,97053922934373950392733621545970644202890956314165494510689949127473777720547,2,2,1,1,102,102
walk,154,1,1,1,1,120,012,54403635588474659850671918511612528564511372824972952868926515961261312081111,23294098193353634530300003735306790655278285532563234529621435884399038473775,38094355455487901042599062761768588633480326308104376640909632162248484116777,18979914060213751872088858020757756800981049590573177116701406528843614205768,77832261116888691679393268967172394250875465097928550149202350083830933082339,18979914060213751872088858020757756800981049590573177116701406528843614206230,0,1,1,0,201,021
walk,155,1,1,2,1,102,012,91638303384093544812197886376604307654915334818553400732787053157998042244252,43168407156593823421387751641750697218338590872977744264836977768754379326595,96777467933945022613556331999020810833286043639749983081291137089065247772479,56697994423369748775015079504232777251908707146055764105318027071731612185785,2396100390576697873540826000222353349020149986963376171969108998054937122302,56697994423369748775015079504232777251908707146055764105318027071731612186250,2,2,1,1,102,102
walk,156,2,1,1,2,201,021,10592560914486772436819998400460651535117350022989552197874909756643689612751,97216217581383750337487965425787441869253599223302902204850880810076108080420,7983310741445672649263021182439814448899035419348109636731793441189036978492,94416074786525745677941300987707797702836364701538351093934647614619610165802,42752028901580899491259368041960220300002399155073106577341031053797102656602,94416074786525745677941300987707797702836364701538351093934647614619610166270,1,2,2,1,120,102
walk,157,1,1,1,1,012,012,27933950331013033577326896322378285972941382675195580448110583086931660024222,36551838623488609764012153044103332149734393601007095754026710316024741702759,51306300282814552082231935642206289730594208389437887837320290604952432944682,16342065912365547157296537462494910300926457977946033699946105015989446651482,83107957412585101108977910083698087250984648323182836982712953109539268190902,16342065912365547157296537462494910300926457977946033699946105015989446651953,2,1,0,0,012,021
walk,158,1,1,1,1,120,012,53183848576327920576156753488833963676311340681633747002439683387950220815592,43826765975910218439620927665832737201079389164283772813197725376826780860429,18781474685078056407793303854021206975879254819723044223820175243131832995642,54060146275521544060222758945969930751854115533428620688562725558877444631499,7671796686273107303125467116748046349129333212217663005479712023763272230865,54060146275521544060222758945969930751854115533428620688562725558877444631973,0,2,2,1,210,102
walk,159,1,1,1,2,201,021,38801874528093501776161377912339969175678350008727822823906029408850126128617,72070294486898223533312452852730973039133617118607391895114397752751644634398,4919920222324470114097154243616965638458017538305349320437156846307063908648,91778226638677540963148980429444951202781773088911207677179346101765442611516,48027725197277308920844009158485913300111582380327393410851634079505437765165,91778226638677540963148980429444951202781773088911207677179346101765442611993,1,2,2,1,120,102
walk,160,1,1,1,1,201,012,68584229341478738080327252439793588377928225659846589725274969541103354483707,28556088911338247462804467633034331750805175427295807741998499965289547174436,18651770984499209880439264935859987724536583578498166572184114501515933013520,13704217764517342442504216904232063800871866365318890283190803503135279097196,88383653708281510538562551200223780251093831548437123816223556135247603299465,13704217764517342442504216904232063800871866365318890283190803503135279097676,0,1,2,0,210,021
walk,161,2,1,1,1,120,012,84295234938209756861354872471938239525064542780700739417251811926266211352916,17046752923346341161273919878289080585962971722393734967814434319604277128580,14450101375760097400942192658460587742242470162546089654391337762038346190167,51422298127673339345430438387707084251799523920801477271807424046023277077213,12947492981969516732710108233273739349238516437471949838990315049471607339428,51422298127673339345430438387707084251799523920801477271807424046023277077696,0,2,2,1,210,102
walk,162,2,1,2,2,210,021,80124026024401069041153913682797633512027472091727156345961240618156115256105,77191594737655047072799273863435753025984204170804542075332323362821142461136,74268557712576274733188782471142429168528293068749429657621604034840411626085,89140378490829336248356659871182104702727181476284064260424044588911275057230,53303421492973718350428650275011606300220765605581680244362237105213772873728,89140378490829336248356659871182104702727181476284064260424044588911275057716,0,2,2,1,210,102
walk,163,2,1,2,1,102,012,61934720980239897886415549357419324646086851606386411255841089515479492110505,71706953029247991669570939226859010387062040566349738151371977365723087211173,97942504465144501291155481433097480673391077158544978671702101134615090021648,11066369616669137727711896345969217300817274752691746866435501990281111542910,93659350003977919968147192316749473251203014773691410649734159160955938408028,11066369616669137727711896345969217300817274752691746866435501990281111543399,2,1,0,0,012,021
walk,164,2,1,1,1,120,012,52029502287673605106879496908864021699705956435914115177432201122131701008731,25087677986484226658602228690879235065187571285538612314167906183655418635992,38674908963158363658089259408944651088376456944187836547857476702121715026940,48784449979825134630638117829444237751744932308174333855052122533169109522927,18223189277665926162294749349799432349347699662726236672500918075179942447991,48784449979825134630638117829444237751744932308174333855052122533169109523419,0,2,1,1,201,102
walk,165,1,1,1,2,201,021,100414009592206260299015009378614636051828168268111009155024063502950019037729,14361731380460882624251320503204552737733771745852632678039870793780944360291,1016348264649052500304655126868719063708044651676922206393649711177871273643,86502530342981131533564339312919258202672589863656920843668743076057107502944,58579117788670127780013291391537299300329948830835967077872840130922107982291,86502530342981131533564339312919258202672589863656920843668743076057107503439,0,2,2,1,210,102
walk,166,2,1,2,1,102,012,104733530559099282507736560132587025812059429968845189978437332940362878052257,29116458244551731007925444018387334676440840506967959092097434309299366497131,97734189670981377331479965866401455218039698855467979008380400766155424793938,8428521468820933012919575787706370800762683140064603449680200477426943988624,98935046299674329397731833433275166251312197998945697483244762186664273516591,8428521468820933012919575787706370800762683140064603449680200477426943989122,0,1,1,0,201,021
