n,Phi_trunc_156,x,y
252,0.412910249616528850769722461561227559659642734676145406649873910608533804263595305990787154193542721565306340818164080259397905021677057170401002710261833782,47811740470599614049787058897046420122894907126384936456755895859255599852539,12037465574769992328996449749239837760308958323241393115726192002840386834082
253,0.502351807078769364323517182650322171328500775213468000798206573937094403752151411898899075219468215813460001573209897222704332744345339026505149853155424422,58168365273791911864311386975549905988997523578076850094178887815697056945953,71736264978336290796242074939834451184597744163096892316630058629518361528001
254,0.337227061951595331161346788966026443654274307264838505352212376352557885233908685646468318191288958038113000369490656879138103031420017153041787265633552137,39048226050737083614040617721217157354131877742605504762042212999754192445011,12303682557151135337396725652016408676403616515703583160730197030562020466293
255,0.106331838822341999153196027872519199842672044779722230778417319371086514729176735058717361314669606410559785478202742454257247649391320469847465806175801115,12312385769684547396095365029355369071957339694349689622296638024179682296192,29045073188889159330506972844502087256824914692696728592611344825524969277689
256,0.509798419213233126190817019789783118572057505161816592107474969088249765487280907702485863114152781255534493805671409550464445149301760262308860614660541403,59030624050581421406270513075794029219285200067000787157698366092408912155912,8128656248049033031875480515138402531865803579197128279783442554673902546095
257,0.565064294011937190695369177409528270212249989714493967991668367509953352727094916734518100280946295416119322674639970056363831285481411000359695938187046002,65429975157051306672027217961150368354061231634235708520943002518722881449763,53027577753439694262901372825734554637136616484350125025696589864802144195046
258,0.329575762184906698914727481558177515258547100743128106259388043560919370030421751272137305256270135870090907445819741068929545598181556378555474003822483501,38162266065371216922976002395434111354879145075349973487024104703159200322611,21917160706451584452945788798500380037872115227316713301873677370502111251490
259,0.760865182684427843102201481300661585563181901827764187218956832310658360338812959958632951663311460673592284324719277111304738981229217086674263371561291970,88102169130962158107496866384227866000198411681975373478577232745857567943323,60966977017195061974971104101146434663966037964027164581450910405897597983844
260,0.947217818037891613068340319132994599049252056935662939363499977635622949982944194725509788113346337206573545798853818470875549502938363133119724450874688080,109680330113419479846931612955216771942042725935054350496147824647563850515270,32679807044090297117793841546155375328466458105475482161603648805960387360493
261,0.613129046815589300771427678781199598838765390661073007916650650163126200429657093172265441216872168444239779875064808849267302743287501972530688326050115324,70995493302861335596329116277398939065651125224799159240885685852015239787859,58475211341986343035029676518984145558523087155498553459943038682816880014749
262,0.708215414385908644011839737038035100694334105225082171639140606801898744497663459201357069254948506934284052110184716482213560838906422667669045295168919056,82005742461816001735679865569119502832948858143226334756181550743259539310559,110831623053775805870507661276044376443386062241453013921147859349723988833736
263,0.340950944118286174098905142139069931662273324301254477693037492655699747175972354810065662629704624468621110222566264086786232647566965866109628474029704006,39479422146891800082956151019209139562579920347731122914128875560277093392904,22480991226646353498199651954974307736337129748210252275449491216923239814516
264,0.290514685059638258212098644698457150851421441991551470052782481874297854988510180228744190766512882987481068759412575359241621866612922241033323459695654428,33639302337176443275730597969225607486971840157254569144945519054801355561926,18051715515935769869835398113171020656700572120768014779415551536411231472440
265,0.941699787606839086370960544861030602949273585878994644819055048463460721547548173538807118767660866714168203624283651196625432925046349802574681145378936961,109041385841332819323784864999970688740792503272130933175787730576380547122301,39796713667689151733976605151127129540955684174707392770892655395509592323343
266,0.386883396072613427624261814538633842369598821242342252346965277181535746413585877077529505817910915698062388630770628516626172123362703335018588295636434686,44798036722476000102566726096039895682250628395408439547541011490821333013719,31999049403157659311183428777844365211754357170171810510255231361544566172257
267,0.582157043088051793659710499520170653147579611900888736047533908517013561501007111603463338192809323585900165421139176874901313373169100996133203197224348796,67409180283383822732747167679472944830070342831297607135843707756644520593856,59837556682962943560030957847445972142601244908229066405486774927933582816386
268,0.081591837473876434115037211908349870139050747038916279053283528668153296424894526577418894960892623523465950670508931688440555123277135173832669031886845980,9447689325811699680969727291430946751723620845722861337330336062319696188127,22459692140282505297737424790714385692147460788868965795139599821591253955196
269,0.103767593809349057666230159142788164539373247708018532686383854632023113737971039903421533848530511058172382904037510499496105886794697027144511331968133948,12015466482313725688447470595938618076178783269196987102394457658816431158726,97426200044482901861706337516721834270094311510762525577429565596291765130402
270,0.819826504834434257586064904851654372071078680878995236436401227212821083357767394148204547605256967588388739261976346608503763759421305806441824368070847110,94929423806905848853766315799285260623668310435397593098863926541119044971593,56576862896808444688795611847526443404686041050352904038591359053150115967936
271,0.771761861640539112908627444136156994390113621920608403779368514292429592855828025009703801083923896091713260967671804771648659052315064717080140580169937796,89363918353038579747441969830629130451695021661987720066667493834540368639560,54139620147994901694635676845558209883524086736769802184301494800733735474760
272,0.657182251039803968909132408270378720265055379432650108444230372821705809006666948218398512717661603744593671369939221829036231852806851929294671573070928090,76096505857581315227143897581798212880139154301351099826607238342645003555903,83972505993526813906290911544754936580767646764470271890390791420610056429635
273,0.394068812630909129252800959393558747257345369047512265444161086285275376095468446737690653403521442229412043553763868582781040407806390984261571009907501056,45630051117801465394004241261700512119865980215024287040999237817162017627593,87493167753777831846469089794082155876845698889273573582650249997962031813900
274,0.135009790666201782125738414131065446514064042184633177164940271684310598987095264956547209504682765048044973388849097897929728614686193417040939021611709799,15633065728732215913697863694382287538851571450673816873037222568435742007208,46629068333253366917987837477281120790624919998346288993217213430530894782792
275,0.012621787937374297597832490441436440596457841728491863975942188953406318259375253828208459367368348320593817980907582342732006044450607360462094079114421755,1461503195178925786501495686206110974064290273647293218199345267238910167262,102104314668058762870319857444730950628220601634196136858827809021089413631741
276,0.045832207284581563201225540956510838359624031422476337774150827567556912716784836808204113864523356798596532254560234909518412163956746420498548041118855218,5307007035839441754596804678228886873001282040797571412184563425490177575808,114242582994915609308746035012481502884491504103732013212079194708249952436210
277,0.128685909445655751075844935957000712490538801471838413443626453946445191164186915457817046883072682860241823993496683889298460978244939991912128450428451409,14900810310116561826201282120354225062490525187833579550906032149663209288340,63960469637822733735880134320299716091304715098685204339721661191394677549582
278,0.664847245950175839082481433416461284932700219465144725963820665394756269663976768191915151560410022119705416827950707841748267816138885994134009309858365951,76984051632246669271423261038422616799205636004584702167325348195746851319238,56319372199907328199740586112765871211259603069057625581665435571691111917184
279,0.301119076383464011176140528052895942122897111298803749650239052035177557251650429743879690555768309518412932084066837901503275279309423724984957043679552772,34867206963652296487188002541217252255247528285880876564881530094809274292875,100388233364659483142459941092711703149225147009140906797475953596908271287936
280,0.060163271587234387445751984846763936625101996616602147548536134398854948561384089611967020011541655867501212386907487036714624211766622651418137845607591100,6966430912437934172296488110634846945185796386651431972544613324384278731839,59429887142193936360234707692758340768305796860745021088215478782503050169628
281,0.660182050408064785235079405053383330582592203894004739039913615117645789823621593773121274696180588995628441931860381633461561315494614794874034749358476372,76443858893725016419480293913888891142232789298282141471138670618627441457632,28566216879494699502659747287114586184310646295737844842172475961236857129629
282,0.732580437571457653984449267107074863494976246473701494839958754174016717080932895999161317000043689589069030649655114887056813061010406315694306768870188398,84827019400786370816091742740301192084574184205613746097940887519046134447829,72359515610951949859150551423120447932988538110465280463218092783695809196751
283,0.492354419359008810129680366509697933045381042971122628794906097481467707481390334000421969238448045466816562521974131077926528628933334376704476205283311967,57010746862805348696581406713172723729441753425102544907491978018274280249968,36517443262649183795154503539980827055953707584432628040678405262367150496575
284,0.992966381698690844571265550576706532411972838595367563361740113213826846778108447539176607137764803461804254994867304930822707148685255589022871811433871183,114977651879309785346323843566628405596498582815139048503091658369825124078504,53779014569931750787224959792094839122158934330973857104126468482033371749658
285,0.483033686434720078092328361431656406075910355597699188091104427926756745961607152613889091286992140574697403990887420795316536553494513630078010402503409787,55931479724278916698663775022624825249922004310383393221715113609503806583309,49943344676142740784345029895257734001359044995800761879186591900550838112647
286,0.295092438763758009962431040884107481362029579331930359322605591177576615367400188707028345617508405655511589969922789084487570254318296792579556275886431417,34169370002590332329710851523252338237546767960319343379490169357609661687163,27522850600055321639530800874481727001265843181307510538153787415776871777344
287,0.546952233487458617736583936408822758292926433464562855061882619044929831738317168905268266255941824669771179775571974012261379988407445191934100262797982102,63332741828529211778439861392811059766246385579451319379906017464478470924295,68926615334820379836895905128027899357626545050561183660245822174315433904240
288,0.043088192320050239679839897325799309356376869720605487022088102528707362772613913365621515755299469731409983701786583841370487569292994834787480632984894937,4989271810197899706552806049804899782797932516766291104683157979962553260560,25007229525089494196444466036687017632801842889108777923475041884552254370573
289,0.327019012177419459208722367382584264753319580155673467343805777987552643367130366567871616362631650091783707303533639136175193688888744746216625089544100698,37866214640346745612147866023184263412213599860327181588577493388525601304265,35368593207746515315771689778822601473821785042445481841532003437444384188864
290,0.247684583222770662216174618008921038920111629966335392038115344696533880559457827450841653367825207906875152641887387442303353746227788842414643221468705226,28679915363238530301425002409938120193788024965073835002370844628845556707591,39322963059905229432684019996997485045013716284680632241581168503711913233582
291,0.608880901627176695840153450701470087985050579064942950880365708736029156579964582383875270780137151871527080534381893698609914363126440600758255694466085849,70503591696111587823684143441940518988407826572936457432456833741614824373043,67009925808145776575984697658348418594260989318185104075655968757642671500208
292,0.148821090492299325354059922189367708889850487907846398712478107681870619471383304520527374445962422401181306724768964706716081540936474886821141383364785474,17232304990679032290456711605467173213351358370026569649634844558951612220519,115257648146356336952424898842470484468268200927653577435136541784499289091291
293,0.486975830858265731050085042843928470340548628164540772599112773017350329749079734759575655569502941250993805593761215078254235338122951018732504172434253584,56387948863156503357917550682312327579335559007435874406346274286908057591604,41316529231239314375288464401476445364427524193575573172793082641435256357833
294,0.694686863791017782986044832164490610239096000763508246374816055652748258814301977416246088386866149388042654512241154067840241030990025709446084984411552907,80439243324080852053719603568122269000568971497508106436153048285019204173033,42968554152194562800207951236487427088062932473508855214343233226740308855146
295,0.183389402701786517187035568964197575314194416678293684264509553837336015049795726691547166860749381709338104328701762755264739461507778169313065361161445073,21235042082823380187310378151348034587180290663676442197003203268100161263642,33210680986858180577388076830750524649791309677205181419580622904474433816403
296,0.940815654905722151694667702875482157007198465149791597117706094251814392308680528567701596037465249179133313884335526181370914414714489947654490902500755504,108939010268707457815461741904185260524254068019647594369594998285228674862226,65309726389518483122230458847592479722975425995582667711213396680098639412785
297,0.871421615962107660424173319377172750940117063267165328629354861337723676785016701252711637586033142044550848917770795091662890030918009063408531363327211352,100903729518810653353405221131896405023082302237398263782602424399112680079352,109878084794611271790430171545327617172360327610019689995533930890070321316194
298,0.416951034963630059073832055966320317125995656793524984107024255030913600234773319057375866640674059468875957846544417576743628853997577805225407836449179934,48279631448099996858841428582468846222716500332190890204507969142159286725500,8000919673088895276318693420777018537084534459226855320438841398575350885643
299,0.864589769541100299654834983628944048628638878928524208536874678257807281098330653598665844844106048095574328035485215104494609039835273320448598888447268424,100112655748373729765195281245079812079782600013843852084533552332341055408925,31109481176927747094652032917059941949002037519591566644373235609678337971048
300,0.522090409180796607186914385813419069440103442828348376580398807848550467204461403643707584101909330275050773178014237839261074763851945740779825870214254149,60453939249809727404207296964294869471766419575744370232193228035942321057541,113278055693784962544320799936252541172109408883620226502054364858952453851923
301,0.088019189525611003414014838158268334213283803568091182010882587730631125791195821035416228156846852303347519268402154904593737054707681270062680937074450433,10191925848145796269179143174718252157197994845450921488419057278697294954279,52527715347787519105265743518989381820159412629885162681862454204160426901499
302,0.395739628512349534264864746028251773386978551348789749893565188255442097241457620662342517644797910930615419457523165027677323111383350748063099729641552526,45823518379444337887593894482773675894761524445536825317576052250146564341191,17704421921233790595400328861919735010937105004309985731092080629275119185049
303,0.437278806430764972660945326024452185120884686407746843461387550134767349557643918240492628577121286591573854867677489528658115983681447012233644836205718978,50633426575818252733948037029634445220872476154034499946485790040491879854895,56579455972042195921549166453925040680977015450752860118062062299200483844521
304,0.975965462280162034352400740668279776029211746544168060843665069346455823843226990329863464971056503451268536933019362280231248519891903222544532331153820908,113009079900883075589288974095566081047966776371358440285740637363377013238028,1293719955135263426359833040019316998678566862612103162423229712966158770694
305,0.015293423464803482608132407098257047668744112214542355537383945886076545553104826965919037671002942553183207129702421068386427254913774786361041300326266035,1770857454580590297339549162958062530866076764955565116251797715769481584182,49130398454254173229032859628672078215957368480822852112806578001439833531805
306,0.526537450940821021318072832925379787421929165772269442913220391841616754157743612849958937380646400939064101995383325272482079325589690955129226414132505773,60968871506128546038833988472763881710154578966639272134548636492963614097071,15406589434090036527236566857948395988679580458316072732537677028214752475064
307,0.044964637807644840483715729014944390476252867129296690999466808365673063315201182449713172103461276540630363185519964593149560836491922242288887857955020995,5206549353546413022790346126518713707338551136189892688284411336648708786205,6579379527821880113954089255568007129579152819227084997196283265931703018061
308,0.448865046655238841437963071607031946331822020855904684779914483592809248287798059656088532086958854340571113637056742413429469009152718030752075753212552740,51975021537815513374886476580230710501822197945893487295219884044405595365195,85029629543031720202047455101680440098151264527619225613171247684742831874646
309,0.992916338146146871695413354882301618650735164385357977586375206337973657677845989218174295425816315371924627851689885892706705772941429681537465112302114744,114971857231807861317174364962011619935017318813980965875725333116209119807359,28086823175672716747519093985451778565653305464585900062475516240557298891030
310,0.336351191368234312096579505423303045862645733050844920827743240313616959061624871101300043226130249844578124765122010536465239421895538554077217203745210900,38946807165988204300835726939442503145029094274635851777655363072085072060278,84854029809597787777522813427749456834049394861544360587322174184463650792345
311,0.018447963242274359120742301598166257266876998929892136880724001002619034215046442154900585124916496828247230823630692234541742155671016323082888126187456328,2136128205996161603697390347252036226808295396585033853232090577801802384779,111278289632597606424936148835167673103421346678436583854890259351316014022996
312,0.881280211838454015703791450848794579505814439426422225856558766228797171912327145624569556617591950055862600289768851525603330014800647104245445778185550643,102045276932279187984361406400495891264043444956838466094276368599875166534473,17411788627313068813404855202753956344031076253658418474599258431379597995803
313,0.210746903231851857087341339578071141717954290319976798802130641365149434812996669718493601359744595131727648244781199138645514996191410123300318223744252471,24402824225510631142955268082900989621212462371901927584656711228082656429778,18842029548722093148631170150445490984683438321681898907881556548471477357781
314,0.183987461624217154944943958003767029307709877604536040953364681167781504214515017574478738478090839519385110521322778861957884532910765221825352416480690684,21304292574938641759011226299861815081233516805709137460672846268365789017176,72241941371999282674378140730174221672281141256345364751578824781330366177641
315,0.115061914318238644996264025409220638192211573047083818725419069612515486768873355134253441020901608439980799747089115824918395472088097081118869923512026769,13323259450553919248804111414913498918839499524450167950812697660836079778122,41831536676815965957595126334318048580566803974079511508672535589278823089950
316,0.075583461875492689971589471990736711383945356133748938014746476968712285346802495959666372200734356978525261387842267646540944350401733512699227428627516923,8751966962352336085274145943555712258609025532903786390266191469516608371915,35633079445768950223603692572200286669115518354002203806490110951287038558475
317,0.314950284324165515560743183319157544515612156216163353488898306688969446853027345252273807686199705056285192243672511918385837006492157076023241609650579504,36468751427781881451923368452077175214729513370101850580702595708143976907816,73512999712059241315672428837021967675390169410284709246190103234588037320430
318,0.885015937673565810648805682202686338909547581542833037558279804405453639405973893874605729271938715170510006256215871387832585330435782603154509214812626534,102477844431544600511918518031364034182840620813293021678490671746000583708158,8654399980503918100161858867575911365780136067747773579879366730155083378124
319,0.607021063829197814018410095538800241824109312549927133048596145730880373707995300104467454671797902677027360361025085623640671599931077683882993944708768488,70288237191841083489339054473448937288540096738656869008893305768092446899639,89336833479374129019782932724762154214312961095402444134200368865326940696968
320,0.992620306197471389637599264045272910880313427194858010628852951953199481567548884999165956718029889648287680459722742993620739610639268082825782611800793360,114937579073989733290834561374510581975611777479515513593913704055485823165230,111640934208256115324198897534467342307793688116704952299024575820583943277463
321,0.544025718263468244666841679490260355096575965973862672455428822815595973719208557408135019433201299864080402724358731029262461613634996416907897575185154391,62993874516558554105998507783025790934389611786421029894195191716181730180203,103084015873580191872113386278634009007605873809987838839171888914212736480525
322,0.423678444001956589747035408721557159359790776881268149059210417696411908636811442265344763556353075831472101907895384146831845306515721228171808772281128046,49058612195801830027648017819637352470544331180828034733763905664827874176003,59354043613764312210123434074865774276745774617617903653149230373647157483173
323,0.423593074251904226435158857568224559264360817727925295248829016503098907262617100037923402821386095341005579344219961349064054203411063867107768520450000487,49048727054085599396092185390425844950149818039851859024764373129283488101546,91316396369954543040021452151691186003600864693010423596412959238556751776732
324,0.138894173057020454222026433548725080309943187138764213582130837488952233245572101733962551123313740980667206021665270755055997288845701204875519798100777033,16082846481161751226492464480698873471831545742500499531531662661539892429135,19475460484144553737187438349591188486951939125835388646675822368548383097475
325,0.466644961670434155805063910482662555651933671609579442497984244235176118434694749056911141942410708860933055812645358559129562493335169180977004513066932192,54033795043886907354825370891078633747762072336586729789817698995586670491654,110873497309000628814840640534747085913910787197542572689125381219583519504933
326,0.893407493130637029811541075098411315056779664598464921601163488178514021141830738850996465590871175968398556328088135647427792507260893899961106784792226254,103449520169869678815306527115413924150714623687695743443840585558081369683815,14444664449282839732781006908881089299864650071333859646878915853998466399533
327,0.103696317275574219509940878131788348418046103680030477816011432358900581794416909607669021241116675482966222757514889420040948636654908369298056964384572212,12007213223554343046875402009756516690025635319685402737754256679074836918530,44323821106170785290130070518593365975132485553712348822604479500808773720132
328,0.960616401914959088011158423858240760634836208973580041568130781409215587879729161707926469763014874430550102968666650707028692741419961976953809501276960719,111231780133366542914284929130592226156856561099324745065872735163669981228299,75538989738443279105607380790956659068295825308278800211144721370116751460469
329,0.992698533075808590670642693694083909442023409363391157761305018967047750595067469258612463307641562096036295574449858932078213655960454043061966828210855457,114946637127666911150010465233294322890874049788397890866734988052961447033904,42431900188938576731207760737823003367349326421546571588887843176824706370392
330,0.071477679898521184815448900658807753432409514855185827939409407198924142255896054098909402742768322523554061087724326938481024918691197224568838295358806299,8276549889285887051756812668083246132787481701007632661728814217351733854034,14793681103780998617573583627584789976525183411038989902141346033928715264452
331,0.144605053432939583148885670326625193804799003747774132419729402375455750465569095811400146543894371106006113408452418010827275810368588503357596938749195578,16744121251273816863326084246889075341832099646914751641874732079524625988497,55024471343617901730295116228086442740141153832052040469418580301599939065300
332,0.051422319265006952967227265428395943551828363534598206771183442564828467800597959632867961255658818942097503275178180316231676790071800940453949588342150753,5954297781123448851427642750948004026267192129096160092966486127355186078298,84017462382389763093028269137065862980849237948668650372964027104603170377758
333,0.043075025769649983336311312848021633694084808475953777303758402099404510888150767383930444883384387168997942749222710118698892551252697161698296075051135310,4987747227819005602752288090717028984836892407958009406742886414587782593372,53559731419403322019653045222107427951476747241116384103153508759553694692925
334,0.024689687323698099371039629006350865570155147440044453173260588565366063371848194510933964851080218705653729794802231404333967834613234290672318564623534542,2858870477827084793359866195152698462938732068009770278466387031115618003522,61973507635265923566229379909991837327755757488656065626698096085752030545854
335,0.500902189803240152266516453989012418524634281037993758002997880858632667100865854573176224615863643155957716502158963039691585755221157120784126339382698920,58000511060863878163058410495337621309064759823203114430399102715211481894435,21956142982134337935727780485987515073161436704786360478916531297078439629255
336,0.016250919552415089358772991755349614605986763109594418865498698571467088687657309970619767792362457441387251001193076423860484156157707716266391503864562469,1881727927001694592287665261454110092878840948065082924771094765291620283312,30581523365211738611683742761937083435306761431988257131524498788593869749297
337,0.150064272054769557976909097565125116853405919834851738808894550502632744748421812832600274154850513767694022748847028479465508083640832892991958238797374839,17376255581098771644798532799933075909838105305514059859935013486358218044570,71879914767300140966462959253575431895492887175233867322530016732275770699390
338,0.671646784373990416588403302951870137296505486631208585201603959993227386857189640223896882901329574582812256706874768775509216523920622093519053301116247054,77771384392189567138862424289730597143745921784633427545005885770728480836384,25082360560312157161135832572405308775008596252678061613084517551538973029363
339,0.990396355708115833546625657934144583620240047723332561552645426379296398632599134648035069541117315661752391358157717573288622499441860068364118695556790625,114680063200466901718359804006034050381772317084448609549256625466939676736148,76884508819606097172694760537230298297395717432346366301868951664825287639820
340,0.659852329145450935604278153042717267046713170393288225835681504770701703058537149579720965296735677986343715082747897120594661664003757363131033092402181549,76405679779860992974804163291090852884892034331380239428965608207380831885349,106790223232922643992529218310251882863326684868387978049010063650670351688650
341,0.653109428249033495934736318233112451774300174886913369548085280488249803572663897652826933182518675387243073159945552506278431164169937213122975207589229750,75624905197544645432580471477064568836048549534295809421006456921115024099965,15815038509573515996028421904912748979937338643309315521900231180888143784934
342,0.024691317684205306354992357511611228580666861580540906377208145131577820751125967054472552244311211535290265097538605055205481516494036522697347988339258122,2859059260676424300539881310941687899774229872484104503432132316258977487956,106468387939647397592207193574874262432393033917456602493884825158604144701931
343,0.510387483798163542151833210719324612880864396814172351292879181709826978943358922145615276161544362189865764750106933379445348292794516621126839046132234123,59098833069566226756189971708456831606176711450669157387453299969232692653366,52236699823075819308087116278785135980876802606374987798652093997726362098956
344,0.897994175436219896885825718392664141026147809138020619737915015921154458916857755694303800903903355562858061521643531077314746745109808370319905896182180971,103980621696700949350824802956432969136387499582038394782740288684063457309002,73849228533023985318273415342069605145309608345276202562354355760840800879815
345,0.606701953000296495294700461768974561741039555398693944839595010885949827382168583831649998663392712761889070301530341017275377952348152899985376077570085843,70251286682264348051632579071698179609700112123584947871961559937158070261471,19443358509027748531776975663165737778276443434611680859974789708829368899837
346,0.440749010688464972934455442882219391572621671350369067833562132839128941030783949478023102527677999244956202285321094765062409902142722586149244848806027033,51035248776897565772698386175253137923477921324948055677607529881300452408953,28203805996828768167789716455951889873641796177749940753572866495486041759428
347,0.248298875471576752012431682976999147062429635769873500266795673558378830290998141231205908357885714196082448402378006842810229970047953257736585757536971094,28751045546130076694220043239786651994298688875153426012410370988837775117618,91854412631071802202189494804172068353510161092649155406902393470185081120600
348,0.411534057596169037986962360608468157713071804880056975379013854888602942685945901550397328300723873760176107383005941722045238549290027181045372182837997898,47652388321370428141578295311733627716915478274824542943394488312781826638518,110611124583741187952290876711895424379814738688930092026694455752647476049343
349,0.778755531164363490800026918165292481759396756990317917739488937247385057861430287233447907315371457133262012454646952118540800793128047292667958743862005726,90173729958637550776056308760424554866664690315933735286123789160191266029487,12079786675763212662105829769476075932006186890129378652227275547035750775378
350,0.336538554158003786864039915245910536929086515457519544427389181286525772984459959383688310629259892515859593477714631828408601940559116942843863813984636745,38968502294860943837024795137977190375741445552720956958815260648671601316098,72952361599326644604262326437196637323001256831294046315957337276267687096984
351,0.770326609483735183877797486691455363685471338466204539099415186315535266738940298185727851224986086354017126219846732659996583833435315512391918584598638817,89197727507219888660228240685886139447966175773109065157959470285102399184965,67836249665864680536366595057224593905690028237746751511383340946246496454933
352,0.563362564689454837751710766292823088012333694500204114947484757418883313110088643030202141506298855296546820221520872124168916117785550191364989431393021564,65232928363484672430593468114948171655037156465113486589551879828142245605818,17182573298416908180609388080087073290099462953861187865033720442935251817034
353,0.514356270005498548678789719350217605913155357886558180692660575398139798915789871028406950494465998876452439808037123042377548195568676105771874514966196176,59558387116249791527949188177381728152079363661416080222057412216162705660059,99907657091274341861004539162091745685912755360288555689110184163395730873840
354,0.365426169083077497769574625281962927918762971701479005436616265401549878158090885548548911356493090335782732818193763052359739360429848989264876057743258846,42313459580118306170638399550057609730497492299945260362122680942633201661961,34406135280685801740336782741698550347707948984752125873393064950126965751345
355,0.357445792887267416927983045768763913938119574405796124704867464083280996192126810497686158178850963537098742487224914046221322948203652697152408821755569930,41389395147505711345893153339446619846800043939032427335997577802407632774011,92367607867104514625676357984556306018848096360226118151509999370212433091982
356,0.345934352977815000901110287801727958875525750772284005743860267044583172602757647648257458111589225907445759032792136289137456463140863817562699640596548612,40056461470260394124886172710882591805775213330216032754904863877307538168195,57953438575990462833258883582224920422446435281876377956822531130939657712878
357,0.392448492844146636612498080211136844136366054928208080416954512769120446822710858761559837785345758223280629979348870550985754821904311492667858449484399489,45442430904459673697172438718233028785306524933647582589280287107363582447212,22892928971746455165482986621223312573677987827430422886315519730921491243821
358,0.247140063677376971712406680623421796923417068460053626526342182267371782620881700282856541563669677776682937499991146697692767135815203379904088396154952500,28616864307446841243727647481289236156648486011856753331232511096189906605607,73610585068142565262753713862495277566237459745337190744228465387841993181437
359,0.926963950273003641707971165808034468189387128908360315682387658075223014860526593786822925814707170739843261810445149636879828124145904919888338028229328053,107335092449786769951566978196637251105037448643340298280289502595781703574307,63520814280223229617336644295982735586829353816645727518673703906526770794104
360,0.582815516646438364127716304108228740402899902294210359380189823929730263249960705480654061606351223249651023193090974783603844457672036595568858655686938598,67485426312416933636446588993144457410963850278861057294374093910932394291416,61371067630846881663084686984152117256957698955937246832651743406269775374987
361,0.221499034263256521842201305223726725930533632551834814154296868033878228354938621320414358961004733722297229012890764175722479180551963385209914463949729704,25647835941390356708333847684268211603998093685648604480245876004200396135498,57561672860687215903508872028882380921949453780758235058950826975616636573059
362,0.835864440273514356404878993971455808993657123181805913355676438961641939008703286970418620519115491332001993838207675270138133324300026988547852371324389392,96786489858450127555174579144441095368271416952617991051001021141765596463068,78675948732651988647215634215915211002311942432006216329031000765916200786499
363,0.764813700887982792707329712393203525771689122981248166715769105632261181149129404510887487127561155593890122350538256553194289672217416207336431677255545122,88559376303143360266192763233818338735196274952856704486272600047125771028753,111399252985271296003744658769656122198343897057578071556375071457539937957470
364,0.647293600255462689566410858224231989746660564324644067778722519513374025787651311973679283346741115138015617564705094349978120576096107886085080993632345835,74951478323524213021105438808459687397276306706827974709284103853575676311281,8531154510860228765256850969231333422894579846058154583224492728368609569705
365,0.176766392967530147483894744369997138937385841622104002977999960383870870292422358634720477386209216762913413250614024173253085047216743638618256925319095526,20468149948654752805440394641079229876573921840917619365708553974801720239416,96608864304933406952058918729241686429658084112342141125615723312472794863031
366,0.429816888205923945810876855480906817088084289513627662131345569193429567468581503240202189094664411921490721110071085356087239177516118662854014018939700757,49769395474845904498392440007861083001975924960299241155451927143621885926775,55388769349109215183213299141142394609347175033101876636447303019592410422647
367,0.931562389513143601392264031724202802069662696796340441229441396375053537164567537321509225076828525767545237211039141073379166316137769938562426493830141080,107867555336633432641143501567045750643277705581932755964910243279486521165908,101528500555157567536203977441370713363040031074024237243635583367929422057396
368,0.524630601637858508079375175521162713911033436952872858799874897042824636157963175646544699358083864442975199142715690046783096387083718466795017599106451214,60748073441477796520409879175559452866654108146923418436610345739136689795856,69022611384895827464845121922095419987786952500145125659578508140482517231305
369,0.185857283106087132066387475654340904178678457588683012000690830104777265617628116884626974332620823167702216801416929699027168887569297421538104228557498921,21520803110825180956484024486194235305610952173825853163459634403871617731380,106428850815777415973731703430821744555878987707955752461031690436894628127261
370,0.029870306192900253843007176582739150313800284816465808269284599877441441292156859366361161443373959373427609458290635494478217313578556846982833227270064992,3458745160234264782948298291701709056014160657755879938588838551970324619817,113961692274254497952625086725150420922763467639257137848231123543029422124920
371,0.827929658961640356610496474621829767038991106974975366738338850824867733787322429290598497749475010966462624185481402115038679314940319587509042745309874265,95867704952707024501745467677132333797302057467187308981695466496555380294292,106049209306848790928539417254623096281400394643146503083087821856106479296853
372,0.932067266530756742748762330850738301736089141612781169427616766499597504488966627529148218118191748095277620990253618325340978860791922204668706754669742724,107926016101310763565641483292234133313315732556342934324741917313237775172217,86832316469739167091989572245052854857951244289968332369279603977417672214761
373,0.094543983047232253388747364505302908798372873591732097526578931657444126184765072581134504322068461108315577774822159715095891682624133932461446051763179342,10947445321856426645020138110767712252653400962028974300766291937067672087441,46407156963062890035176150969922400736640764097011928181353572373829032944012
374,0.213063779389134322130472676131172962441684359510031557013298370349630323775937530580166257430398773458902489788778035567380196131188349014923645328859703225,24671100156266492568282778304086425996672314517646588522567366142624891541667,102003755110476958629915262228479659987073462805287031728953651318355491245055
375,0.157225392221407277535758166027543010853672848000206814977651840299484277994638283152493495693984644952252136190081012403201836711422457616036024584759901751,18205456646473231091631297144831919517734501879404058878617404627086754199374,50970129851246493401373107035944871455185496927730561439968422445320554872574
376,0.935926634716308679746306342638405320386491468702105031931646172618393219490663225479580693031977233429872750708803640698608255609753414937777892675884948664,108372900406651852543117448333571017619607640152147763319128572789935973627588,93525635993613778086634939785328054443915114391594712980718931203790509399473
