source,d,puzzle,q_d,q_x,m1,m2,k1,k2
walk,206,,1,2,67,138,17877244651601137161080590399512137597152204920083143943213034056507346618931,19357386315093153538588871410342436664887122706523524751864761810196869642548
walk,207,,1,2,67,139,49988614237994087587002954879514874164797838057528060989935571088587050328006,54127408111201975179836513979642400352456727552678760129796155085030643602314
walk,208,,1,1,67,140,27259859840158230619126770487303623514447738439884681073022498041501476677818,29516832605072386010305526718003905543486598523015241243025682178952481570010
walk,209,,1,1,68,140,27621616072979402725440087594866999412714282730813269437756913931358737138286,29908540347908753796035006769548219291514725643394618625128713517082842304292
walk,210,,1,2,68,141,19475470862617883992671068099503987822955976643190746188918487680102761394952,21087937235465992335809205194739943156838210369689761863117683396314475242763
walk,211,,1,2,68,142,17503092769363601189400066183535576697635677099049110960575235516507745672343,18952256628380354887434532546879476283456433333175109633127875533439867526503
walk,212,,1,2,69,142,53124980472805903338136964195969164407608989454915795394415876677154534200340,57523448945012959315740500349563638051077976491132908884103915816668775439295
walk,213,,1,2,69,143,11014021083667575962589181866751485686290056774933225070011512561251124312465,11925923997467873769513707153123738680725318370993705100103304809514464162757
walk,214,,1,2,69,144,39091760651010664133371463008044495193919040772302684848829801629749137876989,42328352461798264787677705481201023749783045261256821001025632285801341568717
walk,215,,1,2,70,144,49252180087443974984141224387450133404984997420773461309730423250077515323236,53330001093194351568869839726434638765365945699920334663873687533483952082321
walk,216,,1,1,70,145,18403773216879026391740140101493222499537615320062504267647810461161691421756,19927508671342442831261008037628683058626906806796117450722849005963925182335
walk,217,,1,2,70,146,28713685050146017134250548124971850728709928806237111966606447772685376092962,31091026882367489649873441406725014814520019524136411237658170764892330256516
walk,218,,1,2,71,146,44879496146117658173536417730081247758685423314557137255064184459523280296741,48595281960820856629251235980371562526508750621077511967582394913371682637530
walk,219,,1,1,71,147,14199648474745834430873325807132059203932464228399984499959420384336050239253,15375304551731377381853702968536443779042851184670680038071035072374268239720
walk,220,,1,2,71,148,16318345720046797196909132395858821955855467840658343004343114245728925834997,17669418765710164506043991584445572063667370541758632651536277894616185517607
walk,221,,1,1,71,149,13828445463417435019254868443925335239717013097663392643490362891197513786624,14973367886901645251690256007925266683780772032294917180198605520919004349244
walk,222,,1,1,72,149,41213039205072043953172898030498456123647822803843199619571855082079580141734,44625261703302138219050346136114272944025927858669714151414787109519380134909
walk,223,,1,1,72,150,22435272140981169410683740720246087118747190113742379607070856120063541633971,24292794464740038585768004941674929334866872095552672506516428328994609153207
walk,224,,1,1,72,151,1897268498704234640422335893421528005132768214159041133718500857886900417725,2054352333852822463426061144515802223834387338297795843327422322442737533014
walk,225,,1,1,73,151,45862219319155618432731258691295203352103708492156307661348696279743767906570,49659369434702699099914143588506381652781763779832081321439671637501406340996
walk,226,,1,1,73,152,24599445177594286794647469485298017747512148932908580249001565546371198685152,26636149625943603573848771257421142292206726515172967136378070710221702550235
walk,227,,1,1,73,153,10618160282889034539412871528694725503282596886972600945281806459500158456086,11497288008141294300571464464297138755806011067179614233735468516558151298783
walk,228,,1,2,74,153,27446323158752290774373572838633706203832304595427342716081548772544047048707,29718734103986886954645146086785048932787135479945344811304571337010851129924
walk,229,,1,1,74,154,41289069648038992555332977103002592961595699008215585210062844273150993561850,44707587066348902093565601497726561868147732393268560630170466647622959749532
walk,230,,1,1,74,155,1351796119686949084554298645890635263824837294483316733785963084605918838599,1463717715899835943521278255318904416849269484356317923720097481146712589395
walk,231,,1,2,75,155,31940639646662561829563486008531475397439731915088779599270072442548668312584,34585156316930087679339014647351117621627052251394067334783925140398734197824
walk,232,,1,1,75,156,27217172886790666740255578535047938347404641735206617687068462197992397846354,29470611396879864343358366245394831834072531469445931969241346397459269272078
walk,233,,1,1,75,157,38239907034319632124283734059971359385484046827580582139237118246530640495291,41405969853988468399138738504618062742757067427967279021837446513187696889456
walk,234,,1,2,76,157,38944934802593217407780078331417005240762078982798263204998846070846514655071,42169370206744588347442728074460841367483880885267517121986083783316422928618
walk,235,,1,2,76,158,46454827953526197736950597171870885441976330198502679039935743839657872253736,50301042941595367079162323175597463290377082467404177227552388999305399318568
walk,236,,1,2,76,159,49627374022236649518239764633115487447818115657201980402590497104506640673847,53736259108923369196053260891904134331707018171760077260591824085435531121500
walk,237,,1,2,77,159,45969912323050671116060088617375353771593156366388430352012777627803622925775,49775978851895110729279460249807358552288050111690686922829398373240184766698
walk,238,,1,1,77,160,1378607411698506119420904178367520168876485280608971153636800673695216816077,1492748841623564164753041728354942665214611745109005469419972290259486822787
walk,239,,1,1,77,161,15254367271334514176080984957084045888691187501398383638094888704396801610038,16517348507455206431473044645640636630373131021851709924099203025338878631726
walk,240,,1,2,78,161,48161033586999633550906963325626604844915564601400567254208855596364947557498,52148513411670042586262494560338176570288779462500120735213118707814907609472
walk,241,,1,1,78,162,26390789971973493334307920592305760736374819136800547773082158939933356066369,28575808330856150153870092881468747574358955003582828877554313424295233852117
walk,242,,1,1,78,163,23131802992438899857399122299762766771784421680501509073470454705810697571323,25046994400737472950987517457759480431231950998843447658165365016628786215155
walk,243,,1,2,79,163,25328444000077545116038855102201854602406191471597102425149659738755821022348,27425505709896539822763998761303637101637829936719204850506440863578777835355
walk,244,,1,2,79,164,10034044434927677884290690362994429232907445094672647819604397715036196191629,10864810445624773327973774478124307683241737198787638584198701780675375271033
walk,245,,1,1,79,165,10512346964346977396138908734274162234883064506782621554285751715108893175266,11382713904345206197759379026135856080623393292685363426540042947652421959616
walk,246,,1,1,80,165,16466411449939762162161858296398119371814518839917557869115153373307130171,17829743557892703513655259825778393074608327938403417239976738363763797828
walk,247,,1,1,80,166,34340565975399455064538513834230918418064121168034042354543262165068779646741,37183783900681509394096532280169754578356941343162661302059158448920545034305
walk,248,,1,1,80,167,7411845746713430424489699845895466317442912555218554582124178309156849238407,8025507522165168537548224874064407419018213102480049039669625079597990975771
walk,249,,1,1,81,167,5088266700930621454259720422395489051260006247761387615387584206954976830681,5509548374129178620879853821359598988088625160788013383852442392679263869068
walk,250,,1,2,81,168,29392666212583868249711947512580690971613796000075294773001439214918743999956,31826224107561996853777147438534613431455004757131049133264452925972174719421
walk,251,,1,1,81,169,25588667055691837524653186952887383780342540518237784003907891764442725878103,27707273863422854014920690695697151266315738503942980857570907794318021051472
walk,252,,1,1,82,169,22955570108276892332212605036992158389264639299049568059127992248995117317670,24856170362322721717574453860054261733630267827335368397627903610260482534868
walk,253,,1,2,82,170,27928035540715867598556100434110432312655797780753419733869762485284480065513,30240329733076044265755286541439473676341725797323430360309125330412576880438
walk,254,,1,1,82,171,18747995406331997955533558472967199588339765217186879756077625066938793913218,20300230644405085658507059248249957765792112525418625005964587932815398531792
walk,255,,1,1,83,171,5911473457234713619834137552240398459891341996190819005996793644401204233365,6400912312449833776261227477114970612065997698158870616299844379778478062826
walk,256,,1,2,83,172,28342026782349084539844363394532715797111777341046858734958651389753500766665,30688597268232336866426149681261313422173422725953928422739714702655411389245
walk,257,,1,1,83,173,31414509639616766244307619113616908128869454829780372680475310877107179176970,34015465517434540427719598847533460225191776804455335840467691641615702272792
walk,258,,1,2,84,173,18322624642644777930404963807672607263600344007108508473582820269091477869891,19839641422726438992571038587761504091278801068241465013441284434067722452718
walk,259,,1,2,84,174,42299976956929767433045770427164692626093708100861724975966343116601643063882,45802192174032390674451095957063173374104703581113648502610889629255924879439
walk,260,,1,2,84,175,52660172640353544616793926508765527321739583618442422064887491920690453069164,57020157473065935230137686446451244620303142316611928431260332726873397446104
walk,261,,1,2,85,175,34086649175377679787810153963373873780514602483714068902270823787475623049020,36908844127483655808518962314025065285136522741085090338614862064539616738837
walk,262,,1,1,85,176,39372935430390700789715601453722151575762107319537888768833454271342633319746,42632807031425300945964264115397351257186750823688445987348096471916905990812
walk,263,,1,1,85,177,18955023055153558651226638487921331685542724250150524928048511825385153337267,20524399091738241431729512531287807877037196097580597986080363734891940055636
walk,264,,1,1,85,178,16151040635498793260653241653573035596349570078030017606900530213086125032525,17488261701677650015077356315652571890622270079224551538044988841715230529400
walk,265,,1,2,86,178,52353400080124608514164306563632236389385592479284106580785375753386239057826,56687985761208210809620558436338452351406910792846826595002354822994308064473
walk,266,,1,1,86,179,21508618230041683376649495140901091282146165199594576596091121907410558563517,23289418492434316725917230955138804400104463195813862951449889583410774450201
walk,267,,1,2,86,180,32364773771166740424759454109706546876081847680832470222866660599867646406828,35044406512217082307987713569766397953988495150465136912977047156776874187026
walk,268,,1,1,87,180,4536063580727661205571131207549687231020111478225902949417799047056299394872,4911625745084038475398596083881259520703509367496958387912537015263396793254
walk,269,,1,1,87,181,5768915343879024865302601779232133323666419585888955796956655575992791796149,6246551138434700823144868816706484752512363683308031305437802082823639362576
walk,270,,1,2,87,182,45577906641523847966483292740353681341449058735298595247274939800834596222491,49351517165382000887283023058931579282219251700098997851588986740284448749100
walk,271,,1,2,88,182,42905773199470859830888791015309947086387553582227032249201346775596315917782,46458145153567719916553178815319183365307468079760687817466147058944052721776
walk,272,,1,2,88,183,36535768370172108146916926199278072632694349248954875893039470910406108496069,39560737487409207080226971382520140247444805052396223933567767432238895059832
walk,273,,1,2,88,184,21908088414456615980474541356041995377072401367891776789647521542353681868245,23721962703344849413529699905658516742793578847132510251351716274808335759346
walk,274,,1,1,89,184,7505812020457338060419271478472932387479212445485936173792364342343913039967,8127253708274877853278592215909355151372359005187880699244858226091828967240
walk,275,,1,1,89,185,701702944301533112129211008390862245827978610208278406678927330894998010248,759800250877392674372284677815248728236311663439014811520417936343912157013
walk,276,,1,1,89,186,2548022115012606097774253901621794391497972946087299475010994211598633209853,2758984920826835656822550776607092481503309094710271937173569213891544365954
walk,277,,1,1,90,186,7154238527550638962030210413527991847644174662425414870721689523693158553308,7746571782565922864171071706826233214846350525408164680184342625970050735031
walk,278,,1,2,90,187,36961900509560840690242921038813574946459067545707875077965038550189584919554,40022151122685828581180339999609041852746568458876827089360309645557266399682
walk,279,,1,1,90,188,16740587271155717261661949593923635595877665315383171623296075403207726486622,18126619692496579225526052947293616659369862970497704941585454691601547806252
walk,280,,1,1,91,188,3344751553507518618237277276568394072693715983776816101649805056018535140828,3621679358930415554059210834066452872492080402874615870894808268365743591010
walk,281,,1,2,91,189,36702540943080696322764296077224143102031769749548832601506872432321343348730,39741317950644320096715997836664748040201019548733308869631798186306098108900
walk,282,,1,1,91,190,40727498555053017012453361509031558187169039749230650456974302102943854815741,44099520845733353803638381231269633897405144456383095640966585416102279632087
walk,283,,1,1,92,190,27372235012843955177062204919855494532494431540755118260103523088278526801877,29638511849961393519519201793317229196947321884347426647388454929995753448090
walk,284,,1,2,92,191,55203544623596283429646165286705699940937126558946660334720346610671109276977,59774107255713501916677678279922705655561456256192388168371311759154014801525
walk,285,,1,2,92,192,26854052821186706163891265323940696889124090783662500201090491612046345033853,29077426903092210534772509698684128360797913526720893020624621997457461549454
walk,286,,1,1,93,192,16405538910101901176891494858311210770637204756505540805407935484786351032770,17763831092488431152819356664941127466909563203813802574082233872823310654392
walk,287,,1,2,93,193,30407577320641512624583877141443266873283861539096485308450915248670480139595,32925164507887699153855984251367792892962524040354834071455102215807990784698
walk,288,,1,1,93,194,2395469767486820164429555472390625224138180372348332135962827444169822382058,2593802042711079542123250577414274558659752144417958968720330535792730878501
walk,289,,1,1,94,194,18180483210939660562579249116695729074234650702881776021852701335842993119007,19685731429407085049568616906488534337978949157445405566724792052682608185257
walk,290,,1,1,94,195,13769919298903384594519757212411173241811814720587347022338696876652802314479,14909996064335145706905245197526946951976210244486487980032147752192754393111
walk,291,,1,2,94,196,33850475346335386577117194265291286027496640400801471153374484899739454595056,36653116349776201246566949176649232960911186172134986279082348841875369777985
walk,292,,1,2,95,196,8273645373441083421378571740110445887110769380410993594276386603223124121951,8958659617237948869078139865356727326240588989615576055358457955728488098566
walk,293,,1,2,95,197,27073214667558156804967056594595756825702250250049656179922896813500429071796,29314734195598346552950494087716570753633308757386218226423377473407628519806
walk,294,,1,1,95,198,38620821400930782441742876153923907495587741127817485920587543393232862615443,41818421923150069611976727414198361504981230369690620515565504891786341557589
walk,295,,1,1,96,198,10195456021606504970718251811415703923333134798539095019156563326894810742723,11039586061216875216592126339932330663847155865137347177846639941205350520918
walk,296,,1,2,96,199,52304247097789200846135846075010151912427271698843147476205033181835022137394,56634763170918256969325895829175108611826796320804446893389965103393652724830
walk,297,,1,2,96,200,48446314950195274406044777269515153256414665646131630742301839449029906764740,52457414568615378947360443862381251766667636591266633040300584950082773314610
walk,298,,1,2,97,200,23180215854934973421059145145995043797655199176425188010253867208555452664264,25099415593165023437782283436473802425061301155765702194254101933603834061234
walk,299,,1,2,97,201,48066501347524808853971992723670278180456591486185279947452218016691668609438,52046154400848920911223288521409533899326008527658572137081334315649386799485
walk,300,,1,2,97,202,29025394748469304590161277309012823568097202981841411958707281826087437710540,31428544501340422814046019655282045903669216593902958273485946209854883346999
walk,301,,1,1,98,202,4893389490586267065688809847695938274946608393269805946250872259277436313978,5298536357559529203490333327022313882251386452181115542168185019419858640300
walk,302,,1,1,98,203,22000976714371785566366321726429380032302475545638282302766960932236589967566,23822541665072552321227572756344295862459048899898543014809091317909974373624
walk,303,,1,2,98,204,24310329683526567307151262404377184577182053409924131533509109683547735029992,26323096892291685426796774625257260643690422744110368412976680356944144824901
walk,304,,1,2,99,204,54258385722891722834981981965358536969826623804563393674841898188883523590891,58750694177991352754306992130207544078140152566795046610898739174493489647135
walk,305,,1,1,99,205,850231387735960670656611491819626482133484399665498050156132327088515457299,920626066844629626682937671138436048732592365290067066095665388680966126882
walk,306,,1,1,99,206,29272626148008263991268002844976104717813784130818857253758753360019872612128,31696245358120282047565985627787776992340794835820414880789883132943741484942
walk,307,,1,1,100,206,2499789958096865470362576949643401301623757657235638893252600636259637553145,2706759395449547552427769176875312405714793478954253795031810700389071233059
walk,308,,1,2,100,207,24954461792165802523903965093078939319207071593154711951443711692060411811208,27020559745649710850982511487151771182615126352738775343776172352345183553985
walk,309,,1,2,100,208,55200762473528666357742012323376825661712609219198392363689022950405532502887,59771094758279194959432352638634794273304709594782573512036310165803587304470
walk,310,,1,1,100,209,18699301752927186947583291044332514275110011153072535396212222982357051843333,20247505413061017353252435895109988869919083121563316381443140089728020216944
walk,311,,1,1,101,209,1025606688030231061231602593634338493919756336002224381596235848260204786988,1110521517965930542465787753617697732888539060582809471635854729541597597790
walk,312,,1,2,101,210,48994399404429124988965393094051475373939264643545403539367104444526393700314,53050877527850062995396013306444415890104180313293062554909264155348772834157
walk,313,,1,2,101,211,11716384654374447652529502442051460512162068582034673231493315094503808579677,12686439571136183490425765640849529109050393789867254353163396133578847850099
walk,314,,1,1,102,211,10228704853611733720956977623689783607986234816654529682898282802458624533496,11075587721326908038054248676172031473247281989054607777774563465907164483679
walk,315,,1,1,102,212,6396818299806970800398719594423244424358452750466537532743767621503082756042,6926441150746948448405391820490254494481046773983630418068930039332997022079
walk,316,,1,1,102,213,4202030488999736754990055328842959164136672862723966520998245766623145214006,4549936473352599330284090614712753094472352670179819869267945702893463157908
walk,317,,1,1,103,213,17509527407322828162229620426127267823844203492482913138022390976206719618046,18959224020459053289693748025949907390885309877618937442680204731937257289769
walk,318,,1,2,103,214,49202085496970668036886912272595122569792352135243169490917968623539935331221,53275758934573932475031605758768911613048268678049852187572703122460648376935
walk,319,,1,1,103,215,33747078453182026342944622524035982370875324190742260179477649632022412360325,36541158738659057146394431949412954917664772547914608829415656136070034539313
walk,320,,1,2,104,215,55184304702963704758247110643279561360518877161826697298791797848534460712639,59753274371026028532587450731231020615092900317688816295121906206951362452589
walk,321,,1,1,104,216,30244878948635390728030684964389367169878076509463430058136201301141496761415,32748995567923163377967822818636423764511535276957599836058990415040233418787
walk,322,,1,2,104,217,23554223305633475986165105918201022438147786531632199044086071246076063298111,25504388890168354041482911901436330032396544649195835689677834418751810877890
walk,323,,1,1,105,217,23549477210606110859190027300405165283740319399617713099274041784224367212639,25499249843479488536902158090020679666409498640234145925490331345059120888906
walk,324,,1,1,105,218,7721762611130747256978794502827125600420399687159705103763067678217113134546,8361083870031003969513669977871747871411146055340794427768594983322779294588
walk,325,,1,2,105,219,25942928622498954965157351341040422775848512546887015708494767621220648825710,28090866421387952389668019550038210971913559789699714081322931374366021665942
walk,326,,1,2,106,219,49668610461635969461459014790245209914720066458198434068719359817919750867962,53780909708233709353847512325168714235994557229497309375121225740161618815851
walk,327,,1,2,106,220,5764952755230128884803595055106525690324431685029945424352431227852985574877,6242260468324214162071806954649990999701203634655457313401825451221851343651
walk,328,,1,2,106,221,53405061225287665582179659317874517272461233171433520158173964076697361252050,57826718908078877332105269812717708884395327927891224907698771086972619976247
walk,329,,1,2,107,221,55188653693069154980020561594566794532268240676046361193792171419019163111040,59757983434597756169989903638727528358605809112351529672942816633942283922862
walk,330,,1,1,107,222,3973771282285444949450354016409209827435456522236331488015952935486232232030,4302778607000442102306458651674036305352025178771301173712861281865501622003
walk,331,,1,1,107,223,8039256582208345926345550887101544256219933227087647137874071847363577711766,8704864669065470936980533359787531085612166419827104504000660232161048276730
walk,332,,1,1,108,223,2858802018391000662419853007185733559653015880063549546608929342554977187411,3095495762732448189007789743762270466614176249032610546357556784800208890886
walk,333,,1,1,108,224,2394737778704565564909576209264262993014898980626273667522736851272665624997,2593009449114440037842711881452765991821993427331735739220149563315116968374
walk,334,,1,1,108,225,1372612689650945600385120145857390420805702510692249865104129285138289479231,1486257788176139192974746049295308042133029557317520413362257745977328524290
walk,335,,1,2,109,225,27847444683430332941217239639658629799898962027145647206345490566406524161117,30153066377433545221841170855678991509165797796057467224053612148804957733316
walk,336,,1,1,109,226,903462976411664048929407189328837494298573952968040866061273901864302444568,978264950590030543358258072125272598580266995097042058709820863427317838743
walk,337,,1,1,109,227,8342759524860443723410155053014302664436305458567702239588248414290668096249,9033496056238327921388377746918773245401799846946357620346765072067549948320
walk,338,,1,2,110,227,37339917962837326023360142212444776209089622028649825614540795733932266478432,40431466429352241115502282077285820934656299755983601930465090036796214357950
walk,339,,1,2,110,228,55060665119245087010970733937995520033587210272217925562492113692371202046947,59619398081221814707389070068038530348185106812230683986764511774568474689199
walk,340,,1,1,110,229,36684210229403447812558896856990566453963647259350453928608273794899512017234,39721469550457545162245266434100286430928387072029785500357334412481319868114
walk,341,,1,2,111,229,36309341515428377015741399515317011461522757934576799838872839549237075010919,39315563682116268416839071961747557374525791599719009582133617371877949089044
walk,342,,1,1,111,230,1372703328851497568547979398843858630472743780013040015499529800313841740130,1486355931824926731991901912097829269301486092471064487932602515945135747825
walk,343,,1,2,111,231,28374775577977750599011183937077870498506743624142442889474522032344334613071,30724057491588476157178787771378961107669967826526714497978777936888358040293
walk,344,,1,2,112,231,49923605118048552331538432810443278401955719347549520348486848991422878077577,54057016578652397019286370145989690734431780234488874434253439692640579231423
walk,345,,1,2,112,232,33729337622064470722045486001064433222462619896207457190031781669406335403782,36521949060199877329587093070633746387237492227377490681929778267751734857687
walk,346,,1,1,112,233,24503254216646426454485426320749185504137760656214053153907397258750188794317,26531994560251139318212959854503952419340160668734002523700132622550263614635
walk,347,,1,1,113,233,13804070615799817442013267083211976190915606751647841604182250872186654152200,14946974930330259252206776156574675803383082123505584408228120116651120965417
walk,348,,1,1,113,234,22879061296894370768348322278381826963199251095411803589348569204357307985027,24773327024476057373229973033351800753716227179412739354045919108424518653490
walk,349,,1,1,113,235,43294583288872533507543387370929930776230260927953447582771266260386990673119,46879146669765017268512921389494624090434429387980287703352522899804275356367
walk,350,,1,2,114,235,18709718107716708142672372904281509256265223976953429153622174177465131558346,20258784187144235694352422233695681119476221575767527805193086471206469757750
walk,351,,1,2,114,236,42825980964864995161028822561090708110563492147445687321988747760035547299225,46371746542354893499199418124795431337402683625663377835970722525066851885738
walk,352,,1,2,114,237,31319902720065039898067765632541538886014896116089984257903435677614581657626,33913025643419632532525702482406632769022260349023502331648444150527663948190
walk,353,,1,2,114,238,28595418563013484906121365627695509255464491351523222495634114946669988427629,30962968553236306621827822549686218896614872309892857726423297269492717232428
walk,354,,1,1,115,238,20315712800968542233754871798307220687480215543483754334195350701965371508519,21997746779149763936883527751750389043017276756461506027927330240667830153441
walk,355,,1,1,115,239,19872047172848447564566396585053925229234618134997304469540126897669009620924,21517347974657263781326756754392694617565425804035122866457450904738623153086
walk,356,,1,1,115,240,19232073555981191409565017972326929252828037531149281301462921382666180378834,20824387914279202715321154738555662552947175799066751453441942494641357789360
walk,357,,1,1,116,240,21818007423496962822430888758639431303753353252495380125577873847820530549621,23624423480962710874741549959593597481553171681152202463702413259543051897590
walk,358,,1,1,116,241,13739646965845000864751028384507406651006204888812170393366313203715055132357,14877217341601840378976619096781829505642281123044582937866197892474851473249
walk,359,,1,2,116,242,51534167456727210008207590893958989143520262327591659175062276203311793070380,55800924993059559943359387302678261961517186315748639105227226392469910503925
walk,360,,1,2,117,242,32401381329220887587201678596929850274919236576799513475066441047515839463935,35084044983196046049244910396214607136044613702061543819307652863416554827479
walk,361,,1,2,117,243,12314144816380629602298376455813825974896152065784693159024490669672224784983,13333691125009727106035471228454385629101941619863911321221385334528171350513
walk,362,,1,2,117,244,46469528856534817416333372659633372787155702142858416964468238603490317676685,50316961001915310138841206484807722581115714809759574086532782538275278786381
walk,363,,1,1,118,244,42519493150896110729391706282940010772502579898716048844576377622330662068254,46039883152247249536801056950878327962693695054140655641696222424795108960498
walk,364,,1,1,118,245,35986013026082130163270263301837482517975356309666170312811367681704338241268,38965465297442082857835175506622204879300950397161804396472736171871338070012
walk,365,,1,1,118,246,9827252605915763964547919549140374355831185928792761177703021910955980380525,10640897342738988840892475091938855520742735912124858188005532063845739858890
walk,366,,1,2,119,246,23895487506293991333549058201266622654687867013064412682098246674531828094501,25873907968551913164843381806594460347288057947234828473353680469090057832272
walk,367,,1,2,119,247,51789815734927419627297925497215870098992272812357935135573744339144484511044,56077739601706013013845576069829880544285432769574820829336498940342036654862
walk,368,,1,2,119,248,29166615670184749422523556645105071507847668714127979613057875287497534825112,31581457771293047097886322530454381358806439432795438823552470451639154970742
walk,369,,1,1,120,248,10332656785434426465308430155245123818948098242090955151255395691996940975693,11188146325390754491175594330949111486662853931734898012204238711874676755686
walk,370,,1,1,120,249,1660626997279970043803900539783061651238427148278812898904389904551716719505,1798118162954294739144397751918647404775733509477067039684448647418607900311
walk,371,,1,2,120,250,46028398056638884026347697890643232782645208545962365645094672083868681388913,49839306896068140475397769786489101014656848921224943336600794412686698905377
walk,372,,1,2,121,250,51817884158476216598168563205127335672660842928737175451693951263177683581390,56108131942834546967472920087106797640654889627605758873047966050060091590825
walk,373,,1,1,121,251,5256132617613772453868432856783279570446627937302289880114693764193997824907,5691312704242654191151705253984432682206773024726684420651598172873674262533
walk,374,,1,1,121,252,11845190401168299522396624590625631622525351453121256097600033294305308095438,12825909755098193045886153713460794374146963064525332424967332848319583446228
walk,375,,1,1,122,252,8740878961691365191712436233881012951042937488706560129940436439560656761374,9464577684781865899918860910950906566691564390697498748676968187526097437999
walk,376,,1,2,122,253,52032444095022641438255042413069460354530686076052306660343509159143649857264,56340456311629211104862405920501557265076954076095456658785063630792323770322
walk,377,,1,1,122,254,2802242821994954901467322794838923954762838915039837966414110878781708260348,3034253762880338687296730497390508852512154106032751969686022630356484728421
walk,378,,1,2,123,254,16365507240721261959488472608730809836710451202318363631894003795268302946456,17720485011806489140910885960189422379819686631080187740529704046395339994493
walk,379,,1,2,123,255,27495553038418645214776018479257656837198942565796340735882041674138145260908,29772039958301624553978415550116418374179726126121951056174872969789775531778
walk,380,,1,2,123,256,32168799776177464938294155751785073537506029531823025113868833349245168409721,34832206903012776046803936053180620445335921143276372450202483777561312016045
walk,381,,1,2,124,256,49223572650896710069636883604219090831596255615434985260133540501718909884797,53299025111631089537018168471288469407080778901786180590642583763640028653212
walk,382,,1,2,124,257,29628524782788963791248640435337415550997282908013502267147788294399384971148,32081610524661605408755310657228132124084750906968376434569843679674102397980
walk,383,,1,1,124,258,17431899769883090334944176080624711969243539203939387687728636480192768951573,18875169223652633197128249563308974188128153607337160637116022142808523950844
walk,384,,1,1,125,258,11350038144946042730359509254044812327576837270717529004811432357354927132565,12289761500975275646762360818512817974439882130423801438502782562381546770671
walk,385,,1,1,125,259,28192545610136814107266034091283183834819969578945304058957776872171322736165,30526739842564297429052285138942019434383052730066894106769229868237210486503
walk,386,,1,2,125,260,46406298025830429724032240726632908052923153702066943493227679274847393517233,50248494991586393885652053291447762162144523698584958332842521815596680044409
walk,387,,1,1,126,260,19849307267737818096928629287181082203872759967482269638700440879465553731454,21492725325218073414734445533186139714944530227527523910894983933662372901027
walk,388,,1,1,126,261,32317572422108761883069564611047035984366637712499009566671485627581613271569,34993297140156941271528973979635998686696939961673014017945184127702322465618
walk,389,,1,2,126,262,37941300175986122101734521731047723769743266805984049812240453192524202905530,41082639921118732159829471733420819032319671236487973163859927998604689408458
walk,390,,1,1,127,262,21057739748425265059324204539137613751606780448414311296204711389453254883760,22801209648179900449400027154049408895371771943212845828290510281524252838305
walk,391,,1,1,127,263,2423288534796439185590243393541588159765778283799529918024276170613926959267,2623924057379248808780450280109347785663738106398193402744079341640224894090
walk,392,,1,1,127,264,15658776618448629906589174335781352926349278844427499255011453153135503564990,16955240817712392238698843089238863149445184267729000112540394570976756280910
walk,393,,1,1,128,264,37283234210476351486606758751769227085739665653782635041927780586383565056752,40370089560957581374404601955070558396234496605971418941234141806326768352811
walk,394,,1,2,128,265,26339991405544799015366293922368070853308846473332436959275382973355226674904,28520803910780426220763318775929287838322223132452492765563045988537783366950
walk,395,,1,1,128,266,16197140849286935089520292804925514125018499062697170426128210280095227017793,17538178770269398647433838571075168814456326624034701243614685253161755882088
walk,396,,1,2,128,267,32930144933186457539821485664359939481575467016281707793753245602390799735881,35656587427560129904238582369440638491655641692562643564647289772034126357086
walk,397,,1,2,129,267,46296622895455146625188696782411874134286111089794470332250391405455605545418,50129739338284842272735856716539093456843294907357086486550391843342690224029
walk,398,,1,1,129,268,12192449946027726186458630366905333123834782775214851326109735068682546708420,13201920560591381722891219998403087616368644884382561352871640786105381768045
walk,399,,1,1,129,269,2575729162537036970521440601580098490012780802260770665620611631138100643457,2788985965900245111207478008629682856997749300973240269132109255356589204427
walk,400,,1,2,130,269,45135828818121865637348358467955731258947569185403516766301951030807369751662,48872837627472266626357427763100600710712532707670380679477096185692562857682
walk,401,,1,1,130,270,14868291363200518137624689895142923718861550834202822808868638773632567353679,16099307548328385088589371144008716715227095400490807671674460115879226683191
walk,402,,1,2,130,271,17852428961938282391773480947966925997444641586336558539495170533423432602059,19330516017077943431149799260352902665342108094909583310534511654563032081681
walk,403,,1,1,131,271,38518586058241164708334256486880816861506305688557259637693139552885795960226,41707722032754956655855351474489474601439491990812971865715626288933723857110
walk,404,,1,1,131,272,20440987253190644238920214553233935772948895854021229793090782777310258012545,22133393295955569342416869748114735164067393775072371438356044952191147004785
walk,405,,1,2,131,273,35165213419010126335669197205077697061688260579122954234564028961589749958522,38076707807626871213585972437597638865297827230845404956733026885682267867046
walk,406,,1,1,132,273,19706910039131246486887451175452155370667197686736578823175278807722533059658,21338538356361596635276259411518931043463909928950395734463415360618842288016
walk,407,,1,1,132,274,50527602673594856432484903322161654206343260916602075928279428826573390067232,54711021949386896172625330490756730690186645446436026358434333203093634405588
walk,408,,1,2,132,275,16837052166092807628441787672810327997338614090070196295943538124464594828644,18231071372469247185395015527189819230199689827734992168752019137723630939768
walk,409,,1,2,133,275,20365255955645839341046856112002411198551188846927402498155420452416285758273,22051391845995731236213307819451722545840864987304132482259998098850074414432
walk,410,,1,1,133,276,20856806936516949623656736104416500313159241601730256274502081140795357479929,22583640658143236490869140646130626396216025229355786499782254048512236152146
