puzzle_n,H,rmd160,r_Px,R160_Px,E_Px,r_Py,R160_Py,E_Py,r_neg_y,R160_neg_y,E_neg_y,r_y2_full,R160_y2_full,E_y2_full,r_x3plus7_full,R160_x3plus7_full,E_x3plus7_full,r_p_carry,R160_p_carry,E_p_carry,r_r,R160_r,E_r,r_s,R160_s,E_s,r_z,R160_z,E_z,r_Ry,R160_Ry,E_Ry,r_d,R160_d,E_d,y2_full,x3plus7_full,p_carry,H_hat,B,B_E
105,70,711248617921246431383372316888446851610771607728,75,136.241379,66.241379,5,8.310345,-61.689655,84,152.689655,82.689655,5,8.310345,-61.689655,75,136.241379,66.241379,75,136.241379,66.241379,15,26.586207,-43.413793,34,61.310345,-8.689655,58,105.172414,35.172414,24,46.148148,-23.851852,77,150.185185,80.185185,5168764664440767099039236072873481812388634514829753704262614163153920366958783712621090540194211535868910375629215746113002041605484107644806460620225,624426809017260970737262102517271301273318569248224409306101503240850065323221590808536496829307068627238922429568084406596680070999486077574193209153683826131231114871519635543839434806470946571070690041139580553771317645553328650,5392655172992833403768748428307589565574537608383643570958977767672940179350286123230355171730244196594522554664527241298279197271271915692438197056499975,81.738852,11.738852,11.738852
84,71,711344854160810539215527631065451319146725814336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,72,713967799919625256716374725165889542310020885172,31,55.827586,-16.172414,51,92.379310,20.379310,38,68.620690,-3.379310,51,92.379310,20.379310,31,55.827586,-16.172414,31,55.827586,-16.172414,3,4.655172,-67.344828,50,90.551724,18.551724,3,4.655172,-67.344828,18,34.370370,-37.629630,9,16.703704,-55.296296,3760112050523807326220320618972323863130818395522858992861279901262213100003363235177732229881394687998924181338042699079782566609550639506384556903003876,28302303142472183852451981136707068673463179524934051858798000970010919539326890599165763074759781702077933484261688450517927796818831546321833562619454103328691631396204451946725541338994198992361652484938472362759401609944895534,244423460435768959566586313657794356224382568290874005284823301866159183155525980570390198248180770803311997296254943661158352852146849319295018850801366,77.668813,5.668813,5.668813
2,73,718403660328363540930262193232206719102664545244,86,156.344828,83.344828,21,37.551724,-35.448276,68,123.448276,50.448276,21,37.551724,-35.448276,86,156.344828,83.344828,86,156.344828,83.344828,37,66.793103,-6.206897,64,116.137931,43.137931,59,107.000000,34.000000,80,156.074074,83.074074,2,2.962963,-70.037037,654491320654672747314294539433002241412255690899580245748342450929495655819562486138476065536627688035353282222154310151683214473417952758514350117948100,1431879736850516512579539758659116473351660094977244625909018988026591365073907962992385329189470405524657686801097230935758536969513506769795981427902613584092753364470258459618470106396797425798980936740798851136295092499802395568,12365954758065338786792838316829376063982949615409460112406042538174076583979076647877551574610237251064121281153797008308780816690064242477614796551745236,88.471987,15.471987,15.471987
149,74,722242930416841308883362845578615561975407945168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,75,724682041044394042412282097016652621081305916774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,76,728706233561485620939706721032402912060208409039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,77,730490441222236681983475761756490845119937558635,27,48.517241,-28.482759,43,77.758621,0.758621,46,83.241379,6.241379,43,77.758621,0.758621,27,48.517241,-28.482759,27,48.517241,-28.482759,7,11.965517,-65.034483,10,17.448276,-59.551724,72,130.758621,53.758621,44,85.407407,8.407407,22,42.222222,-34.777778,2568747896735368690662458128804584330831676565018813919759817210146912250558195262560547408188223653444231383970904459720942423596691819429995602177833104,22973014218830168694980385558701649120361954743021546471148748347389340134266846726144686434252234588495778941764419023270936814220214601474805684448912498802679525850861293956205743621788422430864774740484369574995408300933173218,198398823012398669490827742162504552521433543689056346580659164063501549470656646789522841917697602181391246899369252895012675493214013363521350941740878,74.766929,-2.233071,-2.233071
44,78,735731279167363089777870573039117884608175175966,43,77.758621,-0.241379,44,79.586207,1.586207,45,81.413793,3.413793,44,79.586207,1.586207,43,77.758621,-0.241379,43,77.758621,-0.241379,24,43.034483,-34.965517,65,117.965517,39.965517,52,94.206897,16.206897,74,144.296296,66.296296,44,85.407407,7.407407,2901325619188556371304651020085405669308878059773128371645827379548683641489215456626621435722371222720428388502836587520813569275386619089787151189184144,77536844928935586188240024428809966176595134470866971160398834129309442860833556071850712810424536593917006218244626472214583170297860874590694538896620793012154941177970378394725345226185696566020394469858515887504773027579177759,669621262036507657332323787325183953310790160616802133076140796835431459641819992867769643240297639838239879754913313922096992975900513195215900926963105,79.931396,1.931396,1.931396
12,79,762907946851444594797659748021439920693586426225,57,103.344828,24.344828,35,63.137931,-15.862069,54,97.862069,18.862069,35,63.137931,-15.862069,57,103.344828,24.344828,57,103.344828,24.344828,16,28.413793,-50.586207,37,66.793103,-12.206897,83,150.862069,71.862069,36,69.703704,-9.296296,12,22.592593,-56.407407,1961392036853195605509400540424135561861972327272362429172165301911443863293874722343804660100177129400363976810922922396263926403221993228786674555585489,248540589225964494512656773420544332997876344203156690134936434173130763422247405415730471400291450167250286611122141250034918168902424700847366936046136523145337398724801631401685749687064503867665159865167096525193685763221280199,2146438421337919679899425852698787488561355571786039635945835581885615418618199628330815666889561693320798740111706495454336118862142846193908984913224170,82.397875,3.397875,3.397875
48,80,767185648922580237091054742368595402840905065138,61,110.655172,30.655172,32,57.655172,-22.344828,57,103.344828,23.344828,32,57.655172,-22.344828,61,110.655172,30.655172,61,110.655172,30.655172,59,107.000000,27.000000,14,24.758621,-55.241379,80,145.379310,65.379310,68,132.518519,52.518519,48,93.259259,13.259259,1753013216850728738845953879054408837358988690748301396749937298074830733020598805975524746456493871211290181264135276669460845880276394651482551140190436,286486375358828757721340888581636165275556511931513909017870016404759955984824492347469925747759919743581283487526296560827362047486868532203310789284730880893897002131833480335159786733021880778697471829855507909601701026966786506,2474144626336900857461816001653510676375374430114837986408504969499372128619180614775979934092315446661801899504132139687937397529207753450161227961232890,83.013509,3.013509,3.013509
76,81,770579831785767823487286250650586160735351106836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,82,800203740775494208142289794543520963941115012623,9,15.620690,-66.379310,29,52.172414,-29.827586,60,108.827586,26.827586,29,52.172414,-29.827586,9,15.620690,-66.379310,9,15.620690,-66.379310,21,37.551724,-44.448276,31,55.827586,-26.172414,77,139.896552,57.896552,42,81.481481,-0.518519,58,112.888889,30.888889,1385625804643204642396819398204627605815815986091970887669247132063082024568938183811126239536562729202449342320842016968924861622486822338269924112212169,482312794879251398153688413965690399422358983401351010072363405978811796459494618685203020719338630937681261389878083187060738466171045795851692989745873428232955565081633452744953368339192803572338543741289713697032125952284431,4165334592855907797906084203291734867988494365777167729443226042630368219500809407924421309911774617118024242400437061140029733052896072606391954808474,66.280952,-15.719048,-15.719048
42,83,816285847428956852616596090519147176822436113955,81,147.206897,64.206897,13,22.931034,-60.068966,76,138.068966,55.068966,13,22.931034,-60.068966,81,147.206897,64.206897,81,147.206897,64.206897,82,149.034483,66.034483,27,48.517241,-34.482759,34,61.310345,-21.689655,71,138.407407,55.407407,42,81.481481,-1.518519,338682540432861131907699746547264614353313680412492472665890380554548138737670119954484752934754118511400203250905461427642000933491876245527529471709241,1259877698243921320662995478479675209001597368837731710772891077714364382673315958970081476541880676423509326566218280574085682399420334748936815314620630433143884867727469339360750814836313008658136980286161227451305110238340025631,10880516160838920706647099706630090307687052364929164669841742734881061158031902802490662044979475732491509308939431267520807896237279713237422198972545530,85.260314,2.260314,2.260314
5,84,819909130476456583353010126295286803050480151528,23,41.206897,-42.793103,18,32.068966,-51.931034,71,128.931034,44.931034,18,32.068966,-51.931034,23,41.206897,-42.793103,23,41.206897,-42.793103,47,85.068966,1.068966,35,63.137931,-20.862069,20,35.724138,-48.275862,28,54.000000,-30.000000,5,8.851852,-75.148148,513923928614306355838582858132076059788197557483535024209048550591192412113674593755515872443285544762585200801946278676806097174696780291913432570045584,13910364327697253738747815623133682304326542571893779145367098664006740386755931835431108098771787958740168190366482221517451335836133291611723601201453878753944307593213455951927991994446321417954468999626983508829720718300342132,120132250996766497446347109772568784890288702117615754311786645439807214829627930305737424203399604247741097736638771827326864375711373470297440017186396,68.331750,-15.668250,-15.668250
104,85,839269988465227902645155451955075822947608710772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,86,854237606288993386296614577933893851507448784938,65,117.965517,31.965517,47,85.068966,-0.931034,42,75.931034,-10.068966,47,85.068966,-0.931034,65,117.965517,31.965517,65,117.965517,31.965517,75,136.241379,50.241379,40,72.275862,-13.724138,60,108.827586,22.827586,7,12.777778,-73.222222,40,77.555556,-8.444444,3127059014225717282768859506150241391115286668794438490887817127605390455802462392343539668150254187841653958906712981092866282985821510380700146311926001,400284428364855236846220257087936770376045982086661596879954122757049990278175384963921355547905057626924460073195246172528667773947075229476881723793181985436838076472841206752663357960508382131893855334488140833035680878520132423,3456923793338517576463313505438837781901569322638149872471331702386159178127223268831783795073441265073967553773309020678553863641628826100154063226662794,87.370279,1.370279,1.370279
4,87,858196129710125108969461473765761556086357262631,20,35.724138,-51.275862,31,55.827586,-31.172414,58,105.172414,18.172414,31,55.827586,-31.172414,20,35.724138,-51.275862,20,35.724138,-51.275862,62,112.482759,25.482759,70,127.103448,40.103448,69,125.275862,38.275862,13,24.555556,-62.444444,4,6.888889,-80.111111,1743061940234873109382772156275825786089950698559544512203035398637906395081499309756916256623618696769327785164527803105668030913613040121012995571599376,9612046276567924835840949899307270145614522393039938532752059805724001538722977930466234410450600277628940076065330387444590691237726369600589820043462760609600811665867699831069468245742071177771787132523611834398476401338121736,83011251803808551898679884434152710234445582922264825846319326773505321679895460450081089445212101436830949254801064806745670162317579363526980701475720,70.104314,-16.895686,-16.895686
14,88,867613985313550977083702122789251856133557384789,74,134.413793,46.413793,45,81.413793,-6.586207,44,79.586207,-8.413793,45,81.413793,-6.586207,74,134.413793,46.413793,74,134.413793,46.413793,70,127.103448,39.103448,58,105.172414,17.172414,41,74.103448,-13.896552,58,112.888889,24.888889,14,26.518519,-61.481481,2968714081565327418082285623318845849623809948085496747137230622935544395291675576222597075538998374922568711387156781482734436051608225318983663405390601,548220267582129359880772612661207213885000151221578594779327523648182957226787240166661991396528235277640924289830707348094346603136923977156302624220715445141766212365969796525082396079338989387951247102247860674738316498927044304,4734522636158247915545606772270631406170495554158925425956315631505318901173691112134786913020283016275712150568166649856139935262628901555059887055023081,89.742700,1.742700,1.742700
91,89,876173116364988917333744521276841586208609565994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,90,879209874213525173498478046090602189831574216108,87,158.172414,68.172414,59,107.000000,17.000000,30,54.000000,-36.000000,59,107.000000,17.000000,87,158.172414,68.172414,87,158.172414,68.172414,64,116.137931,26.137931,79,143.551724,53.551724,43,77.758621,-12.241379,17,32.407407,-57.592593,46,89.333333,-0.666667,5238546294479848060115498555229191128988481501576018002431257793194218083377349346930440738307046678418531044622187460075810785446377671552422684247643409,1504449552609608605654178133199060978123343586294387446721325240342308725287331750636079103255036926621800879567874201018808523025106393275709315299644209006082622825061118069385754907550500096940269733119760565609170629512982198176,12992679918973007205416887541600063728829652960510878889499007978751296245440396589871289016988583173004998772226858614794564468095634213202916999009224609,96.679731,6.679731,6.679731
32,91,903500764273463988181880382493368868364757171657,4,6.482759,-84.517241,27,48.517241,-42.482759,62,112.482759,21.482759,27,48.517241,-42.482759,4,6.482759,-84.517241,4,6.482759,-84.517241,81,147.206897,56.206897,59,107.000000,16.000000,45,81.413793,-9.586207,57,110.925926,19.925926,32,61.851852,-29.148148,1303289768770498939056528702606719833811927457350155238542506308489451878788348416277163100224483856012868559558178251806028535035247986920631316005094400,86338198885520093123785273508749069899813175593000406031879552282108287649292910399205426750186620101524274600375861307758084092639521336331796469325936274978294520253591830898198257516838090716779726545266858197271814103819264,745631238318618851906581388743626283767005847648684960994671653455647818474620384962563283339279022666958432469784542230373898034627577215034070704128,64.316325,-26.683675,-26.683675
156,92,905676697066653229731511319399117054144289639268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,93,908328440664262624303717541128995615168875650877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,94,926487466391190518400652264242117545057915817845,44,79.586207,-14.413793,62,112.482759,18.482759,27,48.517241,-45.482759,62,112.482759,18.482759,44,79.586207,-14.413793,44,79.586207,-14.413793,57,103.344828,9.344828,19,33.896552,-60.103448,51,92.379310,-1.620690,45,87.370370,-6.629630,82,160.000000,66.000000,6371263935800984595732114193852595384390766631433073693434361076894085245213749825091045775172842410852463307281149559626133262782211685808003512093175625,90435991227725962195551042283629695883874247628550765046681782814639280424455312828478672380057794018579422635780110701580997466402232865035504387058146378366926297880409678548631606527777282010885906347232237510544212982671083983,781020463689683992183282654044713685825479243900364879673188496479752689338951445898886412173130302150321204356210963378659771422187459832699344905842266,83.982321,-10.017679,-10.017679
148,95,935636230466629221446171294459967126013009363610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,96,938363666624600682979641767079516724657689148298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,97,944994832736966999835889032287279178151625740330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,98,952788320678754687145336870748779855709032259951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,99,988336026286508223333488648011074333196565168020,5,8.310345,-90.689655,53,96.034483,-2.965517,36,64.965517,-34.034483,53,96.034483,-2.965517,5,8.310345,-90.689655,5,8.310345,-90.689655,5,8.310345,-90.689655,85,154.517241,55.517241,68,123.448276,24.448276,67,130.555556,31.555556,18,34.370370,-64.629630,3815536175120734934829536893436303541290620940611309796059593849848190182724860254232804366299955911759640999311596362712501485745584141336822586721623616,198330864986118136226108202130490248828783951593167923417012860058969750161928419478922995945987606353247354881662227216637067590807726685701212283048832594695219514804141019343997672763626005520246624892693353206741105210012632,1712818779697795243837287081986698883385788780968986624373882084975659316949023724394726796779407086832959191369400071374638809482935886070621523846632,70.029977,-28.970023,-28.970023
119,100,995684081106651601129030835393177843554382293123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,101,997303271905635174305513760324211818079677078208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,102,1012249212207301635546491536645835287862862479888,30,54.000000,-48.000000,8,13.793103,-88.206897,81,147.206897,45.206897,8,13.793103,-88.206897,30,54.000000,-48.000000,30,54.000000,-48.000000,53,96.034483,-5.965517,11,19.275862,-82.724138,17,30.241379,-71.758621,61,118.777778,16.777778,59,114.851852,12.851852,34424027972421188770247991506392720278960884641876643383132285564346699201032814862054607897011434758332394668240224274516529030295783229082127081282064,25589805485276719942496627803727383374404742179867940994588590072554069654220543015177451875259991780851974265313985664627527127248853665883804586410820631420777032582085390161064222591839608029607826294491807661245013594809811460,220997873462930143833697357086224799337545097882782699147259261689503644297249491699119636755921336857273701875546245572590805098335164104989458984162892,68.421865,-33.578135,-33.578135
108,103,1012783143361383820121472247257182708418147555851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,104,1013722433278159602814047952734852660778642936676,76,138.068966,34.068966,20,35.724138,-68.275862,69,125.275862,21.275862,20,35.724138,-68.275862,76,138.068966,34.068966,76,138.068966,34.068966,88,160.000000,56.000000,66,119.793103,15.793103,50,90.551724,-13.448276,55,107.000000,3.000000,38,73.629630,-30.370370,635511723462684703441537627528280297044166829622894703928173187460817828615685054772336195516725596208113695420541540866801445653632645611774214667416961,658849189616702981045617598572698305436352939960790379490637651394564488458542530147432911308558234819923690967077944403766187454391944611666273725708364517685506220637554192131156235301184777834404140828510931261548917425884475871,5689932653917227552580374743842332320729074373382202816331920330649441261057418326937871978566547525597237491643431359168329522273929040480180562508397570,85.166255,-18.833745,-18.833745
17,105,1041817548089532888577328303730085035514779282770,29,52.172414,-52.827586,22,39.379310,-65.620690,67,121.620690,16.620690,22,39.379310,-65.620690,29,52.172414,-52.827586,29,52.172414,-52.827586,33,59.482759,-45.517241,88,160.000000,55.000000,42,75.931034,-29.068966,8,14.740741,-90.259259,17,32.407407,-72.592593,670384522919236150181959112075381809204445074719160615282074883927807244676154763366544313655300247551212826009530757883041676163394666066636451334164129,23591566277285873848643024689971192640000695675646368001054082056029704241811157292671120096120228803902780846208600387281241478386993875852333346655805950509797951013778868707659177275042715288197857630699505358353152064111795298,203740742849322771116683275198658720157146163242713454739140777053351732827085117477815413635612885668347624578253011326283791794215041842890752723822863,71.021848,-33.978152,-33.978152
20,106,1056336440057890977469245144395901775033009645672,25,44.862069,-61.137931,52,94.206897,-11.793103,37,66.793103,-39.206897,52,94.206897,-11.793103,25,44.862069,-61.137931,25,44.862069,-61.137931,18,32.068966,-73.931034,29,52.172414,-53.827586,22,39.379310,-66.620690,20,38.296296,-67.703704,20,38.296296,-67.703704,3784483984472220267846077873914248172064849337364712267077183611042115687392455570913546761182628671810586510970340987821247894293039288635848480617066081,20279413051941023935019941967984421086324976003167282406937379644590835763441612673526471481903576436979974281535247606157538426763293770587976463357180941426797482846742313797273431699304940751418686841579940167016778344701880263,175136429314944934190867250658607007723026086090955378712427413266565063060863919351410852724710777574454236154898099817612809766129363000006383306024314,76.017919,-29.982081,-29.982081
129,107,1063570561959636648875216504076504099123703971608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,108,1066857462653252525599924701941488823087534958031,49,88.724138,-19.275862,57,103.344828,-4.655172,32,57.655172,-50.344828,57,103.344828,-4.655172,49,88.724138,-19.275862,49,88.724138,-19.275862,13,22.931034,-85.068966,47,85.068966,-22.931034,85,154.517241,46.517241,35,67.740741,-40.259259,71,138.407407,30.407407,4920453130960096213407941911884116982191469549878295923434813406183967931665370722736374978730857165567067743316454746864082787044817247468177730132412361,138616409258115072807844164988771637130118376372033466653428104639193792330138752443444246615067787139995000056127982177201647588197482027387707793471787006157059801394183848742325778107099975762165414878109428316050488820055919604,1197114674855035845199423249206021391389212879815269955989657432221181530091336144801666313380518191307376042698185301646213372485191977129242157752126661,84.492062,-23.507938,-23.507938
72,109,1093005858046150051368141111734855986006492269275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,110,1095673872063665820899832388566612622792828680495,37,66.793103,-43.206897,6,10.137931,-99.862069,83,150.862069,40.862069,6,10.137931,-99.862069,37,66.793103,-43.206897,37,66.793103,-43.206897,23,41.206897,-68.793103,49,88.724138,-21.275862,75,136.241379,26.241379,82,160.000000,50.000000,26,50.074074,-59.925926,11281432291387235651285533871087882054807215994249895991534388324222353484315954786070778220839739116700962176253684942934840119474659806624664793132900,44439127148015419017105076803990275588602459273680372608470554724428187190652236283786227017359688729737268403353732547408130872026400074634556667322388658829535813576979995489010528769181838545383049844850131629108327554113411382,383783792491534629086662646723628639180431441356589618146500159973169681554037013087519885792135476474297922984756463448517013353649049478177577704670414,70.174707,-39.825293,-39.825293
99,111,1096749620075145683719283127975893793710808034267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,112,1130404035005701164489139510070989989531325379893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,113,1133646709321770327049680273413667912039994763612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,114,1139828915410140602940027378257050630209464810606,78,141.724138,27.724138,50,90.551724,-23.448276,39,70.448276,-43.551724,50,90.551724,-23.448276,78,141.724138,27.724138,78,141.724138,27.724138,34,61.310345,-52.689655,56,101.517241,-12.482759,11,19.275862,-94.724138,76,148.222222,34.222222,76,148.222222,34.222222,3747042537307575289021438029464714699283737107272118593982702222415528798612734525343707300830289893478256301745669492438420574394787068923920745457683929,857286251851233786459922653164321446529592656068839456298457906155885737413059611214297962730236596710309239526691282349283289551962430160382614680053965633521093243140475609187142993638660274149887849800246272874933877941671231886,7403668570952401843483728256095318265639563877267786467150245668443430762151644747343727374624760797132244759199951058879656530399771358277346351897403739,92.021061,-21.978939,-21.978939
117,115,1150352368948456217336505911164296121198948000180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,116,1161210102483809148056434056724088437972988960914,35,63.137931,-52.862069,1,1.000000,-115.000000,88,160.000000,44.000000,1,1.000000,-115.000000,35,63.137931,-52.862069,35,63.137931,-52.862069,14,24.758621,-91.241379,75,136.241379,20.241379,35,63.137931,-52.862069,3,4.925926,-111.074074,54,105.037037,-10.962963,28474200868176358929308928985199878075547392212342228840799070873896382144078408668879836002838956267935440560142189828319657776152414864279985425449,38970398162849180528117657094264527607422676004454419199002878885663273816488793186481310562324642552813841399854511391218946788677024599162539488333914453893615892448300476259060707117027959470342085518949975233800237543042145183,336554927193508406740095269248585408353276154859278508310183126445531478638987643803547880906186241510628740684935774614167906168855003669084831206464618,68.515924,-47.484076,-47.484076
85,117,1170426901241854241709081193811880349368293442177,18,32.068966,-84.931034,9,15.620690,-101.379310,80,145.379310,28.379310,9,15.620690,-101.379310,18,32.068966,-84.931034,18,32.068966,-84.931034,4,6.482759,-110.517241,81,147.206897,30.206897,29,52.172414,-64.827586,62,120.740741,3.740741,73,142.333333,25.333333,40160916976948785501688707144147817576550388809952151001265336396261371775599044934261782981926705893222798507527989603351766870259242512331423719899881,6742411859119308615405289266339839074984172515367718760506198765768343488339069009095261800784209282397196005513200089099116557067019215902835254054265956088244102287778544383881969231921214646702691364588270960307218307917245999,58228605283222047619938767056622610054955593703034527650138390170379081640467753223948126741897440136647916106093094621105403924771665107537256432613786,64.912236,-52.087764,-52.087764
60,118,1175893709364434667313789655986219198424304564677,33,59.482759,-58.517241,72,130.758621,12.758621,17,30.241379,-87.758621,72,130.758621,12.758621,33,59.482759,-58.517241,33,59.482759,-58.517241,77,139.896552,21.896552,67,121.620690,3.620690,61,110.655172,-7.344828,1,1.000000,-117.000000,60,116.814815,-1.185185,8900848781697772965831913926689789281296450930839929995903878085419443779854238170195590540879637118223465200960881258160783998014110671546591537497332961,35861591557745990672918296863762947086813133585648831820683567643533321868250342093676211747211309309486063771135513857439827132488285938580486048443677373785175099556733032001646859154009723185556787706120654783155168816938935196,309706749346646325907209964094664195330074894378624737321813472725274724960407596060864696892081085818656633530112293476797409914853169519318009191169845,82.653050,-35.346950,-35.346950
132,119,1180629034164786474574547110528494792899753988461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,120,1189865853444424610515023763315667935443520350027,40,72.275862,-47.724138,60,108.827586,-11.172414,29,52.172414,-67.827586,60,108.827586,-11.172414,40,72.275862,-47.724138,40,72.275862,-47.724138,2,2.827586,-117.172414,80,145.379310,25.379310,67,121.620690,1.620690,39,75.592593,-44.407407,74,144.296296,24.296296,5793984638895776807490946460804779370118937772473037908947867818964238803507849318287726656403873538291746905541131999559675298493736633092104766675337769,72579728912414988649305450258930779103458880535262711326865155699285740180483367001747914675534527415350693614895681751989883356516714774389109872428063236172205141987971578717462183891215592626451500056337498796551939730757078132,626810772570677439391589657030517061849684100355208294328058581030479419283214654158619948688752492373036081360907849197661291632431725776649815593844901,82.327483,-37.672517,-37.672517
23,121,1191208063599878572513231033350390464373258344350,85,154.517241,33.517241,55,99.689655,-21.310345,34,61.310345,-59.689655,55,99.689655,-21.310345,85,154.517241,33.517241,85,154.517241,33.517241,1,1.000000,-120.000000,53,96.034483,-24.965517,57,103.344828,-17.655172,73,142.333333,21.333333,23,44.185185,-76.814815,4677207951171311818599767038150504206097549733781488360965251156807679295041640112732436365125443844413926769633580992749201437168801460684385664934820225,1414077515670128057782443039447297587935482528102204478772229045626057157346762044911410988098647892571174405573847839611211558668282322164601483125829156323879741871727779259815259196864679955653450311556903534825240629316797947898,12212211775296431706678685958795932363070062047226553067082907273629081183044340502995409217312012023184938689463682353688757195478212374580922429075789271,95.228789,-25.771211,-25.771211
41,122,1195101003418270651936726151754778726502137799465,72,130.758621,8.758621,56,101.517241,-20.482759,33,59.482759,-62.517241,56,101.517241,-20.482759,72,130.758621,8.758621,72,130.758621,8.758621,50,90.551724,-31.448276,77,139.896552,17.896552,70,127.103448,5.103448,37,71.666667,-50.333333,41,79.518519,-42.481481,4876680777343658686670452622776014765014745609505341084807321321606225964236838640546424611440020070120789069575984963176855039361916523876258613223464921,533792771540725506053636718376973861914957854822037877672070390775290902569459395273557957579139363724227113999828019115695461810399909724670519559694168356562275255266031325153734062146586202203799193443703064214492904024981322938,4609924348516726375608985894921930665580947693110477667724630379447626930231492813843065967598997025787075412670285276982730612379826235094963945838437359,91.409371,-30.590629,-30.590629
30,123,1208082155364218401054824993407966429168167979528,6,10.137931,-112.862069,63,114.310345,-8.689655,26,46.689655,-76.310345,63,114.310345,-8.689655,6,10.137931,-112.862069,6,10.137931,-112.862069,66,119.793103,-3.206897,2,2.827586,-120.172414,32,57.655172,-65.344828,50,97.185185,-25.814815,30,57.925926,-65.074074,6394388705333215050718798646299972632768648987514690645465746726230498040111935727161966358549033827085596260163327411186735182781608761859063765148846761,210756533909777640087837313120607300288794970241997532494171572692933833239597467773123068536551951946677090857134996693785212960022245460418592414816792760919781832573593432010090336900139956466818548641726565210415983031635370,1820128950932317684261522954052756621961399477143920213883245737341558538486484111820753399691846804956287480724631266695629935650838788677709568161743,72.418176,-50.581824,-50.581824
10,124,1229988549367758195482375056171272785889114114363,69,125.275862,1.275862,77,139.896552,15.896552,12,21.103448,-102.896552,77,139.896552,15.896552,69,125.275862,1.275862,69,125.275862,1.275862,56,101.517241,-22.482759,41,74.103448,-49.896552,24,43.034483,-80.965517,51,99.148148,-24.851852,10,18.666667,-105.333333,9325771942303495898240491515694426133470083841295258701802796975063983344604113796491798087120763574759139693051526415062268806807637323933595709988230009,435991190226406109369136820663718804170450589441397523189041825709956031207102841123979288880889904309067005919319716228137092291688577206721541482160341209816691133221959471061626788496474761175655435096987077979293157786099246044,3765293407331488797026312896714295043130837050044634166184872607764236527235615479342364596103683926483021230508143112119384760066290405005258098907602445,94.844663,-29.155337,-29.155337
31,125,1233275022303565415848271542199699492273185697565,56,101.517241,-23.482759,24,43.034483,-81.965517,65,117.965517,-7.034483,24,43.034483,-81.965517,56,101.517241,-23.482759,56,101.517241,-23.482759,39,70.448276,-54.551724,51,92.379310,-32.620690,63,114.310345,-10.689655,11,20.629630,-104.370370,31,59.888889,-65.111111,957722502222568558353919776977133692873475783695046640263780672119919534016918410902144807182203601027327949974912707874539659808453882737055178278087201,232060981767302585984425000682067455242605012895007987898265570509356592708961805154796403710700847666343639403205301807929786579116207462405314840876764251075299038957980166440025027410288017462096573696334110411973390725371968007,2004117753603123832738676833230240699476902585802770380404728228788736389935604007974028547390281612420631662075460740211911347999114602784580142198707962,79.801836,-45.198164,-45.198164
152,126,1246495754168834689999408182028413167603600178283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,127,1252138907939822495094648120141872428436175794082,55,99.689655,-27.310345,10,17.448276,-109.551724,79,143.551724,16.551724,10,17.448276,-109.551724,55,99.689655,-27.310345,55,99.689655,-27.310345,74,134.413793,7.413793,26,46.689655,-80.310345,33,59.482759,-67.517241,2,2.962963,-124.037037,55,107.000000,-20.000000,44228002454899761692813517765179800459893680544346318835373433960751252824427980204051079250977139922267831245971604549942949325106660505007414199367441,220849385718138908998418235072041548090462605245865719878996723963719962031119482901856749734782088143263999223046010427122368188071854399257587459471613136920450164583924025902687545425095797869076846728691365567354852501855064386,1907292520350915376515101662996555041353132217905958722605873864680719246883968221388984687546166076155843107156731659019858676685740305706537752591194015,76.582275,-50.417725,-50.417725
146,128,1259722750988045022971776140380247639579009185135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
