idx	priority	label	center_dec	center_hex	lo_dec	hi_dec	lo_hex	hi_hex	width_bits
142	3	diff_low(b1[21],b1[41])	34424856662532989720683541010227740194499	0x652a623a4e8cb6585f7a17010be31ab6c3	34424856662532989720665094266154030642883	34424856662532989720701987754301449746115	000000000000000000000000000000652A623A4E8CB6585E7A17010BE31AB6C3	000000000000000000000000000000652A623A4E8CB658607A17010BE31AB6C3	65
143	3	diff_low(b2[17],b2[23])	34368321490218681606727977619425382637886	0x64ffd9f31b35e9fcfe493a6c2cc430213e	34368321490218681606709530875351673086270	34368321490218681606746424363499092189502	00000000000000000000000000000064FFD9F31B35E9FCFD493A6C2CC430213E	00000000000000000000000000000064FFD9F31B35E9FCFF493A6C2CC430213E	65
144	3	avg(b4[48],b4[76])	34367628993137302541846905475859948368373	0x64ff54945d380bab6523abfa604381f1f5	34367628993137302541828458731786238816757	34367628993137302541865352219933657919989	00000000000000000000000000000064FF54945D380BAB6423ABFA604381F1F5	00000000000000000000000000000064FF54945D380BAB6623ABFA604381F1F5	65
145	3	wavg2b(b2[33],b3[0])	34367528786747908344645754378151244792243	0x64ff4147cec52ad9aa5637baceed3701b3	34367528786747908344627307634077535240627	34367528786747908344664201122224954343859	00000000000000000000000000000064FF4147CEC52AD9A95637BACEED3701B3	00000000000000000000000000000064FF4147CEC52AD9AB5637BACEED3701B3	65
146	3	avg(b4[18],b4[29])	34426428822982779945310802077488502775163	0x652b9103cd32e7777b34d3136dc3439d7b	34426428822982779945292355333414793223547	34426428822982779945329248821562212326779	000000000000000000000000000000652B9103CD32E7777A34D3136DC3439D7B	000000000000000000000000000000652B9103CD32E7777C34D3136DC3439D7B	65
147	3	wavg2b(b2[12],b4[55])	34366835950578423516432352573127215406263	0x64febbd858e2897f2b383b0a53af45dcb7	34366835950578423516413905829053505854647	34366835950578423516450799317200924957879	00000000000000000000000000000064FEBBD858E2897F2A383B0A53AF45DCB7	00000000000000000000000000000064FEBBD858E2897F2C383B0A53AF45DCB7	65
148	3	diff_low(b2[6],b3[10])	34427123869302266648790759191977523402565	0x652c16e03b1959349a9bbf39c31633d745	34427123869302266648772312447903813850949	34427123869302266648809205936051232954181	000000000000000000000000000000652C16E03B195934999BBF39C31633D745	000000000000000000000000000000652C16E03B1959349B9BBF39C31633D745	65
149	3	wavg2b(b2[5],b3[51])	34427247742445218413993075738503883491122	0x652c2ebba5f952ea56cba8bf5ef0cf8732	34427247742445218413974628994430173939506	34427247742445218414011522482577593042738	000000000000000000000000000000652C2EBBA5F952EA55CBA8BF5EF0CF8732	000000000000000000000000000000652C2EBBA5F952EA57CBA8BF5EF0CF8732	65
150	3	avg(b3[18],b4[41])	34428045542046047629425639228217166225630	0x652cc862349e5f6303a1551321e1bd60de	34428045542046047629407192484143456674014	34428045542046047629444085972290875777246	000000000000000000000000000000652CC862349E5F6302A1551321E1BD60DE	000000000000000000000000000000652CC862349E5F6304A1551321E1BD60DE	65
151	3	wavg2a(b1[68],b3[17])	34428079959577886142774885106062030552983	0x652ccf031ef19c21af2bcf5a4192f83f97	34428079959577886142756438361988321001367	34428079959577886142793331850135740104599	000000000000000000000000000000652CCF031EF19C21AE2BCF5A4192F83F97	000000000000000000000000000000652CCF031EF19C21B02BCF5A4192F83F97	65
152	3	wavg2b(b1[25],b3[0])	34428166680243156501333685187163262821610	0x652cdfb6c79fb7790c614c0719ff2424ea	34428166680243156501315238443089553269994	34428166680243156501352131931236972373226	000000000000000000000000000000652CDFB6C79FB7790B614C0719FF2424EA	000000000000000000000000000000652CDFB6C79FB7790D614C0719FF2424EA	65
153	3	wavg2a(b1[50],b2[42])	34365561961697172883760575146945600019664	0x64fdc67bd887feda1bba4bd58170e3dcd0	34365561961697172883742128402871890468048	34365561961697172883779021891019309571280	00000000000000000000000000000064FDC67BD887FEDA1ABA4BD58170E3DCD0	00000000000000000000000000000064FDC67BD887FEDA1CBA4BD58170E3DCD0	65
154	3	wavg2a(b1[10],b1[22])	34365263897504775817925197951062321812491	0x64fd8d1425835fb93c1e834a3bf88e540b	34365263897504775817906751206988612260875	34365263897504775817943644695136031364107	00000000000000000000000000000064FD8D1425835FB93B1E834A3BF88E540B	00000000000000000000000000000064FD8D1425835FB93D1E834A3BF88E540B	65
155	3	diff_low(b1[54],b4[68])	34365201421368550761510688343192138080561	0x64fd810bd5cfa7228fca26a99163cae131	34365201421368550761492241599118428528945	34365201421368550761529135087265847632177	00000000000000000000000000000064FD810BD5CFA7228ECA26A99163CAE131	00000000000000000000000000000064FD810BD5CFA72290CA26A99163CAE131	65
156	3	wavg2a(b2[42],b3[37])	34428999712862181054589220201271959161565	0x652d8026757a88db11f0876758fe0b0add	34428999712862181054570773457198249609949	34428999712862181054607666945345668713181	000000000000000000000000000000652D8026757A88DB10F0876758FE0B0ADD	000000000000000000000000000000652D8026757A88DB12F0876758FE0B0ADD	65
157	3	wavg2a(b1[70],b4[8])	34364858882378410302576733326908381700975	0x64fd3f135becff7465cca7676c4213a36f	34364858882378410302558286582834672149359	34364858882378410302595180070982091252591	00000000000000000000000000000064FD3F135BECFF7464CCA7676C4213A36F	00000000000000000000000000000064FD3F135BECFF7466CCA7676C4213A36F	65
158	3	diff_low(b1[25],b4[76])	34364785582342847632670527740230963781964	0x64fd30f5636842911176d21f2c79ff614c	34364785582342847632652080996157254230348	34364785582342847632688974484304673333580	00000000000000000000000000000064FD30F5636842911076D21F2C79FF614C	00000000000000000000000000000064FD30F5636842911276D21F2C79FF614C	65
159	3	wavg2b(b1[24],b1[39])	34364684229221316786559781215165937195699	0x64fd1d704b2a02851a0e354dc839719ab3	34364684229221316786541334471092227644083	34364684229221316786578227959239646747315	00000000000000000000000000000064FD1D704B2A0285190E354DC839719AB3	00000000000000000000000000000064FD1D704B2A02851B0E354DC839719AB3	65
160	3	avg(b2[6],b3[44])	34430573255059372201782969162705643156148	0x652eaf34143b5f7747f686746cda82b2b4	34430573255059372201764522418631933604532	34430573255059372201801415906779352707764	000000000000000000000000000000652EAF34143B5F7746F686746CDA82B2B4	000000000000000000000000000000652EAF34143B5F7748F686746CDA82B2B4	65
161	3	avg(b1[24],b3[41])	34363263726040746492938027125883857640791	0x64fc0bdc145da4dc41407c41a719759d57	34363263726040746492919580381810148089175	34363263726040746492956473869957567192407	00000000000000000000000000000064FC0BDC145DA4DC40407C41A719759D57	00000000000000000000000000000064FC0BDC145DA4DC42407C41A719759D57	65
162	3	wavg2a(b2[28],b4[36])	34431551590191771384559108444900450333285	0x652f6b9fb9a47391c30b854b9ae7677265	34431551590191771384540661700826740781669	34431551590191771384577555188974159884901	000000000000000000000000000000652F6B9FB9A47391C20B854B9AE7677265	000000000000000000000000000000652F6B9FB9A47391C40B854B9AE7677265	65
163	3	wavg2b(b1[52],b3[26])	34431772254858938344425526291838411979736	0x652f961f554ecf8b9373c8221c82bfbbd8	34431772254858938344407079547764702428120	34431772254858938344443973035912121531352	000000000000000000000000000000652F961F554ECF8B9273C8221C82BFBBD8	000000000000000000000000000000652F961F554ECF8B9473C8221C82BFBBD8	65
164	3	avg(b1[13],b3[23])	34431784536606520344199868960892497520282	0x652f987cdec18fa53cc51dbfc066c1669a	34431784536606520344181422216818787968666	34431784536606520344218315704966207071898	000000000000000000000000000000652F987CDEC18FA53BC51DBFC066C1669A	000000000000000000000000000000652F987CDEC18FA53DC51DBFC066C1669A	65
165	3	wavg2a(b3[43],b4[19])	34361981744398324315281570100454315143715	0x64fb14f5812ee058d2dc7b991fd9623223	34361981744398324315263123356380605592099	34361981744398324315300016844528024695331	00000000000000000000000000000064FB14F5812EE058D1DC7B991FD9623223	00000000000000000000000000000064FB14F5812EE058D3DC7B991FD9623223	65
166	3	avg(b1[27],b4[1])	34433003727778541591261839786369856238056	0x6530834ba2c81b6ca180b7fde7afd2f1e8	34433003727778541591243393042296146686440	34433003727778541591280286530443565789672	0000000000000000000000000000006530834BA2C81B6CA080B7FDE7AFD2F1E8	0000000000000000000000000000006530834BA2C81B6CA280B7FDE7AFD2F1E8	65
167	3	wavg2a(b1[27],b4[9])	34433780566629699979875653470807571003089	0x653118e8bf922f9c4b655f2bea600776d1	34433780566629699979857206726733861451473	34433780566629699979894100214881280554705	000000000000000000000000000000653118E8BF922F9C4A655F2BEA600776D1	000000000000000000000000000000653118E8BF922F9C4C655F2BEA600776D1	65
168	3	wavg2a(b3[38],b4[4])	34433794385576602561496008203160433980926	0x65311b921333d35364a7cf10a12813f5fe	34433794385576602561477561459086724429310	34433794385576602561514454947234143532542	00000000000000000000000000000065311B921333D35363A7CF10A12813F5FE	00000000000000000000000000000065311B921333D35365A7CF10A12813F5FE	65
169	3	wavg2a(b1[50],b3[6])	34360042366428902276173615145852109634182	0x64f99f72c9d091fa496ac2f3c57920ba86	34360042366428902276155168401778400082566	34360042366428902276192061889925819185798	00000000000000000000000000000064F99F72C9D091FA486AC2F3C57920BA86	00000000000000000000000000000064F99F72C9D091FA4A6AC2F3C57920BA86	65
170	3	diff_low(b1[20],b3[14])	34359683801774365093901086073268708415777	0x64f95a642f9b7e0be733d2b360ce199921	34359683801774365093882639329194998864161	34359683801774365093919532817342417967393	00000000000000000000000000000064F95A642F9B7E0BE633D2B360CE199921	00000000000000000000000000000064F95A642F9B7E0BE833D2B360CE199921	65
171	3	diff_low(b1[71],b2[43])	34434653253028482341217541602612291524531	0x6531c0fb827dc719974f3cdcc503f357b3	34434653253028482341199094858538581972915	34434653253028482341235988346686001076147	0000000000000000000000000000006531C0FB827DC719964F3CDCC503F357B3	0000000000000000000000000000006531C0FB827DC719984F3CDCC503F357B3	65
172	3	wavg2a(b2[42],b4[38])	34434811124476877768707636154222616412587	0x6531df632c4f73769fb3703e3d339681ab	34434811124476877768689189410148906860971	34434811124476877768726082898296325964203	0000000000000000000000000000006531DF632C4F73769EB3703E3D339681AB	0000000000000000000000000000006531DF632C4F7376A0B3703E3D339681AB	65
173	3	wavg2b(b1[69],b2[13])	34435593728075505946195795165088870018498	0x6532761c827136ec4c36dd5a93314fadc2	34435593728075505946177348421015160466882	34435593728075505946214241909162579570114	0000000000000000000000000000006532761C827136EC4B36DD5A93314FADC2	0000000000000000000000000000006532761C827136EC4D36DD5A93314FADC2	65
174	3	diff_low(b1[62],b3[24])	34435611000738170591134117598641914276850	0x653279701e185a492d6ab06c9dc9166bf2	34435611000738170591115670854568204725234	34435611000738170591152564342715623828466	000000000000000000000000000000653279701E185A492C6AB06C9DC9166BF2	000000000000000000000000000000653279701E185A492E6AB06C9DC9166BF2	65
175	3	avg(b2[19],b4[67])	34435692436623356272655228682372327763294	0x6532891f377909f9d60229a7273fd96d5e	34435692436623356272636781938298618211678	34435692436623356272673675426446037314910	0000000000000000000000000000006532891F377909F9D50229A7273FD96D5E	0000000000000000000000000000006532891F377909F9D70229A7273FD96D5E	65
176	3	wavg2a(b2[15],b4[55])	34358059821845074612591032595324814751714	0x64f8219fcb2c91b93d9e2071b5ad47f7e2	34358059821845074612572585851251105200098	34358059821845074612609479339398524303330	00000000000000000000000000000064F8219FCB2C91B93C9E2071B5AD47F7E2	00000000000000000000000000000064F8219FCB2C91B93E9E2071B5AD47F7E2	65
177	3	avg(b1[2],b3[23])	34436530403323586514224750060127222468759	0x65332a822a30157769ec0bcfb3aa079097	34436530403323586514206303316053512917143	34436530403323586514243196804200932020375	00000000000000000000000000000065332A822A30157768EC0BCFB3AA079097	00000000000000000000000000000065332A822A3015776AEC0BCFB3AA079097	65
178	3	diff_low(b1[62],b3[17])	34357137523964623206402418273701424863283	0x64f76ffeff5205920196a46cec4f191833	34357137523964623206383971529627715311667	34357137523964623206420865017775134414899	00000000000000000000000000000064F76FFEFF5205920096A46CEC4F191833	00000000000000000000000000000064F76FFEFF5205920296A46CEC4F191833	65
179	3	wavg2a(b1[14],b1[61])	34436955560413948616701509346370366055989	0x65337c64071a3a740d23353318cb21a635	34436955560413948616683062602296656504373	34436955560413948616719956090444075607605	00000000000000000000000000000065337C64071A3A740C23353318CB21A635	00000000000000000000000000000065337C64071A3A740E23353318CB21A635	65
180	3	wavg2b(b2[34],b4[40])	34356945402873346429175092365678271903265	0x64f74afeb23b96e3bd5a60e15f1451b621	34356945402873346429156645621604562351649	34356945402873346429193539109751981454881	00000000000000000000000000000064F74AFEB23B96E3BC5A60E15F1451B621	00000000000000000000000000000064F74AFEB23B96E3BE5A60E15F1451B621	65
181	3	wavg2b(b2[27],b4[46])	34437753218582456915499900245275168357505	0x653416039c9ecd12f7e19681ab92ee3c81	34437753218582456915481453501201458805889	34437753218582456915518346989348877909121	000000000000000000000000000000653416039C9ECD12F6E19681AB92EE3C81	000000000000000000000000000000653416039C9ECD12F8E19681AB92EE3C81	65
182	3	avg(b1[27],b4[45])	34437946491458269177321385742622961887189	0x65343b3cb345c9589858362d28fe62e7d5	34437946491458269177302938998549252335573	34437946491458269177339832486696671438805	00000000000000000000000000000065343B3CB345C9589758362D28FE62E7D5	00000000000000000000000000000065343B3CB345C9589958362D28FE62E7D5	65
183	3	wavg2a(b3[39],b4[16])	34355596457141383815571237683975366984369	0x64f647328969d5433a0b071baafaf942b1	34355596457141383815552790939901657432753	34355596457141383815589684428049076535985	00000000000000000000000000000064F647328969D543390B071BAAFAF942B1	00000000000000000000000000000064F647328969D5433B0B071BAAFAF942B1	65
184	3	diff_low(b1[11],b1[57])	34438478537044096193995941578296259604263	0x6534a1b492abffdf47a30cd9e9b5116f27	34438478537044096193977494834222550052647	34438478537044096194014388322369969155879	0000000000000000000000000000006534A1B492ABFFDF46A30CD9E9B5116F27	0000000000000000000000000000006534A1B492ABFFDF48A30CD9E9B5116F27	65
185	3	wavg2b(b2[33],b3[14])	34355343840855522216811302801917353695145	0x64f6168b979f5565045a5c0a0193f897a9	34355343840855522216792856057843644143529	34355343840855522216829749545991063246761	00000000000000000000000000000064F6168B979F5565035A5C0A0193F897A9	00000000000000000000000000000064F6168B979F5565055A5C0A0193F897A9	65
186	3	avg(b1[62],b2[27])	34438849016682163788541688033464702920108	0x6534e90ea11d430c8d73c0ec420706e5ac	34438849016682163788523241289390993368492	34438849016682163788560134777538412471724	0000000000000000000000000000006534E90EA11D430C8C73C0EC420706E5AC	0000000000000000000000000000006534E90EA11D430C8E73C0EC420706E5AC	65
187	3	wavg2a(b2[13],b4[19])	34355022843289989063503624006400570509537	0x64f5d8b930bd8fa673931c7569376f48e1	34355022843289989063485177262326860957921	34355022843289989063522070750474280061153	00000000000000000000000000000064F5D8B930BD8FA672931C7569376F48E1	00000000000000000000000000000064F5D8B930BD8FA674931C7569376F48E1	65
188	3	diff_low(b3[16],b4[52])	34440990304470164730856413455936052295149	0x6536857444adc5fc7503878255554c75ed	34440990304470164730837966711862342743533	34440990304470164730874860200009761846765	0000000000000000000000000000006536857444ADC5FC7403878255554C75ED	0000000000000000000000000000006536857444ADC5FC7603878255554C75ED	65
189	3	diff_low(b1[60],b2[6])	34352749597172372202991299748785662153827	0x64f422e980e5f98b24869da0486d9b5463	34352749597172372202972853004711952602211	34352749597172372203009746492859371705443	00000000000000000000000000000064F422E980E5F98B23869DA0486D9B5463	00000000000000000000000000000064F422E980E5F98B25869DA0486D9B5463	65
190	3	avg(b3[10],b3[40])	34441365693622080585604680183587638413582	0x6536cdc061e5d98123dda69e966ecd090e	34441365693622080585586233439513928861966	34441365693622080585623126927661347965198	0000000000000000000000000000006536CDC061E5D98122DDA69E966ECD090E	0000000000000000000000000000006536CDC061E5D98124DDA69E966ECD090E	65
191	3	diff_low(b1[23],b1[68])	34441857432726204000959346821221117372364	0x65372c74fdf98e9695d1094c7c70e0a7cc	34441857432726204000940900077147407820748	34441857432726204000977793565294826923980	00000000000000000000000000000065372C74FDF98E9694D1094C7C70E0A7CC	00000000000000000000000000000065372C74FDF98E9696D1094C7C70E0A7CC	65
192	3	wavg2b(b1[69],b3[43])	34442552629183841197973741259142614652676	0x6537b258d2e2879eab803c7e49d3429704	34442552629183841197955294515068905101060	34442552629183841197992188003216324204292	0000000000000000000000000000006537B258D2E2879EAA803C7E49D3429704	0000000000000000000000000000006537B258D2E2879EAC803C7E49D3429704	65
193	3	diff_low(b1[44],b1[53])	34351042916857914451773177869574641906006	0x64f2da37aada902fdddfe27d8dabb57156	34351042916857914451754731125500932354390	34351042916857914451791624613648351457622	00000000000000000000000000000064F2DA37AADA902FDCDFE27D8DABB57156	00000000000000000000000000000064F2DA37AADA902FDEDFE27D8DABB57156	65
194	3	wavg2b(b2[31],b3[25])	34350943213948511533955103233582098194266	0x64f2c703ef3746f65f91e6520c12069f5a	34350943213948511533936656489508388642650	34350943213948511533973549977655807745882	00000000000000000000000000000064F2C703EF3746F65E91E6520C12069F5A	00000000000000000000000000000064F2C703EF3746F66091E6520C12069F5A	65
195	3	wavg2b(b4[55],b4[64])	34350917168751995545278901252616129025453	0x64f2c1ffce9e7ecd8ae0822182c97b15ad	34350917168751995545260454508542419473837	34350917168751995545297347996689838577069	00000000000000000000000000000064F2C1FFCE9E7ECD89E0822182C97B15AD	00000000000000000000000000000064F2C1FFCE9E7ECD8BE0822182C97B15AD	65
196	3	wavg2b(b2[3],b2[19])	34443164142172674238045877012750860965151	0x6538281ebdec76aaaa74c52c91ede2551f	34443164142172674238027430268677151413535	34443164142172674238064323756824570516767	0000000000000000000000000000006538281EBDEC76AAA974C52C91EDE2551F	0000000000000000000000000000006538281EBDEC76AAAB74C52C91EDE2551F	65
197	3	avg(b1[67],b4[28])	34443851445570060747771462775129174770150	0x6538ac7d6a68429de533baea667c6501e6	34443851445570060747753016031055465218534	34443851445570060747789909519202884321766	0000000000000000000000000000006538AC7D6A68429DE433BAEA667C6501E6	0000000000000000000000000000006538AC7D6A68429DE633BAEA667C6501E6	65
198	3	diff_low(b2[38],b3[7])	34349969370820291468239651576102732352025	0x64f20b75c2de8354ee98e39ce7495aca19	34349969370820291468221204832029022800409	34349969370820291468258098320176441903641	00000000000000000000000000000064F20B75C2DE8354ED98E39CE7495ACA19	00000000000000000000000000000064F20B75C2DE8354EF98E39CE7495ACA19	65
199	3	wavg2a(b1[54],b1[64])	34443981704418196638920964251896388527984	0x6538c593ac36821d7264298754245c2770	34443981704418196638902517507822678976368	34443981704418196638939410995970098079600	0000000000000000000000000000006538C593AC36821D7164298754245C2770	0000000000000000000000000000006538C593AC36821D7364298754245C2770	65
200	3	diff_low(b2[0],b4[62])	34444098738444572695524768612878435435538	0x6538dc1de54cfd68a2428fc5b7d5ff4412	34444098738444572695506321868804725883922	34444098738444572695543215356952144987154	0000000000000000000000000000006538DC1DE54CFD68A1428FC5B7D5FF4412	0000000000000000000000000000006538DC1DE54CFD68A3428FC5B7D5FF4412	65
201	3	diff_low(b3[15],b4[67])	34444672201754752269468612458355411001455	0x65394a8fd1e05c6f843fc84e528aee206f	34444672201754752269450165714281701449839	34444672201754752269487059202429120553071	00000000000000000000000000000065394A8FD1E05C6F833FC84E528AEE206F	00000000000000000000000000000065394A8FD1E05C6F853FC84E528AEE206F	65
202	3	wavg2b(b1[31],b1[65])	34445044786747862397906528083897399386893	0x65399251ada2a95655f04089c7f820230d	34445044786747862397888081339823689835277	34445044786747862397924974827971108938509	00000000000000000000000000000065399251ADA2A95654F04089C7F820230D	00000000000000000000000000000065399251ADA2A95656F04089C7F820230D	65
203	3	wavg2a(b2[28],b4[31])	34445092715741560313507159036343396354584	0x65399b8cc295c76de530b1f8345f304a18	34445092715741560313488712292269686802968	34445092715741560313525605780417105906200	00000000000000000000000000000065399B8CC295C76DE430B1F8345F304A18	00000000000000000000000000000065399B8CC295C76DE630B1F8345F304A18	65
204	3	wavg2b(b1[54],b2[47])	34348679965853955361542981578909453966474	0x64f11321302a8883d70cd8e8e6815cdc8a	34348679965853955361524534834835744414858	34348679965853955361561428322983163518090	00000000000000000000000000000064F11321302A8883D60CD8E8E6815CDC8A	00000000000000000000000000000064F11321302A8883D80CD8E8E6815CDC8A	65
205	3	diff_low(b1[61],b4[32])	34445249392746480271719530274371730590663	0x6539b9b988686e18133858c70b05bacbc7	34445249392746480271701083530298021039047	34445249392746480271737977018445440142279	0000000000000000000000000000006539B9B988686E18123858C70B05BACBC7	0000000000000000000000000000006539B9B988686E18143858C70B05BACBC7	65
206	3	wavg2b(b3[40],b3[57])	34348652389904462208277174183335954876365	0x64f10dd196c01f0981444b7912489607cd	34348652389904462208258727439262245324749	34348652389904462208295620927409664427981	00000000000000000000000000000064F10DD196C01F0980444B7912489607CD	00000000000000000000000000000064F10DD196C01F0982444B7912489607CD	65
207	3	diff_low(b3[51],b4[62])	34348494093382093839440654240766898046124	0x64f0ef54f7be5d5b1242607c221bc984ac	34348494093382093839422207496693188494508	34348494093382093839459100984840607597740	00000000000000000000000000000064F0EF54F7BE5D5B1142607C221BC984AC	00000000000000000000000000000064F0EF54F7BE5D5B1342607C221BC984AC	65
208	3	wavg2b(b1[63],b3[42])	34445471881193571250391914161099712464952	0x6539e4930f698cc81b825c829a94d38838	34445471881193571250373467417026002913336	34445471881193571250410360905173422016568	0000000000000000000000000000006539E4930F698CC81A825C829A94D38838	0000000000000000000000000000006539E4930F698CC81C825C829A94D38838	65
209	3	wavg2a(b3[13],b3[40])	34347433895315223595493729025712565766655	0x64f023252ad5f01770ab1be764260fc9ff	34347433895315223595475282281638856215039	34347433895315223595512175769786275318271	00000000000000000000000000000064F023252AD5F0176FAB1BE764260FC9FF	00000000000000000000000000000064F023252AD5F01771AB1BE764260FC9FF	65
210	3	wavg2b(b2[29],b4[16])	34346154656817869743663733041114152113352	0x64ef2cc5d702ed848a3480977e022714c8	34346154656817869743645286297040442561736	34346154656817869743682179785187861664968	00000000000000000000000000000064EF2CC5D702ED84893480977E022714C8	00000000000000000000000000000064EF2CC5D702ED848B3480977E022714C8	65
211	3	avg(b2[12],b4[26])	34345671518329909367542337100953181627598	0x64eecfb945f8da829e4298e55cc9ee24ce	34345671518329909367523890356879472075982	34345671518329909367560783845026891179214	00000000000000000000000000000064EECFB945F8DA829D4298E55CC9EE24CE	00000000000000000000000000000064EECFB945F8DA829F4298E55CC9EE24CE	65
212	3	wavg2a(b1[19],b1[36])	34448396139121218991538857172290300367034	0x653c17c41b81bb7ccb21e5e9fc2a3150ba	34448396139121218991520410428216590815418	34448396139121218991557303916364009918650	000000000000000000000000000000653C17C41B81BB7CCA21E5E9FC2A3150BA	000000000000000000000000000000653C17C41B81BB7CCC21E5E9FC2A3150BA	65
213	3	diff_low(b1[33],b4[62])	34345482489696687688369590870880388345828	0x64eeab5171315023da73b8dccc09cf6fe4	34345482489696687688351144126806678794212	34345482489696687688388037614954097897444	00000000000000000000000000000064EEAB5171315023D973B8DCCC09CF6FE4	00000000000000000000000000000064EEAB5171315023DB73B8DCCC09CF6FE4	65
214	3	avg(b2[4],b3[17])	34345041033915897762799006504249150558819	0x64ee564bfde20f411a890014f336825263	34345041033915897762780559760175441007203	34345041033915897762817453248322860110435	00000000000000000000000000000064EE564BFDE20F4119890014F336825263	00000000000000000000000000000064EE564BFDE20F411B890014F336825263	65
215	3	avg(b1[27],b3[17])	34448883367242099840446242164509256030328	0x653c759a4ef876c4c8b7093e5effa19878	34448883367242099840427795420435546478712	34448883367242099840464688908582965581944	000000000000000000000000000000653C759A4EF876C4C7B7093E5EFFA19878	000000000000000000000000000000653C759A4EF876C4C9B7093E5EFFA19878	65
216	3	wavg2b(b3[53],b4[3])	34344965753971125619431608067264138814101	0x64ee47cc6765a1acb6fc1abc2071c5a295	34344965753971125619413161323190429262485	34344965753971125619450054811337848365717	00000000000000000000000000000064EE47CC6765A1ACB5FC1ABC2071C5A295	00000000000000000000000000000064EE47CC6765A1ACB7FC1ABC2071C5A295	65
217	3	diff_low(b1[4],b1[12])	34344815922399650606621414644880002722102	0x64ee2af123176130d9be16c8cd3ad32936	34344815922399650606602967900806293170486	34344815922399650606639861388953712273718	00000000000000000000000000000064EE2AF123176130D8BE16C8CD3AD32936	00000000000000000000000000000064EE2AF123176130DABE16C8CD3AD32936	65
218	3	wavg2a(b1[16],b2[44])	34449606827961871495537572223263302205906	0x653d00efad05f18a67c81d6114bc7bc1d2	34449606827961871495519125479189592654290	34449606827961871495556018967337011757522	000000000000000000000000000000653D00EFAD05F18A66C81D6114BC7BC1D2	000000000000000000000000000000653D00EFAD05F18A68C81D6114BC7BC1D2	65
219	3	wavg2a(b1[70],b3[11])	34344246448595975169508313148578713432053	0x64edbd43e92ac40a45da2065bcad31eff5	34344246448595975169489866404505003880437	34344246448595975169526759892652422983669	00000000000000000000000000000064EDBD43E92AC40A44DA2065BCAD31EFF5	00000000000000000000000000000064EDBD43E92AC40A46DA2065BCAD31EFF5	65
220	3	wavg2b(b2[18],b4[6])	34450065783259226931694900827397912569137	0x653d5953eb48d277a043c42ee9e37ca531	34450065783259226931676454083324203017521	34450065783259226931713347571471622120753	000000000000000000000000000000653D5953EB48D2779F43C42EE9E37CA531	000000000000000000000000000000653D5953EB48D277A143C42EE9E37CA531	65
221	3	wavg2b(b1[72],b2[4])	34343752966341773027220016842740164112999	0x64ed5e395b7161102aecc6920a0a56b267	34343752966341773027201570098666454561383	34343752966341773027238463586813873664615	00000000000000000000000000000064ED5E395B71611029ECC6920A0A56B267	00000000000000000000000000000064ED5E395B7161102BECC6920A0A56B267	65
222	3	avg(b2[36],b3[42])	34450496963634841406721525407029076899279	0x653dac5ec0bf4817e266a208dd7e0335cf	34450496963634841406703078662955367347663	34450496963634841406739972151102786450895	000000000000000000000000000000653DAC5EC0BF4817E166A208DD7E0335CF	000000000000000000000000000000653DAC5EC0BF4817E366A208DD7E0335CF	65
223	3	diff_low(b1[39],b4[17])	34343271459021844839877615359903108052473	0x64ed017d36a37a1935f3584df7f5ba35f9	34343271459021844839859168615829398500857	34343271459021844839896062103976817604089	00000000000000000000000000000064ED017D36A37A1934F3584DF7F5BA35F9	00000000000000000000000000000064ED017D36A37A1936F3584DF7F5BA35F9	65
224	3	avg(b4[39],b4[44])	34343186767842077409981770750093542247942	0x64ecf12d9daab43cbb6396fe07bd034e06	34343186767842077409963324006019832696326	34343186767842077410000217494167251799558	00000000000000000000000000000064ECF12D9DAAB43CBA6396FE07BD034E06	00000000000000000000000000000064ECF12D9DAAB43CBC6396FE07BD034E06	65
225	3	diff_low(b1[15],b1[17])	34451206108976959500562108701576206714575	0x653e34f25154da76ebebef99cfdd5b86cf	34451206108976959500543661957502497162959	34451206108976959500580555445649916266191	000000000000000000000000000000653E34F25154DA76EAEBEF99CFDD5B86CF	000000000000000000000000000000653E34F25154DA76ECEBEF99CFDD5B86CF	65
226	3	wavg2b(b1[54],b3[50])	34342306322849790104470707287435351473846	0x64ec479c53876cc733d9a28ea952d0beb6	34342306322849790104452260543361641922230	34342306322849790104489154031509061025462	00000000000000000000000000000064EC479C53876CC732D9A28EA952D0BEB6	00000000000000000000000000000064EC479C53876CC734D9A28EA952D0BEB6	65
227	3	wavg2a(b1[56],b4[46])	34341859422078379102791683996250324208997	0x64ebf18a6ac6969aec4a9b4b47ad020d65	34341859422078379102773237252176614657381	34341859422078379102810130740324033760613	00000000000000000000000000000064EBF18A6AC6969AEB4A9B4B47AD020D65	00000000000000000000000000000064EBF18A6AC6969AED4A9B4B47AD020D65	65
228	3	diff_low(b1[60],b1[66])	34341766151374988945266588698552032247424	0x64ebdf93d0fddb1539ae9520c990333e80	34341766151374988945248141954478322695808	34341766151374988945285035442625741799040	00000000000000000000000000000064EBDF93D0FDDB1538AE9520C990333E80	00000000000000000000000000000064EBDF93D0FDDB153AAE9520C990333E80	65
